diputado_id,diputado_nombre,modal_party,modal_party_share,modal_caucus,modal_caucus_share,modal_alignment,modal_alignment_share,specs_estimated,baseline_coord_aligned,baseline_z,baseline_binary_votes,max_abs_z_shift_from_baseline,sd_z_across_specs,min_rank,max_rank,rank_range,coord_raw_lop025,z_raw_lop025,rank_raw_lop025,coord_raw_lop050,z_raw_lop050,rank_raw_lop050,coord_raw_lop100,z_raw_lop100,rank_raw_lop100,coord_dedup_lop025,z_dedup_lop025,rank_dedup_lop025,coord_cap20_balanced_lop025,z_cap20_balanced_lop025,rank_cap20_balanced_lop025,coord_cap10_balanced_lop025,z_cap10_balanced_lop025,rank_cap10_balanced_lop025
1159,Lorena Pizarro Sierra,Partido Comunista,1.0,Comité Comunista e Independientes,1.0,oposicion,1.0,6,0.917440712451935,1.5258600142411958,257,0.14263735454101534,0.06781807571599822,143,152,9,0.917440712451935,1.5258600142411958,145,0.9757080078125,1.637601954093789,147,0.973023176193237,1.668497368782211,152,0.915400445461273,1.529429649595711,145,1.0,1.4710509487917718,148,0.946411609649658,1.5657472264912393,143
1178,Héctor Ulloa Aguilera,Independientes,1.0,Partido Por la Democracia e Independientes,1.0,oposicion,1.0,6,0.356259137392044,0.758848636412623,241,0.14246851743708788,0.05066615794037208,101,108,7,0.356259137392044,0.758848636412623,108,0.320457547903061,0.7370666143371327,108,0.272889256477356,0.6765911679466345,108,0.346190452575684,0.749613400912508,108,0.424170076847076,0.6755759212239225,101,0.300214052200317,0.6163801189755351,101
1242,Rodrigo Ramírez Parra,Independientes,1.0,"Renovación Nacional, Evopoli e Independientes",1.0,oficialismo,1.0,6,-0.787695109844208,-0.8046843845207239,263,0.1423196214205662,0.07513694952769714,45,60,15,-0.787695109844208,-0.8046843845207239,58,-0.805331230163574,-0.8101472249184477,58,-0.726696252822876,-0.73955942413244,60,-0.785523355007172,-0.8008316493198318,58,-0.75038605928421,-0.9470040059412901,45,-0.754452526569366,-0.9330930223842606,45
1207,Valentina Cáceres Monsálvez,Independientes,1.0,Frente Amplio,1.0,oposicion,1.0,6,0.701583206653595,1.2308304368368514,249,0.14199172117805992,0.05163746874044419,125,137,12,0.701583206653595,1.2308304368368514,126,0.672586560249329,1.221010753522092,126,0.764321744441986,1.3728221580149114,137,0.700634002685547,1.2352001669062433,126,0.839541554450989,1.2493870837086507,125,0.729332864284515,1.2468239835685822,125
1122,Luis Alberto Cuello Peña y Lillo,Partido Comunista,1.0,Comité Comunista e Independientes,1.0,oposicion,1.0,6,0.980134606361389,1.6115487326275693,263,0.14049778383579747,0.0608008631168729,145,151,6,0.980134606361389,1.6115487326275693,151,0.969006896018982,1.6283923642423648,146,0.971139192581177,1.6658282579529096,151,0.979218602180481,1.6168603626764149,151,1.0,1.4710509487917718,145,0.967477381229401,1.5966961992963784,150
1021,Andrés Celis Montt,Renovación Nacional,1.0,"Renovación Nacional, Evopoli e Independientes",1.0,oficialismo,1.0,6,-0.763008773326874,-0.77094361000638,241,0.140012061269829,0.07533495929691371,48,66,18,-0.763008773326874,-0.77094361000638,64,-0.780495822429657,-0.7760149904370723,63,-0.700376749038696,-0.7022715878038734,66,-0.760648012161255,-0.7667524926197306,64,-0.724291324615479,-0.910955671276209,48,-0.731161534786224,-0.8988748467730552,49
1128,Ana María Gazmuri Vieira,Partido Acción Humanista,1.0,Comité Comunista e Independientes,1.0,oposicion,1.0,6,0.902786135673523,1.5058304415933323,234,0.13864666333344267,0.06553511109123115,142,153,11,0.902786135673523,1.5058304415933323,144,0.95000833272934,1.6022819245041144,145,0.835838317871094,1.474142392114742,142,0.901384234428406,1.510227475977864,144,1.0,1.4710509487917718,146,1.0,1.644477104926775,153
1110,Carlos Bianchi Chelech,Independientes,1.0,Partido Por la Democracia e Independientes,1.0,oposicion,1.0,6,0.335209548473358,0.7300784933488146,251,0.13223461329804964,0.046478910603589024,100,105,5,0.335209548473358,0.7300784933488146,104,0.298870325088501,0.7073984824988137,105,0.252759695053101,0.6480728570427409,105,0.324784904718399,0.720287854559298,104,0.413857847452164,0.6613301854044153,100,0.287597149610519,0.5978438800507649,100
1213,Irací Hassler Jacob,Partido Comunista,1.0,Comité Comunista e Independientes,1.0,oposicion,1.0,6,0.924488961696625,1.5354934156298137,267,0.12980512414313483,0.06853496497986865,149,153,4,0.924488961696625,1.5354934156298137,149,0.986379981040955,1.6522688480910688,152,0.970765292644501,1.6652985397729485,150,0.922953724861145,1.5397776232442484,149,1.0,1.4710509487917718,153,0.967462122440338,1.5966737817055505,149
1188,Marcos Barraza Gómez,Partido Comunista,1.0,Comité Comunista e Independientes,1.0,oposicion,1.0,6,0.924488961696625,1.5354934156298137,267,0.12980512414313483,0.06853496497986865,148,151,3,0.924488961696625,1.5354934156298137,148,0.986379981040955,1.6522688480910688,151,0.970765292644501,1.6652985397729485,149,0.922953724861145,1.5397776232442484,148,1.0,1.4710509487917718,150,0.967462122440338,1.5966737817055505,148
1175,Cristián Tapia Ramos,Independientes,1.0,Partido Por la Democracia e Independientes,1.0,oposicion,1.0,6,0.327570497989655,0.7196375970378804,224,0.12943167915871046,0.045756457684818834,99,102,3,0.327570497989655,0.7196375970378804,102,0.291112124919891,0.6967360963545828,102,0.244962215423584,0.6370258727764371,102,0.318836629390717,0.7121387324248588,102,0.410942882299423,0.6573033332176801,99,0.282398283481598,0.59020591787917,99
