"spec_id","vote_id","boletin","fecha","minority_share_binary","binary_participation_share","spread_1d","midpoint_1d","gmp","apre"
"dedup_lop025","88914","18216-05","2026-05-20",0.427632,0.980645,-1.03797936439514,0.0836718827486038,0.928347527980804,0.907692307692308
"dedup_lop025","88915","18216-05","2026-05-20",0.437086,0.974194,0.476435929536819,-0.017687726765871,0.87778502702713,0.909090909090909
"dedup_lop025","88917","18216-05","2026-05-20",0.444444,0.987097,-1.06840634346008,0.0684063211083412,0.970990121364594,1
"dedup_lop025","88918","18216-05","2026-05-20",0.464052,0.987097,-0.713285684585571,-0.073667399585247,0.931227266788483,0.915492957746479
"dedup_lop025","88919","18216-05","2026-05-20",0.477124,0.987097,1.11063396930695,-0.11063402146101,0.97122198343277,0.972602739726027
"dedup_lop025","88920","18216-05","2026-05-20",0.401316,0.980645,1.19072008132935,0.190720066428185,0.93055248260498,0.918032786885246
"dedup_lop025","88921","18216-05","2026-05-20",0.45098,0.987097,1.00714874267578,0.00714875105768442,0.946625947952271,0.971014492753623
"dedup_lop025","88922","18216-05","2026-05-20",0.453947,0.980645,0.641253113746643,-0.0416083261370659,0.920704305171967,0.956521739130435
"dedup_lop025","88923","18216-05","2026-05-20",0.464052,0.987097,1.07362329959869,-0.0736232846975327,0.970608949661255,1
"dedup_lop025","88924","18216-05","2026-05-20",0.447368,0.980645,0.48104390501976,-0.0284197870641947,0.878087520599365,0.911764705882353
"dedup_lop025","88925","18216-05","2026-05-20",0.4,0.967742,0.543796956539154,0.116047196090221,0.874648451805115,0.866666666666667
"dedup_lop025","88926","18216-05","2026-05-20",0.379085,0.987097,0.505318462848663,0.19755257666111,0.846248805522919,0.724137931034483
"dedup_lop025","88927","18216-05","2026-05-20",0.375,0.980645,0.714811682701111,0.214756935834885,0.878542482852936,0.807017543859649
"dedup_lop025","88928","18216-05","2026-05-20",0.237705,0.787097,0.610741555690765,0.370411068201065,0.883644282817841,0.862068965517241
"dedup_lop025","88929","18216-05","2026-05-20",0.041379,0.935484,-0.290000021457672,1,0.65335088968277,-0.166666666666667
"dedup_lop025","88930","18216-05","2026-05-20",0.348993,0.96129,0.180170610547066,0.201149865984917,0.649895191192627,0.307692307692308
"dedup_lop025","88931","18216-05","2026-05-20",0.453947,0.980645,0.374168157577515,-0.128466606140137,0.840651333332062,0.898550724637681
"dedup_lop025","88932","18216-05","2026-05-20",0.397351,0.974194,0.497008115053177,-0.688583076000214,0.785813570022583,0.733333333333333
"dedup_lop025","88933","18216-05","2026-05-20",0.381579,0.980645,1.58970189094543,-0.752070903778076,0.855152249336243,0.827586206896552
"dedup_lop025","88934","18216-05","2026-05-20",0.197368,0.980645,0.286219418048859,0.657712459564209,0.743327140808105,0.266666666666667
"dedup_lop025","88935","18216-05","2026-05-20",0.092105,0.980645,1.57937216758728,0.821909189224243,0.915802001953125,0.785714285714286
"dedup_lop025","88936","18216-05","2026-05-20",0.045113,0.858065,1.58840203285217,0.932833671569824,0.938605964183807,0.666666666666667
"dedup_lop025","88937","18216-05","2026-05-20",0.07947,0.974194,1.45147907733917,0.845141530036926,0.90982711315155,0.833333333333333
"dedup_lop025","88938","18216-05","2026-05-20",0.065789,0.980645,1.59732246398926,0.812746167182922,0.935747921466827,0.9
"dedup_lop025","88939","18216-05","2026-05-20",0.46,0.967742,0.817907094955444,-0.0645425543189049,0.946397840976715,0.942028985507246
"dedup_lop025","88940","18216-05","2026-05-20",0.456954,0.974194,1.07296907901764,-0.0729690715670586,0.969747483730316,0.971014492753623
"dedup_lop025","88941","18216-05","2026-05-20",0.467105,0.980645,1.07197046279907,-0.0719704180955887,0.973271429538727,0.971830985915493
"dedup_lop025","88942","18216-05","2026-05-20",0.326667,0.967742,0.566965579986572,0.321726828813553,0.847883582115173,0.693877551020408
"dedup_lop025","88944","18216-05","2026-05-20",0.416107,0.96129,-1.08960235118866,0.0896023511886597,0.938091039657593,0.919354838709677
"dedup_lop025","88945","18216-05","2026-05-20",0.464052,0.987097,-1.07362329959869,-0.0736232846975327,0.970608949661255,1
"dedup_lop025","88946","18216-05","2026-05-20",0.463087,0.96129,-1.2238495349884,-0.625101983547211,0.917749464511871,0.927536231884058
