vote_id,boletin,fecha,sesion_id,sesion_numero,descripcion,articulo,total_si,total_no,total_abstencion,total_dispensado,tipo_votacion,tipo_votacion_codigo,resultado,resultado_codigo,quorum,quorum_codigo,tipo_votacion_proyecto,tipo_votacion_proyecto_codigo,tramite_constitucional,tramite_constitucional_codigo,tramite_reglamentario,tramite_reglamentario_codigo,verificado_sala,verification_url
89072,18157-33,2026-06-08,4786,30,Boletín N° 18157-33,,127,0,0,3,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,General,1,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89072
89070,18178-10,2026-06-08,4786,30,Boletín N° 18178-10,"En votación el proyecto de acuerdo que aprueba el “Acuerdo entre el Gobierno de la República de chile y el Gobierno de la República de Tayikistán sobre la exención mutua del requisito de visa para titulares de pasaportes diplomáticos oficiales y de servicio, suscrito en Dushanbe, República de Tayikistán, el 9 de marzo de 2023.”.",129,0,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89070
88869,18215-10,2026-05-13,4779,24,Boletín N° 18215-10,"Proyecto de acuerdo que aprueba el “Acuerdo de mutua exención del requisito de visa para los titulares de pasaportes diplomáticos, especiales y oficiales entre el Gobierno de la República de Chile y el Gobierno del Estado de Catar.”.",139,2,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88869
88881,18232-25,2026-05-18,4780,25,Boletín N° 18232-25,,143,0,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,General,1,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=88881
89106,18256-10,2026-06-10,4788,32,Boletín N° 18256-10,"En votación el proyecto de acuerdo que aprueba el “Aprueba el Acuerdo entre la República de Chile y la República Helénica sobre el empleo remunerado de dependientes de miembros de una misión diplomática o representación consular"", suscrito en Santiago, el 24 de abril de 2024.",143,0,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89106
89241,18257-10,2026-06-24,4794,38,Boletín N° 18257-10,"Proyecto de acuerdo que “Aprueba el Acuerdo general sobre los privilegios e inmunidades de la Organización Internacional de Policía Criminal-INTERPOL”, aprobado en Marrakech, Marruecos, el 24 de noviembre de 2025.",138,0,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89241
