vote_id,diputado_id,diputado_nombre,opcion,opcion_codigo
88869,803,René Alinco Bustos,Abstención,2
88869,815,Sergio Bobadilla Muñoz,Afirmativo,1
88869,843,René Manuel García García,Afirmativo,1
88869,872,Jaime Mulet Martínez,Afirmativo,1
88869,915,Germán Verdugo Soto,Afirmativo,1
88869,986,Marcela Hernando Pérez,Afirmativo,1
88869,1009,Jorge Alessandri Vergara,No Vota,4
88869,1012,Boris Barrera Moreno,Afirmativo,1
88869,1013,Alejandro Bernales Maldonado,Afirmativo,1
88869,1015,Jorge Brito Hasbún,Afirmativo,1
88869,1017,Álvaro Carter Fernández,Afirmativo,1
88869,1021,Andrés Celis Montt,Afirmativo,1
88869,1025,Catalina Del Real Mihovilovic,Afirmativo,1
88869,1028,Eduardo Durán Salinas,Afirmativo,1
88869,1038,Marcos Ilabaca Cerda,Afirmativo,1
88869,1039,Pamela Jiles Moreno,Afirmativo,1
88869,1044,Raúl Leiva Carvajal,Afirmativo,1
88869,1054,Francesca Muñoz González,No Vota,4
88869,1056,Emilia Nuyado Ancapichun,Afirmativo,1
88869,1059,Ximena Ossandón Irarrázabal,No Vota,4
88869,1060,Luis Pardo Sáinz,Afirmativo,1
88869,1061,Andrea Parra Sauterel,Afirmativo,1
88869,1062,Joanna Pérez Olea,Afirmativo,1
88869,1065,Guillermo Ramírez Diez,Afirmativo,1
88869,1073,Juan Santana Castillo,Afirmativo,1
88869,1074,Marisela Santibáñez Novoa,Afirmativo,1
88869,1075,Diego Schalper Sepúlveda,Afirmativo,1
88869,1077,Raúl Soto Mardones,Afirmativo,1
88869,1082,Cristóbal Urruticoechea Ríos,Afirmativo,1
88869,1086,Gonzalo Winter Etcheberry,Afirmativo,1
88869,1087,Gael Yeomans Araya,Afirmativo,1
88869,1099,Jaime Araya Guerrero,No Vota,4
88869,1100,Cristián Araya Lerdo de Tejada,Afirmativo,1
88869,1102,Roberto Arroyo Muñoz,Afirmativo,1
88869,1104,Chiara Barchiesi Chávez,Afirmativo,1
88869,1105,Héctor Barría Angulo,En Contra,0
88869,1107,María Francisca Bello Campos,No Vota,4
88869,1108,Juan Carlos Beltrán Silva,Afirmativo,1
88869,1110,Carlos Bianchi Chelech,Afirmativo,1
88869,1114,Félix Bugueño Sotelo,Afirmativo,1
88869,1116,Felipe Camaño Cárdenas,Afirmativo,1
88869,1117,Nathalie Castillo Rojas,Afirmativo,1
88869,1119,Sara Concha Smith,Afirmativo,1
88869,1122,Luis Alberto Cuello Peña y Lillo,Afirmativo,1
88869,1127,Lorena Fries Monleón,Afirmativo,1
88869,1128,Ana María Gazmuri Vieira,Afirmativo,1
88869,1131,Mauro González Villarroel,Afirmativo,1
88869,1132,Jorge Guzmán Zepeda,Afirmativo,1
88869,1133,Juan Irarrázaval Rossel,Afirmativo,1
88869,1140,Daniel Lilayu Vivanco,Afirmativo,1
88869,1141,Luis Malla Valenzuela,Afirmativo,1
88869,1142,Daniel Manouchehri Lobos,Afirmativo,1
88869,1143,Cristóbal Martínez Ramírez,Afirmativo,1
88869,1146,José Carlos Meza Pereira,Afirmativo,1
88869,1148,Javiera Morales Alvarado,No Vota,4
88869,1150,Benjamín Moreno Bascur,Afirmativo,1
88869,1152,Gloria Naveillan Arriagada,Afirmativo,1
88869,1153,Coca Ericka Ñanco Vásquez,Afirmativo,1
88869,1157,Marlene Pérez Cartes,Afirmativo,1
88869,1159,Lorena Pizarro Sierra,Afirmativo,1
88869,1165,Agustín Romero Leiva,Afirmativo,1
88869,1166,Natalia Romero Talguia,Afirmativo,1
88869,1170,Luis Sánchez Ossa,Afirmativo,1
88869,1171,Emilia Schneider Videla,Afirmativo,1
88869,1172,Stephan Schubert Rubio,Afirmativo,1
88869,1173,Daniela Serrano Salazar,Afirmativo,1
88869,1174,Marco Antonio Sulantay Olivares,No Vota,4
88869,1175,Cristián Tapia Ramos,Afirmativo,1
88869,1176,Hotuiti Teao Drago,No Vota,4
88869,1177,Carolina Tello Rojas,Afirmativo,1
88869,1178,Héctor Ulloa Aguilera,Afirmativo,1
88869,1180,Consuelo Veloso Ávila,Afirmativo,1
88869,1181,Nelson Venegas Salazar,Afirmativo,1
88869,1182,Sebastián Videla Castillo,Afirmativo,1
88869,1183,Flor Weisse Novoa,Afirmativo,1
88869,1184,Roberto Celedón Fernández,Afirmativo,1
88869,1186,Ignacio Achurra Díaz,Afirmativo,1
88869,1187,Carlo Arqueros Pizarro,Afirmativo,1
88869,1188,Marcos Barraza Gómez,Afirmativo,1
88869,1189,Jaime Bassa Mercado,Afirmativo,1
88869,1190,Enrique Bassaletti Riess,Afirmativo,1
88869,1191,Valentina Becerra Peña,Afirmativo,1
88869,1192,Lilian Betancurt Delgado,No Vota,4
88869,1193,Patricio Briones Moller,Afirmativo,1
88869,1194,Daniel Bustos Leal,Afirmativo,1
88869,1195,Carlos Carvajal Gallardo,Afirmativo,1
88869,1196,Priscilla Castillo Gerli,Afirmativo,1
88869,1197,Carlos Chandía Alarcón,No Vota,4
88869,1198,Paz Charpentier Rajcevich,Afirmativo,1
88869,1199,Jaime Coloma Álamos,Afirmativo,1
88869,1200,Cristian Contreras Radovic,Afirmativo,1
88869,1201,Flor Contreras Vivallo,Afirmativo,1
88869,1202,Eduardo Cretton Rebolledo,Afirmativo,1
88869,1203,Sebastián Cristoffanini Jaraquemada,Afirmativo,1
88869,1204,Francisco Crisóstomo Llanos,Afirmativo,1
88869,1205,Carlos Cuadrado Prats,En Contra,0
88869,1206,Carolina Cucumides Calderón,Afirmativo,1
88869,1207,Valentina Cáceres Monsálvez,Afirmativo,1
88869,1208,Jorge Díaz Ibarra,Afirmativo,1
88869,1209,Matías Fernández Hartwig,Afirmativo,1
88869,1210,Gustavo Gatica Villarroel,Afirmativo,1
88869,1211,Sofía González Cortés,Afirmativo,1
88869,1212,Erich Grohs Marín,Afirmativo,1
88869,1213,Irací Hassler Jacob,Afirmativo,1
88869,1214,Constanza Hube Portus,Afirmativo,1
88869,1215,Álvaro Jofré Cáceres,Afirmativo,1
88869,1216,Stephanie Jéldrez Ortiz,Afirmativo,1
88869,1217,Pier Karlezi Hazleby,Afirmativo,1
88869,1218,José Antonio Kast Adriasola,Afirmativo,1
88869,1219,Tomás Kast Sommerhoff,Afirmativo,1
88869,1220,Leandro Kunstmann Collado,Afirmativo,1
88869,1221,Benjamín Lorca Inzunza,Afirmativo,1
88869,1222,Andrea Macías Palma,Afirmativo,1
88869,1223,Hans Marowski Cuevas,Afirmativo,1
88869,1224,Cristian Mella Andaur,No Vota,4
88869,1225,Cristian Menchaca Pinochet,Afirmativo,1
88869,1226,José Montalva Feuerhake,Afirmativo,1
88869,1227,Claudia Mora Vega,Afirmativo,1
88869,1228,Paulina Muñoz Minte,Afirmativo,1
88869,1229,Javier Muñoz Riquelme,Afirmativo,1
88869,1230,Alex Nahuelquin Nahuelquin,Afirmativo,1
88869,1231,Ximena Naranjo Pinto,Afirmativo,1
88869,1232,Cristian Neira Martínez,Afirmativo,1
88869,1233,Ricardo Neumann Bertín,Afirmativo,1
88869,1234,Mario Olavarría Rodríguez,Afirmativo,1
88869,1235,Javier Olivares Avendaño,Afirmativo,1
88869,1236,Paula Olmos Contreras,No Vota,4
88869,1237,Francisco Orrego Gutiérrez,Afirmativo,1
88869,1238,Álvaro Ortiz Vera,Afirmativo,1
88869,1239,Fabián Ossandón Briceño,Afirmativo,1
88869,1240,Zandra Parisi Fernández,No Vota,4
88869,1241,Patricio Pinilla Valencia,Afirmativo,1
88869,1242,Rodrigo Ramírez Parra,Afirmativo,1
88869,1243,Tamara Ramírez Ramírez,Afirmativo,1
88869,1244,Claudia Reyes Larenas,Afirmativo,1
88869,1245,Alejandro Riquelme Ducci,Afirmativo,1
88869,1246,José Antonio Rivas Villalobos,Afirmativo,1
88869,1247,Javiera Rodríguez Pascual,Afirmativo,1
88869,1248,Felipe Ross Correa,Afirmativo,1
88869,1249,Omar Sabat Guzmán,Afirmativo,1
88869,1250,Bernardo Salinas Maya,Afirmativo,1
88869,1251,Macarena Santelices Cañas,Afirmativo,1
88869,1252,Constanza Schonhaut Soto,Afirmativo,1
88869,1253,Fernando Ugarte Tejeda,Afirmativo,1
88869,1254,Ignacio Urcullú Clèment-Lund,Afirmativo,1
88869,1255,Eileen Urqueta Rojas,Afirmativo,1
88869,1256,Tatiana Urrutia Herrera,Afirmativo,1
88869,1257,Alejandra Valdebenito Torres,Afirmativo,1
88869,1258,Guillermo Valdés Carmona,Afirmativo,1
88869,1259,Juan Marcelo Valenzuela Henríquez,Afirmativo,1
88869,1260,César Valenzuela Maass,Afirmativo,1
88869,1261,Daniel Valenzuela Salazar,Afirmativo,1
88869,1262,Diego Vergara Rodríguez,Afirmativo,1
88869,1263,Sebastián Zamora Soto,Afirmativo,1
88869,1264,Fernando Zamorano Peralta,Afirmativo,1
88881,803,René Alinco Bustos,No Vota,4
88881,815,Sergio Bobadilla Muñoz,Afirmativo,1
88881,843,René Manuel García García,Afirmativo,1
88881,872,Jaime Mulet Martínez,Afirmativo,1
88881,915,Germán Verdugo Soto,Afirmativo,1
88881,986,Marcela Hernando Pérez,Afirmativo,1
88881,1009,Jorge Alessandri Vergara,No Vota,4
88881,1012,Boris Barrera Moreno,Afirmativo,1
88881,1013,Alejandro Bernales Maldonado,Afirmativo,1
88881,1015,Jorge Brito Hasbún,Afirmativo,1
88881,1017,Álvaro Carter Fernández,Afirmativo,1
88881,1021,Andrés Celis Montt,Afirmativo,1
88881,1025,Catalina Del Real Mihovilovic,Afirmativo,1
88881,1028,Eduardo Durán Salinas,Afirmativo,1
88881,1038,Marcos Ilabaca Cerda,Afirmativo,1
88881,1039,Pamela Jiles Moreno,No Vota,4
88881,1044,Raúl Leiva Carvajal,No Vota,4
88881,1054,Francesca Muñoz González,Afirmativo,1
88881,1056,Emilia Nuyado Ancapichun,Afirmativo,1
88881,1059,Ximena Ossandón Irarrázabal,Afirmativo,1
88881,1060,Luis Pardo Sáinz,Afirmativo,1
