boletin,sequence,commission,topic_proxy,is_origin_proxy,is_transversal,source_type,first_seen_date,etapa,evidence_event,source_url
18317-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18995&prmBOLETIN=18317-13
18318-19,1,Ciencia y Tecnología,Ciencia y tecnología,1,0,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 19,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18996&prmBOLETIN=18318-19
18319-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19000&prmBOLETIN=18319-07
18320-18,1,"Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",1,0,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 18,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18993&prmBOLETIN=18320-18
18326-18,1,"Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",1,0,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 18,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19005&prmBOLETIN=18326-18
18296-05,1,Hacienda,Economía y hacienda,1,1,sufijo_boletin,2026-06-03,destinación inicial,Código de destinación del boletín: 05,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18974&prmBOLETIN=18296-05
18299-35,1,Personas Mayores y Discapacidad,Personas mayores y discapacidad,1,0,sufijo_boletin,2026-06-03,destinación inicial,Código de destinación del boletín: 35,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18973&prmBOLETIN=18299-35
18300-04,1,Educación,Educación,1,0,sufijo_boletin,2026-06-03,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18976&prmBOLETIN=18300-04
18302-11,1,Salud,Salud,1,0,sufijo_boletin,2026-06-03,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18978&prmBOLETIN=18302-11
18303-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-06-03,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18979&prmBOLETIN=18303-15
18304-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-03,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18977&prmBOLETIN=18304-06
18305-04,1,Educación,Educación,1,0,sufijo_boletin,2026-06-03,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18980&prmBOLETIN=18305-04
18321-14,1,"Vivienda, Desarrollo Urbano",Vivienda y territorio,1,0,sufijo_boletin,2026-06-03,destinación inicial,Código de destinación del boletín: 14,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18994&prmBOLETIN=18321-14
18322-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-03,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18999&prmBOLETIN=18322-06
18301-10,1,Relaciones Exteriores,Relaciones exteriores,1,0,sufijo_boletin,2026-06-04,destinación inicial,Código de destinación del boletín: 10,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18989&prmBOLETIN=18301-10
18324-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-04,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19008&prmBOLETIN=18324-07
18324-07,2,Seguridad Ciudadana,Seguridad,0,0,evento_tramitacion,2026-06-10,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Seguridad Ciudadana,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19008&prmBOLETIN=18324-07
18325-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,evento_tramitacion,2026-06-10,Primer trámite constitucional / C. Diputados,"Oficio N° 21301. Comunica a la Comisión de Deportes y Recreación el acuerdo de la Sala, en orden a remitirle el proyecto de ley, asignado inicialmente a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19003&prmBOLETIN=18325-06
18325-06,2,Deportes y Recreación,Deportes,0,0,evento_tramitacion,2026-06-10,Primer trámite constitucional / C. Diputados,"Oficio N° 21301. Comunica a la Comisión de Deportes y Recreación el acuerdo de la Sala, en orden a remitirle el proyecto de ley, asignado inicialmente a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19003&prmBOLETIN=18325-06
18327-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-04,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19006&prmBOLETIN=18327-07
18294-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-06-05,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18997&prmBOLETIN=18294-15
18328-05,1,Hacienda,Economía y hacienda,1,1,evento_tramitacion,2026-06-10,Primer trámite constitucional / C. Diputados,"Oficio N° 21302. Comunica a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización el acuerdo de la Sala, en orden a remitir el proyecto de ley, asignado inicialmente en la Comisión de Hacienda.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19002&prmBOLETIN=18328-05
18328-05,2,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,0,0,evento_tramitacion,2026-06-10,Primer trámite constitucional / C. Diputados,"Oficio N° 21302. Comunica a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización el acuerdo de la Sala, en orden a remitir el proyecto de ley, asignado inicialmente en la Comisión de Hacienda.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19002&prmBOLETIN=18328-05
18329-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-05,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19004&prmBOLETIN=18329-06
18330-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-05,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19007&prmBOLETIN=18330-07
18331-17,1,Derechos Humanos y Pueblos Originarios,Derechos humanos,1,0,sufijo_boletin,2026-06-05,destinación inicial,Código de destinación del boletín: 17,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19009&prmBOLETIN=18331-17
18314-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-08,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18990&prmBOLETIN=18314-07
18315-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-08,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18991&prmBOLETIN=18315-07
18342-02,1,Defensa Nacional,Defensa,1,0,evento_tramitacion,2026-06-15,Primer trámite constitucional / C. Diputados,"Oficio N° 21311. Por acuerdo de la Sala, remite a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización el proyecto de ley, inicialmente asignado a la Comisión de Defensa Nacional.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19020&prmBOLETIN=18342-02
18342-02,2,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,0,0,evento_tramitacion,2026-06-15,Primer trámite constitucional / C. Diputados,"Oficio N° 21311. Por acuerdo de la Sala, remite a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización el proyecto de ley, inicialmente asignado a la Comisión de Defensa Nacional.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19020&prmBOLETIN=18342-02
18343-16,1,Régimen Interno y Administración,Administración parlamentaria,1,1,sufijo_boletin,2026-06-08,destinación inicial,Código de destinación del boletín: 16,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19023&prmBOLETIN=18343-16
18344-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-08,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19018&prmBOLETIN=18344-07
18345-13,1,Educación,Educación,0,0,evento_tramitacion,2026-06-15,Primer trámite constitucional / C. Diputados,"Oficio N° 21310. Por acuerdo de la Sala, remite a la Comisión de Educación el proyecto de ley, inicialmente asignado a la Comisión de Trabajo y Seguridad Social.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19022&prmBOLETIN=18345-13
18345-13,2,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,evento_tramitacion,2026-06-15,Primer trámite constitucional / C. Diputados,"Oficio N° 21310. Por acuerdo de la Sala, remite a la Comisión de Educación el proyecto de ley, inicialmente asignado a la Comisión de Trabajo y Seguridad Social.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19022&prmBOLETIN=18345-13
18346-11,1,Salud,Salud,1,0,sufijo_boletin,2026-06-08,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19024&prmBOLETIN=18346-11
18347-29,1,Deportes y Recreación,Deportes,1,0,sufijo_boletin,2026-06-08,destinación inicial,Código de destinación del boletín: 29,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19021&prmBOLETIN=18347-29
18323-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-09,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19001&prmBOLETIN=18323-07
18348-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-06-09,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19019&prmBOLETIN=18348-13
18349-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-09,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19029&prmBOLETIN=18349-06
18350-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-06-09,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19028&prmBOLETIN=18350-25
18351-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-09,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19031&prmBOLETIN=18351-07
18353-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-09,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19030&prmBOLETIN=18353-07
18355-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-06-09,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19032&prmBOLETIN=18355-25
18357-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-09,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19033&prmBOLETIN=18357-06
18332-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19010&prmBOLETIN=18332-25
18333-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19011&prmBOLETIN=18333-07
18334-10,1,Relaciones Exteriores,Relaciones exteriores,1,0,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 10,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19012&prmBOLETIN=18334-10
18335-02,1,Defensa Nacional,Defensa,1,0,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 02,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19013&prmBOLETIN=18335-02
18336-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19015&prmBOLETIN=18336-15
18337-12,1,Medio Ambiente y Recursos Naturales,Medio ambiente,1,0,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 12,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19017&prmBOLETIN=18337-12
18338-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19014&prmBOLETIN=18338-06
18340-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19016&prmBOLETIN=18340-03
18352-04,1,Educación,Educación,1,0,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19026&prmBOLETIN=18352-04
18354-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19027&prmBOLETIN=18354-07
18358-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19051&prmBOLETIN=18358-03
18359-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19050&prmBOLETIN=18359-07
18360-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-10,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19049&prmBOLETIN=18360-07
18360-07,2,Seguridad Ciudadana,Seguridad,0,0,evento_tramitacion,2026-06-17,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Seguridad Ciudadana,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19049&prmBOLETIN=18360-07
18361-02,1,Defensa Nacional,Defensa,1,0,sufijo_boletin,2026-06-11,destinación inicial,Código de destinación del boletín: 02,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19048&prmBOLETIN=18361-02
18362-19,1,Ciencia y Tecnología,Ciencia y tecnología,1,0,sufijo_boletin,2026-06-11,destinación inicial,Código de destinación del boletín: 19,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19047&prmBOLETIN=18362-19
18363-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-11,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19046&prmBOLETIN=18363-06
18467-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-11,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19152&prmBOLETIN=18467-06
18341-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-06-12,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19025&prmBOLETIN=18341-25
18364-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-12,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19045&prmBOLETIN=18364-07
18365-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-12,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19044&prmBOLETIN=18365-07
18366-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-06-12,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19043&prmBOLETIN=18366-25
18367-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-06-12,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19042&prmBOLETIN=18367-25
18373-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-15,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19055&prmBOLETIN=18373-07
18374-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-15,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19054&prmBOLETIN=18374-06
18375-29,1,Deportes y Recreación,Deportes,1,0,sufijo_boletin,2026-06-15,destinación inicial,Código de destinación del boletín: 29,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19053&prmBOLETIN=18375-29
18376-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-06-15,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19057&prmBOLETIN=18376-13
18380-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-15,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19059&prmBOLETIN=18380-07
18381-02,1,Defensa Nacional,Defensa,1,0,sufijo_boletin,2026-06-15,destinación inicial,Código de destinación del boletín: 02,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19056&prmBOLETIN=18381-02
18382-29,1,Deportes y Recreación,Deportes,1,0,sufijo_boletin,2026-06-15,destinación inicial,Código de destinación del boletín: 29,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19064&prmBOLETIN=18382-29
18339-35,1,Personas Mayores y Discapacidad,Personas mayores y discapacidad,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 35,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19034&prmBOLETIN=18339-35
18356-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19038&prmBOLETIN=18356-25
18369-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19037&prmBOLETIN=18369-07
18370-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19036&prmBOLETIN=18370-25
18371-21,1,"Pesca, Acuicultura e Intereses Marítimos",Pesca y acuicultura,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 21,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19040&prmBOLETIN=18371-21
18386-08,1,Minería y Energía,Minería y energía,1,0,evento_tramitacion,2026-06-23,Primer trámite constitucional / C. Diputados,"Oficio N° 21341. Comunica a la Comisión de Minería y Energía el acuerdo de la Sala, en orden a que una vez despachado por esa Comisión se remita el proyecto de ley a la Comisión de Salud.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19069&prmBOLETIN=18386-08
18386-08,2,Salud,Salud,0,0,evento_tramitacion,2026-06-23,Primer trámite constitucional / C. Diputados,"Oficio N° 21341. Comunica a la Comisión de Minería y Energía el acuerdo de la Sala, en orden a que una vez despachado por esa Comisión se remita el proyecto de ley a la Comisión de Salud.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19069&prmBOLETIN=18386-08
18387-11,1,Salud,Salud,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19067&prmBOLETIN=18387-11
18388-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19068&prmBOLETIN=18388-06
18390-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19072&prmBOLETIN=18390-07
18391-09,1,Obras Públicas,Infraestructura y obras públicas,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 09,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19075&prmBOLETIN=18391-09
18392-04,1,Educación,Educación,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19084&prmBOLETIN=18392-04
18393-08,1,Minería y Energía,Minería y energía,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 08,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19081&prmBOLETIN=18393-08
18394-16,1,Régimen Interno y Administración,Administración parlamentaria,1,1,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 16,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19082&prmBOLETIN=18394-16
18395-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19080&prmBOLETIN=18395-07
18396-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-06-16,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19074&prmBOLETIN=18396-06
