boletin,project_id,fecha_ingreso,origen_iniciativa,titulo,document_type,event_label,source_url,resolved_url,mime_type,extraction_method,pages_total,units_examined,raw_chars,cleaned_chars,text_quality,text_sha256,synced_at
18227-11,18892,2026-04-28,parlamentario,Modifica el Código Sanitario para reforzar las exigencias aplicables al etiquetado de productos alimenticios en materia de fecha de vencimiento,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18458&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18458&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,6169,4407,rica,1f6c071411ee7f8e490fe776e8f8cef61acc97d3c0730bd42b58b09b9d9b9ec4,2026-09-02T15:08:32+00:00
18228-04,18887,2026-04-28,parlamentario,"Modifica la ley Nº 20.027, que establece normas para el financiamiento de estudios de educación superior, en materia de cobro de las deudas del Crédito con Aval del Estado",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18453&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18453&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,12295,10528,rica,38fb2cf39d887ea46a6728e95bddfaf1bfe6823edcc5d1952becdaeec9d37c55,2026-09-02T15:08:34+00:00
18229-11,18894,2026-04-29,parlamentario,Introduce la obligación de contar con desfibriladores externos automáticos en encuentros de fútbol no profesional,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18460&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18460&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,6145,4439,rica,6b15b159377ee43d6777f64fc9100c466500e64f59418f067c944edbcc764cb8,2026-09-02T15:08:35+00:00
18230-13,18883,2026-04-30,ejecutivo,"Reajusta el monto del ingreso mínimo mensual, así como de la asignación familiar y maternal y del subsidio familiar",texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36094&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36094&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,108,9098,9098,rica,91a8ba80913c02b77d445fc00cf4c0442f8d3a730df145a110d1ec7262286efd,2026-09-02T15:08:38+00:00
18231-35,18882,2026-05-04,ejecutivo,Establece el Día Nacional de la Teletón y el Día Nacional del Encuentro Familiar,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18448&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18448&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,8593,8593,rica,4fd324447f9629575dd38a465f7458d759bb8b76d1dfe99bbae68913b480e006,2026-09-02T15:08:39+00:00
18232-25,18886,2026-05-04,ejecutivo,"Modifica la ley N° 21.659, sobre seguridad privada, para aumentar el plazo de presentación y pronunciamiento sobre los estudios de seguridad que dispone, y extiende la prórroga de vigencia de la última autorización del personal de seguridad privada que indica",texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36095&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36095&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,98,15868,15868,rica,ea8fbeceb9a7448a8cff0675102c9a45bdce0e60d74b35c7dfca8adb4a26e9a8,2026-09-02T15:08:39+00:00
18233-07,18895,2026-04-22,parlamentario,"Modifica la Carta Fundamental, con el objeto de regular la conducción estratégica del Estado en materias de seguridad",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18461&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18461&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,9954,9954,rica,ae16d98c880424dd723c9caf99f78379fc4c6a41f8e1c4a895b490e166beb170,2026-09-02T15:08:28+00:00
18234-35,18898,2026-04-29,parlamentario,Establece el deber de implementar medidas de accesibilidad en la construcción y diseño de viviendas en beneficio de personas mayores,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18464&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18464&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4469,4469,rica,90f7b04c5b2b35c9fb9433baf129519ea6728105502e6020767d2120bb831ea6,2026-09-02T15:08:36+00:00
18235-19,18897,2026-04-29,parlamentario,Impone a las plataformas de redes sociales la obligación de eliminar contenido que induzca a la realización de conductas extremas que pongan en riesgo la integridad o salud de las personas,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18463&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18463&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,5520,5520,rica,54f9dd8d07d834b1cc39355bf5d130ec53c5ae265c21c228420628619c09b8ca,2026-09-02T15:08:37+00:00
18236-18,18899,2026-05-04,parlamentario,Fortalece la protección de las víctimas de violencia intrafamiliar y previene su revictimización,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18465&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18465&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,8585,1326,utilizable,b47854d6bfb22b656c2f7f45d3c25877d9d4fdb940e40882785362c43eb913c5,2026-09-02T15:08:40+00:00
18237-33,18900,2026-05-04,parlamentario,"Prorroga el plazo establecido en el artículo segundo transitorio de la ley N° 21.435, que reforma el Código de Aguas",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18466&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18466&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,7890,6263,rica,29e6d73bafdc7d974df1352825a5dc67e70fb85cefe25cb4cbcdafe27901bb23,2026-09-02T15:08:40+00:00
18238-25,18901,2026-05-05,parlamentario,Regula el uso de la fuerza por parte de Gendarmería de Chile,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18467&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18467&prmTIPO=INICIATIVA,application/pdf,pdf_text,19,19,42757,42757,rica,efc15341c1797aaa19f54ccaf25e9b23ef6bb9157f0608a1ad92058a3bac66a3,2026-09-02T15:08:41+00:00
18239-36,18902,2026-05-06,parlamentario,"Establece sanciones en el caso de acusaciones, denuncias o querellas falsas y regula el procedimiento para su aplicación",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18468&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18468&prmTIPO=INICIATIVA,application/pdf,pdf_text,11,11,28582,28582,rica,c0deb1ab5c144cc20c17a6cd2310b7a2ef93fc8f786ba845d158833fa51cc01c,2026-09-02T15:08:44+00:00
18240-13,18904,2026-05-05,parlamentario,"Modifica el artículo 66 del Código del Trabajo, con el objeto de ampliar el plazo del permiso a que tiene derecho todo trabajador en el caso de muerte de un hijo, cónyuge o conviviente civil",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18470&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18470&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,12614,12614,rica,fcd45b43893bf709d51e1b18986a49bb071fc03c32da641172e4a49d0817791a,2026-09-02T15:08:41+00:00
18241-03,18903,2026-05-05,parlamentario,Regula el corretaje de propiedades y su ejercicio mediante plataformas digitales,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18469&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18469&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,14588,14588,rica,32abdfea49aebb878cabf5cfb6d2f64cd3ef5bff12ab6e8900606f47e4f53c57,2026-09-02T15:08:42+00:00
18242-13,18905,2026-05-06,parlamentario,"Modifica el Código del Trabajo, con el objeto de permitir la cesión voluntaria de parte del feriado legal a otros trabajadores, en los casos que indica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18471&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18471&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,7787,7787,rica,e4ca09d9dfa3830dbf10eb414111417d28466bfb39912858bed947ffc4cc57b6,2026-09-02T15:08:44+00:00
18243-13,18906,2026-04-16,parlamentario,Establece como feriado irrenunciable el día Viernes Santo de cada año,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18472&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18472&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,7007,5457,rica,91ff4205aa8b717b0df7e20b1c914345ece5771392b27e14f24c7037f4d1a2e2,2026-09-02T15:08:13+00:00
18244-07,18907,2026-05-05,parlamentario,Modifica el Código Penal para agravar las sanciones en materia de secuestro,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18473&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18473&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,10999,9472,rica,3e4128ec688e8d7d8418a8642b9d357532530fa487f22832a63a3a5ca86ed88e,2026-09-02T15:08:42+00:00
18245-12,18909,2026-05-05,parlamentario,Introduce y regula la obligación de las empresas de rellenos sanitarios de elaborar un plan para la reducción de gas metano dentro de sus instalaciones,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18475&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18475&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,10909,9202,rica,5cc81fb3d3c9b5c145a31e7702cfe8b2fb88dd3c75ae04ca2271734eef9cd9fb,2026-09-02T15:08:43+00:00
18246-18,18908,2026-05-06,parlamentario,Protege a los menores de edad frente a la adicción a las nuevas tecnologías y prohíbe el acceso a redes sociales y otras plataformas,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18474&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18474&prmTIPO=INICIATIVA,application/pdf,pdf_text,16,16,24186,22515,rica,51dfce94bbf317680b90791d46666b602ae375e61367cefc96f2bc311ebb851d,2026-09-02T15:08:45+00:00
18247-13,18910,2026-05-06,parlamentario,Modifica el Código del Trabajo para otorgar un permiso laboral en caso de fallecimiento de los abuelos o nietos del trabajador,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18476&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18476&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,9022,7355,rica,0604d902fd7eee67fad0f5c5a20fb46ec15a22c6f75ef1700aa66febc663e228,2026-09-02T15:08:46+00:00
18248-07,18911,2026-05-06,parlamentario,Modifica el artículo 149 del Código Procesal Penal con el objeto de permitir la interposición verbal del recurso de apelación por parte del Ministerio Público en el caso de delitos cometidos en contexto de violencia intrafamiliar,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18477&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18477&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,6958,6958,rica,987af3a0cf7ed76cf5eecb553b84a2f343efe4d1ed75c4ba6f6f24edcb215035,2026-09-02T15:08:46+00:00
18249-07,18912,2026-05-06,parlamentario,Modifica el artículo 325 del Código Procesal Penal con el objeto de permitir la rendición de prueba anticipada en el juicio oral en caso de incomparecencia injustificada del imputado,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18478&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18478&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,8159,8159,rica,e0fbeb5a90ddfa714b42b4caf5d2b4c8ecb42dea52670b0f620629034eeec6cf,2026-09-02T15:08:49+00:00
18250-07,18913,2026-05-07,parlamentario,Tipifica la difusión de amenazas de violencia masiva en recintos de alta concurrencia como delito autónomo contra la seguridad colectiva,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18479&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18479&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,8199,6516,rica,ba566f0c4c28abf7183eb1a869becc2308194afcff13f3d5b38f895e06e6a551,2026-09-02T15:08:50+00:00
18251-07,18914,2026-05-09,parlamentario,Modifica el artículo 445 del Código de Procedimiento Civil para establecer un régimen excepcional de inembargabilidad de la vivienda principal del deudor,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18480&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18480&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,9109,7352,rica,103f1be89ea5a03c77dbc21924292260847e6f23ebdf6766b5310fea9cfed161,2026-09-02T15:08:52+00:00
18252-07,18915,2026-05-09,parlamentario,Modifica el artículo 38 bis de la Constitución Política de la República,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18481&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18481&prmTIPO=INICIATIVA,application/pdf,pdf_text,11,11,15295,6937,rica,d72a19ea6adf287a7324eddd5facfaa728818bb469b73da8fa0093067c8f4096,2026-09-02T15:08:53+00:00
18253-25,18917,2026-05-13,parlamentario,"Modifica diversos cuerpos legales, con el objeto de fortalecer la protección y seguridad en los establecimientos de salud",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18483&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18483&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,5986,5986,rica,62a2f1b664f444c78e09954b5d85e6040caa63413d1281f135b8e815ff54b875,2026-09-02T15:09:37+00:00
18254-11,18916,2026-05-13,parlamentario,"Modifica diversos cuerpos legales, con el objeto de aumentar las sanciones ante el incumplimiento del período de asignación obligatoria por parte de los profesionales del área de la salud que indica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18482&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18482&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,5498,5498,rica,d2066b2b3139c36b4bd787e6dc2709e015de87c213091d51a23bf47ec95beac0,2026-09-02T15:09:37+00:00
18255-31,18918,2026-05-18,ejecutivo,Establece un beneficio de compensación por la compra de pañales y de medicamentos,texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36186&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36186&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,138,26085,26085,rica,ca5bf8798ee67e4604774f73be8580c7429ce77bcd0293d1175f5a71975449bd,2026-09-02T15:09:43+00:00
18256-10,18919,2026-05-18,ejecutivo,"Aprueba el Acuerdo entre la República de Chile y la República Helénica sobre el empleo remunerado de dependientes de miembros de una misión diplomática o representación consular, suscrito en Santiago, el 24 de abril de 2024",texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36189&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36189&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,93,5211,5211,rica,f4fc4c442344cc09d2c0597f4eac20e3231e4c1c8efaaea1a03fc72d52779898,2026-09-02T15:09:43+00:00
18257-10,18920,2026-05-18,ejecutivo,"Aprueba el Acuerdo general sobre los privilegios e inmunidades de la Organización Internacional de Policía Criminal-INTERPOL, aprobado en Marrakech, Marruecos, el 24 de noviembre de 2025",texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36191&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36191&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,183,29623,29623,rica,7dfedbe19c1caa348d1f15addb4d6a56a80022e9e3c4e41f489d438e4ac5fe73,2026-09-02T15:09:43+00:00
18258-07,18921,2026-05-18,ejecutivo,"Modifica la ley N°18.415, orgánica constitucional de los estados de excepción, en materia de control de identidad y otros",texto_mensaje,Texto del Mensaje,https://www.camara.cl/verDoc.aspx?prmID=36192&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36192&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,118,10742,10742,rica,c46b1f0c5fbbdd0c58706521dcd1c12b6efd4c67318d64286efb09b22301cbf5,2026-09-02T15:09:43+00:00
18259-08,18922,2026-05-18,ejecutivo,"Modifica el Código de Minería y las leyes números 21.420 y 21.649, en materia de amparo minero y otras materias que indica",texto_mensaje,Texto del mensaje,https://www.camara.cl/verDoc.aspx?prmID=36199&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36199&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,122,21023,21023,rica,f341267b64326dcdbdbc43275eb5ebad1a26513c5f77fefacbf69b3db7ed3624,2026-09-02T15:09:44+00:00
18260-07,18923,2026-05-19,parlamentario,"Crea los Tribunales de Familia, con el objeto de establecer un procedimiento especial para la determinación de la responsabilidad parental en el caso de daños provocados por niños, niñas y adolescentes.",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18489&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18489&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,17914,17914,rica,98ddc6dc65293dfbe39d203fa0f4238ae4ae9df838232cc1fd5151121bc5c807,2026-09-02T15:09:46+00:00
18261-13,18924,2026-05-19,parlamentario,Declara el día 4 de noviembre de cada año como el Día Nacional del Trabajador de Cementerios,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18490&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18490&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,3809,3809,rica,cf35949b9b94830570b766c6499eaefb2c130a21d520be361923b76dcefaf2ac,2026-09-02T15:09:46+00:00
18262-06,18951,2026-05-11,parlamentario,Establece como requisito para el ingreso a cargos de la Administración del Estado el pago de créditos adeudados al Fisco,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18503&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18503&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,6676,6676,rica,649164c8a6557566043fadde088b4f056216965112d55e6a74a0e0ecb2ff3353,2026-09-02T15:08:53+00:00
18263-03,18953,2026-05-11,parlamentario,Para la protección de la vivienda propia y el resguardo del pago de los créditos hipotecarios ante el alza de la unidad de fomento,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18505&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18505&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,12057,10392,rica,48f74f0b53e6cf5a680264b832e67d5722f67f3bf1380aa8b9e67e256e82d418,2026-09-02T15:08:54+00:00
18264-07,18944,2026-05-12,parlamentario,"Modifica el artículo 57 de la Constitución Política de la República, para eliminar la facultad de las autoridades locales y regionales de renunciar a sus cargos para ser candidatos a diputados y senadores",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18496&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18496&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,5915,4147,rica,3fad169c54e04a746a28372a2beb11d0466d5c2378eed14d902c1b5bd87c8777,2026-09-02T15:08:54+00:00
18265-07,18950,2026-05-12,parlamentario,Modifica textos legales que indica en materia de procedencia de la prisión preventiva y penas sustitutivas a las privativas y restrictivas de libertad,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18502&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18502&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,8762,6921,rica,c9339c30324a515e548d20cd2ae48afc5f99c44cd2345e2d0fe5cd6a973f6ae7,2026-09-02T15:08:55+00:00
18266-15,18945,2026-05-12,parlamentario,Establece un número único de emergencias en concesiones viales,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18497&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18497&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,5382,3815,rica,742ad90dc8723db73e6a8478d4b7ae260b56ce9fc47388e7c1dc8023c529b555,2026-09-02T15:09:36+00:00
18267-24,18946,2026-05-13,parlamentario,"Modifica la ley N° 19.928, sobre fomento de la música chilena, para regular y proteger la participación de teloneros chilenos en conciertos de artistas extranjeros",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18498&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18498&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,8340,6549,rica,82d1c5250361407f49fd3a745d67f90a127b797348dd8c54805fc1c4ceac2aa1,2026-09-02T15:09:37+00:00
18268-06,18949,2026-05-13,parlamentario,Modifica textos legales que indica para fortalecer la transparencia activa y la rendición de cuentas en la ejecución de los aportes fiscales de libre disposición del royalty minero,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18501&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18501&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,11518,3450,rica,8efc7f981cba665838df5f41d4793848c9bb72583f42386ecbb099421f1ca846,2026-09-02T15:09:38+00:00
18269-01,18948,2026-05-13,parlamentario,"Establece medidas de prevención y control de riesgos asociados a perros salvajes o ferales, en la seguridad de las personas, el ganado y la fauna silvestre",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18500&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18500&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,10576,8878,rica,c2b55fd7d16d464451c9b79573d8f9147e12d049141a5dc80b017472cc65769c,2026-09-02T15:09:38+00:00
18270-25,18947,2026-05-13,parlamentario,"Regula la fabricación, acondicionamiento, importación, comercialización y uso de vehículos blindados de uso particular",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18499&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18499&prmTIPO=INICIATIVA,application/pdf,pdf_text,10,10,16915,15270,rica,9f056b61a744d6a80eab4f1cb7d76fc844db64df2f1a9dd9e9b92e7e8071e500,2026-09-02T15:09:39+00:00
18271-07,18952,2026-05-13,parlamentario,Establece la obligación de declarar los aportes provenientes desde el extranjero para personas jurídicas sin fines de lucro,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18504&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18504&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,9372,7710,rica,491674e3dd5e5e1072652d7f6fa657bec25512e887fbea361ff4dceff74cf45f,2026-09-02T15:09:40+00:00
18272-37,18936,2026-05-19,parlamentario,Declara el trabajo de las mujeres descoladoras en la industria pesquera como patrimonio cultural inmaterial de Chile,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18491&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18491&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,6611,6611,rica,1e7f7e39eb989928b58e50f9b4c46489653235b4894614564a5946c5c1d67e2a,2026-09-02T15:09:47+00:00
18273-21,18937,2026-05-19,parlamentario,"Modifica la Ley General de Pesca y Acuicultura, con el objeto de reconocer las actividades conexas a la pesca industrial.",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18492&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18492&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,4809,4809,rica,3621168a028aeced8ecf37d56394b3d4567f68fcc0f0ae7fef5a960d3f492ac8,2026-09-02T15:09:47+00:00
18274-07,18938,2026-05-19,parlamentario,"Modifica la Carta Fundamental, con el objeto de consagrar el deber del Estado de resguardar la soberanía digital",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18493&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18493&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,6200,6200,rica,7f5d0a0a251279ddcd4454c0860fdb8ef10a31c9a2fe66a831c4c0bef24c9881,2026-09-02T15:09:47+00:00
18275-12,18939,2026-05-19,parlamentario,"Modifica diversos cuerpos legales, con el objeto de precisar las funciones ecosistémicas esenciales de los humedales urbanos y los criterios para su delimitación y protección.",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18494&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18494&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,7425,7425,rica,6d4677f955c64de251c8b40433b92cdc0145b455f7da7add5dda5d67a2c008cd,2026-09-02T15:09:48+00:00
18276-07,18940,2026-05-20,parlamentario,"Modifica el número 1° del artículo 447 del Código Penal, con el objeto de actualizar los términos utilizados en la tipificación del delito de hurto doméstico",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18495&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18495&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,3796,3796,rica,1a16b461dbfe2097cb8938fa0b108ae813c4fe96c4495fbb171ccb5d86738d94,2026-09-02T15:09:48+00:00
18277-04,18954,2026-05-20,parlamentario,Restringe el uso de redes sociales por parte de los menores de edad que indica,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18506&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18506&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,6632,6632,rica,343ba85858bb5121c4a8c1bdc565b41132ef1156b13b2cc04bf5682c466ad74d,2026-09-02T15:09:48+00:00
18278-13,18955,2026-05-20,parlamentario,"Sanciona las acusaciones falsas en materia laboral, y modifica el Código Penal y el Código del Trabajo del modo que indica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18507&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18507&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,5488,5488,rica,6934a69a8475694c384faad806fe02287e25f841fad471d0ae520aa791147c7c,2026-09-02T15:09:49+00:00
