boletin,project_id,fecha_ingreso,origen_iniciativa,titulo,document_type,event_label,source_url,resolved_url,mime_type,extraction_method,pages_total,units_examined,raw_chars,cleaned_chars,text_quality,text_sha256,synced_at
18131-06,18794,2026-03-17,parlamentario,"Modifica la ley Nº 18.575, orgánica constitucional de Bases Generales de la Administración del Estado, para incorporar una nueva infracción al principio de probidad administrativa, relacionada con la contratación o nombramiento de personas inhabilitadas para trabajar con niños, niñas o adolescentes",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18360&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18360&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,1378,1378,utilizable,36b9387849eaacf367061511c01f58cd231c2b66509f7359326efb48dc34dcb5,2026-09-02T15:16:08+00:00
18132-04,18795,2026-03-17,parlamentario,"Modifica la ley Nº 20.370, General de Educación, para sancionar a padres y apoderados cuyos hijos o pupilos participen en hechos constitutivos de acoso escolar",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18361&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18361&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,1378,1378,utilizable,36b9387849eaacf367061511c01f58cd231c2b66509f7359326efb48dc34dcb5,2026-09-02T15:06:07+00:00
18133-07,18797,2026-03-17,parlamentario,Modifica la Carta Fundamental para asignar a las Fuerzas Armadas un rol coadyuvante en el resguardo del orden público y la seguridad interior del país,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18363&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18363&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,5241,5241,rica,d11147661a79c8f99366ddadfb6f944a68573cc7233bfd7cf9b120f580a92c88,2026-09-02T15:06:08+00:00
18134-11,18796,2026-03-18,parlamentario,"Modifica la ley N° 20.606, sobre composición nutricional de los alimentos y su publicidad, para exigir a los establecimientos que expendan alimentos preparados para el consumo humano, que informen si contienen o han sido elaborados con alguno de los ingredientes que indica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18362&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18362&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,4507,4507,rica,78c5f8e2a29f697f808c82121e283653cdfd220f1b470c46a9f5c63fd2d6f65e,2026-09-02T15:06:54+00:00
18135-06,18798,2026-03-17,parlamentario,"Modifica la ley N° 18.575, orgánica constitucional de Bases Generales de la Administración del Estado, para resguardar la soberanía nacional en la ejecución de políticas públicas",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18364&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18364&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,3902,3902,rica,f5f187efee271c436f6f4168e596c73b96d006e678146539dd595bb44bd5c0cb,2026-09-02T15:06:49+00:00
18136-11,18799,2026-03-17,parlamentario,Modifica el Código Sanitario para exigir que el etiquetado de medicamentos y vacunas contenga información sobre precauciones y efectos adversos,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18365&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18365&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,5131,5131,rica,0e30eab3b45b8b357b5cefcf4e38b8b32922dcc0e70c0e2d19742653d71c5d6f,2026-09-02T15:06:50+00:00
18137-05,18800,2026-03-24,ejecutivo,"Adopta medidas transitorias para contener el precio del kerosene doméstico en el contexto de la emergencia energética internacional, y otras medidas que indica",texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=35949&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=35949&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,107,17792,17792,rica,691366abfe03b81bee3e6a40ed91c0675f36788a7224260ed5f0ebe30111947b,2026-09-02T15:06:55+00:00
18138-07,18803,2026-03-17,parlamentario,Modifica la Carta Fundamental para reconocer el derecho de todas las personas a la autodeterminación en materia de inmunización,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18369&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18369&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,6749,6749,rica,12b0b4c9258b3c4fe11d50a2c89039cb3d78520b3f906648f0d3e3032cabce2d,2026-09-02T15:06:50+00:00
18139-07,18801,2026-03-24,parlamentario,"Modifica la Carta Fundamental, para eliminar la atribución presidencial  de otorgar indultos particulares",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18367&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18367&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,4627,4627,rica,98e3585f2ef98bdbf096c64daee01338370b0ac96bd00ba77cc4003fa9fe46e5,2026-09-02T15:06:55+00:00
18140-07,18804,2026-03-17,parlamentario,Modifica la Carta Fundamental para garantizar la autonomía estratégica en inversiones relevantes,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18370&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18370&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,6268,6268,rica,da85de318bcd98b0f41af116c5fc07a73285386fbeb562549afa87b99c07c280,2026-09-02T15:06:51+00:00
18141-07,18805,2026-03-17,parlamentario,Modifica la Carta Fundamental para establecer un Proyecto Educativo Nacional,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18371&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18371&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,4288,4288,rica,7e8fba7d53e2042ac2e59b0a21749afbcd1c448a7b241c045cc347b21c45db13,2026-09-02T15:06:51+00:00
18142-35,18802,2026-03-24,parlamentario,"Establece el reconocimiento y protección integral de los derechos de las personas con síndrome de Down, y modifica el Código del Trabajo, del modo que indica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18368&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18368&prmTIPO=INICIATIVA,application/pdf,pdf_text,10,10,16718,16718,rica,a555666a5a54380817f76f774981516e302636d6f74982e5e9b26fdd3e53b636,2026-09-02T15:06:56+00:00
18143-07,18806,2026-03-17,parlamentario,Modifica la Carta Fundamental para habilitar la convocatoria a plebiscito con el objeto de restituir la pena de muerte en los casos que indica,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18372&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18372&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,6963,6963,rica,ba731b6088f7ba1e0566f53d359b9f388de1a6e37f76f77a653a135fb3c685d1,2026-09-02T15:06:53+00:00
18144-07,18807,2026-03-25,parlamentario,"Modifica el Código Procesal Penal, para fortalecer la persecución penal del crimen organizado y regular el juicio oral en ausencia del imputado",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18373&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18373&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,10477,10477,rica,bdcb2399ba7161c1ec4b1b5f9a6e591b449e8b7bdc0d9281711036c579d90662,2026-09-02T15:06:57+00:00
18145-07,18808,2026-03-25,parlamentario,Modifica la Carta Fundamental para derogar la facultad presidencial de otorgar indultos particulares,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18374&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18374&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,15014,15014,rica,5270bda28e4d11c302f82d11a7efc2b55a9f6ddfa94ca2fba72e62226e5bed4a,2026-09-02T15:06:59+00:00
18146-07,18809,2026-03-25,parlamentario,Modifica la Carta Fundamental a fin de suprimir la atribución del Presidente de la República para otorgar indultos particulares,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18375&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18375&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,11307,11307,rica,ef5139833964fea8833a7c8dabaee3338e3dc7ddadefcec601e82cc6533abdfb,2026-09-02T15:07:01+00:00
18147-07,18810,2026-03-25,parlamentario,"Modifica el Código Penal, con el objeto de establecer una agravante para los delitos cometidos contra autoridades o funcionarios públicos, en los casos que indica.",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18376&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18376&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,5686,5686,rica,042359193ca2affa78df79e11eb643078bc87d10d37cc17677f56c0ce98aff16,2026-09-02T15:07:01+00:00
18148-07,18811,2026-03-25,parlamentario,"Modifica la Carta Fundamental, para fortalecer la conducción estratégica de las Fuerzas Armadas",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18377&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18377&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,17785,17785,rica,1fc3caae08f6462403e3c85cd5948ea314e97f0b5a11d4d6539fa50a145d23ee,2026-09-02T15:07:02+00:00
18149-07,18812,2026-03-27,parlamentario,Modifica la Carta Fundamental con el objeto de eliminar la atribución presidencial de otorgar indultos particulares,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18378&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18378&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,9364,9364,rica,cd4d720a81d0accf0f4de454d7eaba50b0493ebb63d05e0711b7d0c006322c9b,2026-09-02T15:07:03+00:00
18150-07,18815,2026-03-27,parlamentario,Modifica la Carta Fundamental a efectos de inhabilitar a los secretarios regionales ministeriales para ser candidatos a diputados o senadores,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18381&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18381&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4529,4529,rica,fca49702278f477fcca79a2adbaf90f803327364bf8c2abd0551473610bc1a32,2026-09-02T15:07:04+00:00
18151-24,18816,2026-03-17,parlamentario,"Modifica la ley N° 19.132, que crea empresa Televisión Nacional de Chile, con el objeto de modernizar su misión y estrategia de gobernanza",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18382&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18382&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,10650,10650,rica,7578b79443f9bca96dca1015c21fc82657129d8389baa48ce627023d1ff48c26,2026-09-02T15:06:53+00:00
18152-07,18817,2026-04-07,parlamentario,"Modifica normas sobre prisión preventiva, suspensión condicional del procedimiento, cumplimiento de penas sustitutivas y facultades de incautación de las fuerzas de orden y seguridad, en los delitos que indica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18383&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18383&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,6038,6038,rica,ef7f0b90039d589335dbe26e3a7ae6e6fb2b88d1c8e88127ab98f44173730b8c,2026-09-02T15:07:45+00:00
18153-24,18818,2026-04-07,parlamentario,Declara patrimonio Biocultural de la Nación las especies vegetales que indica,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18384&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18384&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4356,4356,rica,f5c575a8a59e4ce9f299331a30efddb19467e1493879541ce2b8dd90a4347a48,2026-09-02T15:07:46+00:00
18154-25,18819,2026-04-07,parlamentario,"Modifica los textos legales que indica con el objeto de tipificar el tráfico internacional, la fabricación y modificación ilegal mediante tecnologías digitales, de armas y sus componentes esenciales",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18385&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18385&prmTIPO=INICIATIVA,application/pdf,pdf_text,9,9,14538,14538,rica,7805700e01f322d067bb20728364daa337ad07969e559b15681657b866b9997f,2026-09-02T15:07:46+00:00
18155-25,18813,2026-04-07,ejecutivo,Modifica el Código Penal para establecer nuevas agravantes por delitos cometidos contra la comunidad educativa y en recintos educacionales,texto_mensaje,Texto del mensaje,https://www.camara.cl/verDoc.aspx?prmID=35983&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=35983&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,87,11214,11214,rica,f1a5f048fc44e6be226ac9eeeec5130cee9a2a81b621a6bf43f9fcd457d0ca15,2026-09-02T15:07:47+00:00
18156-04,18814,2026-04-07,ejecutivo,"Establece medidas de seguridad, orden y respeto para la comunidad educativa",texto_mensaje,Texto del mensaje,https://www.camara.cl/verDoc.aspx?prmID=35984&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=35984&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,148,20452,20452,rica,8e6a04a9cd4a3abdb6583f722f97a6d2932f58eb9236a0daef7e36c29c3b1fc1,2026-09-02T15:07:47+00:00
18157-33,18822,2026-04-06,parlamentario,Prorroga el plazo para la regularización e inscripción de derechos de aprovechamiento de aguas hasta el año 2030,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18388&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18388&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,2761,2761,rica,817169ad9bc5c325357d880732ec1c5726a84fd73437d08da84fd2cbd30fdb9e,2026-09-02T15:07:04+00:00
18158-13,18823,2026-04-06,parlamentario,Modifica el Código del Trabajo para establecer fuero laboral para trabajadores y trabajadoras con diagnóstico de cáncer,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18389&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18389&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,6734,6734,rica,e1baf0cc636abf8e703f0ea519f33096a47c509fc09c5108a0f257af29f0498c,2026-09-02T15:07:05+00:00
18159-11,18820,2026-04-07,parlamentario,Establece el 6 de abril de cada año como el Día Nacional de Reconocimiento a las Organizaciones de Pacientes,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18386&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18386&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,8621,8621,rica,8fd2bd2a8984b4fa7b3d0ff7ebc14cc6d0dc095ea83ae9259dab885cea941dd6,2026-09-02T15:07:47+00:00
18160-07,18824,2026-04-07,parlamentario,Modifica la Carta Fundamental a fin de suprimir la atribución del Presidente de la República para otorgar indultos particulares,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18390&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18390&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,11307,11307,rica,c9162ff5e3c8fa01c9223f831379d4f385be0c2344e7f197b1d883a50cf97396,2026-09-02T15:07:48+00:00
18161-07,18825,2026-04-07,parlamentario,Modifica el Código Penal para fortalecer la protección de la comunidad educativa agravando las penas aplicables a los delitos cometidos en contra de docentes y trabajadores de la educación,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18391&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18391&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,4274,4274,rica,0ac0cf991ee5bcda14b544d070e919a9f636e007dd91d7d1d25e0ec18a458ed4,2026-09-02T15:07:48+00:00
18162-07,18821,2026-04-08,parlamentario,"Modifica diversos cuerpos legales, con el objeto de fortalecer el cumplimiento de las sanciones y la persecución de delitos graves en materia de responsabilidad penal adolescente",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18387&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18387&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,12762,12762,rica,8f2a8e5ba55f6417a51ee564647ef5a34c6894fe10abd7c34c1b92c166ed5e51,2026-09-02T15:07:49+00:00
18163-14,18828,2026-04-08,parlamentario,"Modifica la ley N° 20.898, que establece un procedimiento simplificado para la regularización de viviendas de autoconstrucción, con el objeto de establecer un mecanismo para la formulación de observaciones y subsanación de éstas y extender el plazo de vigencia del procedimiento",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18394&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18394&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,11355,11355,rica,1af0341b54d3dbafb66835459b236fe3dbedc5e3040faa3cb644162736dd8901,2026-09-02T15:07:50+00:00
18164-17,18826,2026-04-08,parlamentario,"Modifica la ley N° 20.405, del Instituto Nacional de Derechos Humanos, en lo relativo a sus reglas de funcionamiento y obligaciones de información",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18392&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18392&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,10473,10473,rica,fab26685e3a794c975e7cc030873b9839e00771c04fd7c113796decc21402315,2026-09-02T15:07:50+00:00
18165-07,18827,2026-04-08,parlamentario,"Modifica la Carta Fundamental, con el objeto de establecer un período de inhabilidad para que los fiscales del Ministerio Público ejerzan los cargos que indica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18393&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18393&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,5901,5901,rica,2ca9634c95ba74955a79b2986d3e1132dae40097992e46bec029a5618eb8baf1,2026-09-02T15:07:51+00:00
18166-24,18829,2026-04-08,parlamentario,Introduce la obligación de las empresas productoras de conciertos y eventos musicales masivos en orden a garantizar la adecuada visibilidad del espectáculo a sus asistentes,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18395&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18395&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,6941,6941,rica,77869761ec8a7138a280ba38d658d2b502b51501d1876257d9b0c4cf88b20f61,2026-09-02T15:07:52+00:00
18167-11,18830,2026-04-08,parlamentario,"Modifica el Código Sanitario y la ley N° 19.496, que establece normas sobre protección de los derechos de los consumidores, para sancionar la adulteración de fechas de vencimiento y rotulación de productos críticos para la salud",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18396&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18396&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,9052,9052,rica,7d35ab3016ef9be2c560ef5d9d4ac37fbe75a258a4bbd6ad1d4737a61fc54a3a,2026-09-02T15:07:52+00:00
18168-03,18831,2026-04-08,parlamentario,"Modifica la ley N° 19.496, que establece normas sobre protección de los derechos de los consumidores, para incorporar deberes de trazabilidad en la comercialización digital de bienes usados",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18397&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18397&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,7419,7419,rica,0acf72744606a86f398206e6a0bfaa6711cc84563722c72b19f67d40751683c4,2026-09-02T15:07:53+00:00
18169-07,18832,2026-04-09,parlamentario,"Modifica diversos cuerpos legales a fin de otorgar atención preferente para la constatación de lesiones a víctimas e imputados, así como para la realización de exámenes toxicológicos a conductores",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18398&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18398&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,7930,7930,rica,5d527a213f771479ac7b82a50de1bad74f33210fc2625c180088362e9622921b,2026-09-02T15:07:54+00:00
18170-13,18833,2026-04-09,parlamentario,"Modifica el Código de Trabajo en materia de prevención, investigación y sanción de acoso laboral y sexual",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18399&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18399&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,5741,5741,rica,19e528dab6624b0b84eb0a52c04ad83bec8a16ea2132cc4fc08bdbca434cb9ff,2026-09-02T15:07:54+00:00
18171-13,18834,2026-04-09,parlamentario,Modifica el Código del Trabajo en lo relativo a la distribución de la jornada laboral,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18400&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18400&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,5987,5987,rica,010fba573729a6c594c9fdb69cb4961c5ace0281dce55adb451fb941f46b16dc,2026-09-02T15:07:55+00:00
18172-21,18836,2026-04-08,parlamentario,"Modifica la ley N° 21.027, con el objeto de incorporar a las organizaciones de carpinteros de ribera como asignatarios de caletas artesanales",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18402&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18402&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,12949,12949,rica,71af971c3f815c015abef8115357a672f379dda39f110053e1b528954a7026b1,2026-09-02T15:07:53+00:00
18173-21,18835,2026-04-08,parlamentario,"Modifica la Ley General de Pesca y Acuicultura, con el objeto de exceptuar a los armadores que señala, de la prohibición establecida en materia de artes y aparejos de pesca para la extracción de jibia",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18401&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18401&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,8115,8115,rica,3dbaea91adbb42d95a32b1563d98984e39d9e5096f0b4708b6ff8ae5ca3310f3,2026-09-02T15:07:53+00:00
18174-07,18839,2026-04-13,parlamentario,"Modifica la ley N° 17.798, sobre control de armas, y el Código Penal y Código Procesal Penal, en materia de responsabilidad de los padres, adoptantes, tutores y cuidadores de menores de edad en el acceso, facilitación, porte y utilización de armas u otros elementos aptos para agredir",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18405&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18405&prmTIPO=INICIATIVA,application/pdf,pdf_text,13,13,24194,24194,rica,7c6e40907ace5eb0d0d93e8a01318c3ccaf2107b3d71bb4da485b8664254a117,2026-09-02T15:07:57+00:00
18175-02,18840,2026-04-10,parlamentario,Modifica cuerpos legales que indica en materia de protección del espacio aéreo,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18406&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18406&prmTIPO=INICIATIVA,application/pdf,pdf_text,10,10,23645,23645,rica,b361ddbce7b89f706cfa91ba3a2203894303b3e5961d05391610d9d647ed47cb,2026-09-02T15:07:56+00:00
18176-35,18837,2026-04-14,parlamentario,"Modifica la ley N° 19.712, del Deporte, con el objeto de promover la inclusión de personas con discapacidad en las actividades deportivas.",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18403&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18403&prmTIPO=INICIATIVA,application/pdf,pdf_text,12,12,21217,21217,rica,93db1b41e1bcc7ed1ab870c647cb58f06e7dcd30ed16cc01496788d10099e7f3,2026-09-02T15:07:57+00:00
18177-01,18841,2026-04-14,parlamentario,Declara el olivo y la aceituna del Valle de Azapa como patrimonio regional y promueve su denominación de origen,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18407&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18407&prmTIPO=INICIATIVA,application/pdf,pdf_text,14,14,28805,28805,rica,b39ef0287df1eaee924acd915cdd20eaa289ed823a2c67d34487cc48da5c2bc3,2026-09-02T15:07:58+00:00
18178-10,18838,2026-04-15,ejecutivo,"Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Tayikistán sobre la exención mutua del requisito de visa para titulares de pasaportes diplomáticos oficiales y de servicio, suscrito en Dushanbe, República de Tayikistán, el 9 de marzo de 2023",texto_mensaje,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36041&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36041&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,85,4691,4691,rica,07b3e5f8dd7b7f1a20276f968e150ccafd0cd970c258ab10874dd3af04de87ef,2026-09-02T15:08:03+00:00
18179-18,18842,2026-04-14,parlamentario,"Prohíbe la apología y promoción de la narcocultura, incorporando medidas preventivas y sancionatorias para evitar la exposición de niños, niñas y adolescentes a contenidos que incentiven la comisión de delitos",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18408&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18408&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,12132,12132,rica,d2ea3019f6ac567eb9545a11a21d5128320ab9d9dff38f2978a23f0f6ad7ec2f,2026-09-02T15:07:59+00:00
18180-13,18843,2026-04-14,parlamentario,Modifica el Código del Trabajo en lo referido al contenido del contrato de trabajo y la protección de derechos a su terminación,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18409&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18409&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,10315,10315,rica,3bdc41c264dc44f0d672b1d28e4e6bb839f8d24bcd4784aa8606c1f186629998,2026-09-02T15:07:59+00:00
18181-13,18844,2026-04-14,parlamentario,Modifica el Código del Trabajo en materia de transparencia sindical y buena fe en las relaciones colectivas,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18410&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18410&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4724,4724,rica,2dc02194a48f2ebefd83ca2be39561f9b34476e8e190381c409da28a1f70cc14,2026-09-02T15:08:00+00:00
