"diputado_id","diputado_nombre","opportunities","binary_votes","participation_share","required_votes_10pct","eligible_10pct","required_votes_20pct","eligible_20pct","required_votes_30pct","eligible_30pct"
"1224","Cristian Mella Andaur",276,260,0.942028985507246,28,TRUE,56,TRUE,83,TRUE
"1225","Cristian Menchaca Pinochet",276,260,0.942028985507246,28,TRUE,56,TRUE,83,TRUE
"1226","José Montalva Feuerhake",276,263,0.952898550724638,28,TRUE,56,TRUE,83,TRUE
"1227","Claudia Mora Vega",276,263,0.952898550724638,28,TRUE,56,TRUE,83,TRUE
"1228","Paulina Muñoz Minte",276,274,0.992753623188406,28,TRUE,56,TRUE,83,TRUE
"1229","Javier Muñoz Riquelme",276,251,0.909420289855073,28,TRUE,56,TRUE,83,TRUE
"1230","Alex Nahuelquin Nahuelquin",276,257,0.931159420289855,28,TRUE,56,TRUE,83,TRUE
"1231","Ximena Naranjo Pinto",276,258,0.934782608695652,28,TRUE,56,TRUE,83,TRUE
"1232","Cristian Neira Martínez",276,266,0.963768115942029,28,TRUE,56,TRUE,83,TRUE
"1233","Ricardo Neumann Bertín",276,262,0.949275362318841,28,TRUE,56,TRUE,83,TRUE
"1234","Mario Olavarría Rodríguez",276,223,0.807971014492754,28,TRUE,56,TRUE,83,TRUE
"1235","Javier Olivares Avendaño",276,268,0.971014492753623,28,TRUE,56,TRUE,83,TRUE
"1236","Paula Olmos Contreras",276,212,0.768115942028985,28,TRUE,56,TRUE,83,TRUE
"1237","Francisco Orrego Gutiérrez",276,260,0.942028985507246,28,TRUE,56,TRUE,83,TRUE
"1238","Álvaro Ortiz Vera",276,263,0.952898550724638,28,TRUE,56,TRUE,83,TRUE
"1239","Fabián Ossandón Briceño",276,248,0.898550724637681,28,TRUE,56,TRUE,83,TRUE
"1240","Zandra Parisi Fernández",276,209,0.757246376811594,28,TRUE,56,TRUE,83,TRUE
"1241","Patricio Pinilla Valencia",276,254,0.920289855072464,28,TRUE,56,TRUE,83,TRUE
"1242","Rodrigo Ramírez Parra",276,263,0.952898550724638,28,TRUE,56,TRUE,83,TRUE
"1243","Tamara Ramírez Ramírez",276,257,0.931159420289855,28,TRUE,56,TRUE,83,TRUE
"1244","Claudia Reyes Larenas",276,261,0.945652173913043,28,TRUE,56,TRUE,83,TRUE
"1245","Alejandro Riquelme Ducci",276,262,0.949275362318841,28,TRUE,56,TRUE,83,TRUE
"1246","José Antonio Rivas Villalobos",276,251,0.909420289855073,28,TRUE,56,TRUE,83,TRUE
"1247","Javiera Rodríguez Pascual",276,271,0.981884057971015,28,TRUE,56,TRUE,83,TRUE
"1248","Felipe Ross Correa",276,265,0.960144927536232,28,TRUE,56,TRUE,83,TRUE
"1249","Omar Sabat Guzmán",276,259,0.938405797101449,28,TRUE,56,TRUE,83,TRUE
"1250","Bernardo Salinas Maya",276,212,0.768115942028985,28,TRUE,56,TRUE,83,TRUE
"1251","Macarena Santelices Cañas",276,265,0.960144927536232,28,TRUE,56,TRUE,83,TRUE
"1252","Constanza Schonhaut Soto",276,261,0.945652173913043,28,TRUE,56,TRUE,83,TRUE
"1253","Fernando Ugarte Tejeda",276,271,0.981884057971015,28,TRUE,56,TRUE,83,TRUE
"1254","Ignacio Urcullú Clèment-Lund",276,271,0.981884057971015,28,TRUE,56,TRUE,83,TRUE
"1255","Eileen Urqueta Rojas",276,263,0.952898550724638,28,TRUE,56,TRUE,83,TRUE
"1256","Tatiana Urrutia Herrera",276,258,0.934782608695652,28,TRUE,56,TRUE,83,TRUE
"1257","Alejandra Valdebenito Torres",276,267,0.967391304347826,28,TRUE,56,TRUE,83,TRUE
"1258","Guillermo Valdés Carmona",276,262,0.949275362318841,28,TRUE,56,TRUE,83,TRUE
"1259","Juan Marcelo Valenzuela Henríquez",276,256,0.927536231884058,28,TRUE,56,TRUE,83,TRUE
"1260","César Valenzuela Maass",276,262,0.949275362318841,28,TRUE,56,TRUE,83,TRUE
"1261","Daniel Valenzuela Salazar",276,250,0.905797101449275,28,TRUE,56,TRUE,83,TRUE
"1262","Diego Vergara Rodríguez",276,270,0.978260869565217,28,TRUE,56,TRUE,83,TRUE
"1263","Sebastián Zamora Soto",276,258,0.934782608695652,28,TRUE,56,TRUE,83,TRUE
"1264","Fernando Zamorano Peralta",276,255,0.923913043478261,28,TRUE,56,TRUE,83,TRUE
