"vote_id","boletin","fecha","minority_share_binary","binary_participation_share","spread_1d","midpoint_1d","gmp","apre"
"89485","18216-05","2026-07-21",0.482759,0.935484,1.5805675983429,-0.614207983016968,0.972850382328033,1
"89486","18216-05","2026-07-21",0.482759,0.935484,1.5805675983429,-0.614207983016968,0.972850382328033,1
"89487","18216-05","2026-07-21",0.333333,0.929032,1.28455722332001,0.28455725312233,0.925776541233063,0.9375
"89488","18216-05","2026-07-21",0.475862,0.935484,1.52648091316223,-0.526480853557587,0.982683181762695,0.985507246376812
"89489","18216-05","2026-07-21",0.413793,0.935484,1.13747620582581,0.137476250529289,0.961794376373291,0.983333333333333
"89490","18216-05","2026-07-21",0.4,0.935484,1.17354297637939,0.173543035984039,0.95504355430603,1
"89491","18216-05","2026-07-21",0.42069,0.935484,1.13184177875519,0.131841734051704,0.96634840965271,1
"89492","18216-05","2026-07-21",0.413793,0.935484,1.14812481403351,0.148124814033508,0.955707013607025,0.983333333333333
"89493","18216-05","2026-07-21",0.351724,0.935484,1.25571465492249,0.255714595317841,0.90563690662384,0.882352941176471
"89494","18216-05","2026-07-21",0.434483,0.935484,1.04872310161591,-0.0487230978906155,0.973204791545868,0.968253968253968
"89495","18216-05","2026-07-21",0.434483,0.935484,0.383230209350586,-0.104693092405796,0.8539097905159,0.857142857142857
"89523","18431-31","2026-07-22",0.496241,0.858065,-1.55185532569885,-0.647142827510834,0.952972650527954,0.96969696969697
"89542","18216-05","2026-07-22",0.375,0.825806,0.293333023786545,0.111567765474319,0.771852970123291,0.770833333333333
"89543","18384-08","2026-07-22",0.033058,0.780645,0.330000042915344,1,0.651669561862946,0
"89583","18258-07","2026-08-04",0.184932,0.941935,1.577876329422,0.626706779003143,0.937961995601654,0.888888888888889
"89584","18258-07","2026-08-04",0.465278,0.929032,-0.51091331243515,-0.310179173946381,0.910220682621002,0.940298507462687
"89585","18258-07","2026-08-04",0.333333,0.870968,0.274091988801956,0.104266665875912,0.759352207183838,0.488888888888889
"89631","18389-04","2026-08-05",0.201439,0.896774,1.5717670917511,0.571767032146454,0.950441420078278,0.892857142857143
"89632","18389-04","2026-08-05",0.357664,0.883871,0.385159939527512,0.113517366349697,0.832120299339294,0.714285714285714
"89633","18389-04","2026-08-05",0.460432,0.896774,-1.43458449840546,-0.434584468603134,0.988241910934448,0.984375
"89634","18389-04","2026-08-05",0.423358,0.883871,1.05653190612793,-0.115149319171906,0.95945417881012,0.96551724137931
"89668","18216-05","2026-08-10",0.440299,0.864516,1.5368185043335,-0.536818563938141,0.980699837207794,0.983050847457627
"89669","18216-05","2026-08-10",0.43609,0.858065,0.531486630439758,-0.119258254766464,0.943729937076569,0.982758620689655
"89670","18216-05","2026-08-10",0.403226,0.8,1.4906667470932,-0.490666717290878,0.987819731235504,0.98
"89693","16300-07","2026-08-11",0.185714,0.903226,1.55307579040527,0.630485594272614,0.955721139907837,1
"89694","16300-07","2026-08-11",0.471831,0.916129,-1.52934622764587,-0.529346287250519,0.981999397277832,0.985074626865672
"89695","16300-07","2026-08-11",0.253521,0.916129,1.15925931930542,0.465754836797714,0.909524857997894,0.861111111111111
"89751","18030-12","2026-08-12",0.408,0.806452,1.15123963356018,0.151239573955536,0.973627269268036,1
"89780","17912-25","2026-08-17",0.464286,0.722581,-0.637002050876617,-0.324296951293945,0.957605183124542,0.980769230769231
"89784","17837-13","2026-08-17",0.362903,0.8,-1.58415532112122,-0.768252551555634,0.872355818748474,0.911111111111111
"89816","18525-06","2026-08-18",0.112782,0.858065,0.160000026226044,1,0.565189480781555,0
"89817","18525-06","2026-08-18",0.398438,0.825806,-0.0502944961190224,-0.706914603710175,0.513593912124634,-0.156862745098039
"89842","15387-12","2026-08-18",0.338843,0.780645,-0.59381639957428,-0.75376158952713,0.796473741531372,0.780487804878049
"89843","12786-12","2026-08-18",0.423729,0.76129,0.374459147453308,-0.461775422096252,0.83005291223526,0.86
"89844","12786-12","2026-08-18",0.453782,0.767742,0.433890581130981,-0.355895608663559,0.880623936653137,0.907407407407407
"89864","18189-14","2026-08-19",0.471074,0.780645,0.205095037817955,-0.233564168214798,0.683314919471741,0.631578947368421
"89865","18189-14","2026-08-19",0.422414,0.748387,-0.17350760102272,-0.516618311405182,0.6285400390625,0.387755102040816
"89867","17324-33","2026-08-19",0.225,0.516129,-0.385728806257248,-0.636219084262848,0.819926977157593,0.666666666666667
"89929","17818-24","2026-09-01",0.489209,0.896774,0.562991261482239,-0.312735289335251,0.926773190498352,0.970588235294118
"89930","17818-24","2026-09-01",0.481203,0.858065,-1.06099367141724,0.0609936527907848,0.947468936443329,0.953125
"89931","17818-24","2026-09-01",0.450704,0.916129,-0.384822815656662,0.000426365382736549,0.836257636547089,0.875
"89932","17662-07","2026-09-01",0.261538,0.83871,1.41892778873444,0.418927758932114,0.966122686862946,0.970588235294118
"89933","17662-07","2026-09-01",0.347518,0.909677,-0.219056367874146,0.193160653114319,0.690687596797943,0.755102040816326
"89934","17662-07","2026-09-01",0.438849,0.896774,-1.18594813346863,0.18594816327095,0.948303282260895,1
"89935","17914-13","2026-09-01",0.142857,0.812903,1.58950757980347,0.597347378730774,0.959050714969635,0.944444444444444
"89936","17914-13","2026-09-01",0.48227,0.909677,-0.864081501960754,-0.401875257492065,0.965098679065704,0.985294117647059
"89937","15295-07","2026-09-01",0.105263,0.735484,1.61616957187653,0.633476972579956,0.945160865783691,0.916666666666667
