"diputado_id","diputado_nombre","opportunities","binary_votes","participation_share","dimension_1_raw","se_wnominate_501","gmp","correctly_classified"
"1237","Francisco Orrego Gutiérrez",276,260,0.942028985507246,-0.837105631828308,0.088958352804184,0.96107405424118,0.988461538461539
"1238","Álvaro Ortiz Vera",276,263,0.952898550724638,0.273633152246475,0.0801068320870399,0.763680100440979,0.863117870722434
"1239","Fabián Ossandón Briceño",276,248,0.898550724637681,0.164888069033623,0.0699270069599152,0.752805888652802,0.887096774193548
"1240","Zandra Parisi Fernández",276,209,0.757246376811594,-0.109291799366474,0.0707188621163368,0.744827806949615,0.866028708133971
"1241","Patricio Pinilla Valencia",276,254,0.920289855072464,0.334697544574738,0.0852981433272362,0.77408629655838,0.87007874015748
"1242","Rodrigo Ramírez Parra",276,263,0.952898550724638,-0.787695109844208,0.080369159579277,0.924485564231873,0.954372623574145
"1243","Tamara Ramírez Ramírez",276,257,0.931159420289855,0.15030625462532,0.0682013109326363,0.724694132804871,0.859922178988327
"1244","Claudia Reyes Larenas",276,261,0.945652173913043,-0.94441020488739,0.10867078602314,0.966218948364258,0.996168582375479
"1245","Alejandro Riquelme Ducci",276,262,0.949275362318841,-0.992548882961273,0.122862055897713,0.973047852516174,0.99618320610687
"1246","José Antonio Rivas Villalobos",276,251,0.909420289855073,0.610677182674408,0.0860785245895386,0.890993475914001,0.972111553784861
"1247","Javiera Rodríguez Pascual",276,271,0.981884057971015,-0.993116140365601,0.121837764978409,0.973723888397217,0.996309963099631
"1248","Felipe Ross Correa",276,265,0.960144927536232,-1,0.114996045827866,0.985847532749176,0.99622641509434
"1249","Omar Sabat Guzmán",276,259,0.938405797101449,-0.8576340675354,0.0942968800663948,0.952070891857147,0.980694980694981
"1250","Bernardo Salinas Maya",276,212,0.768115942028985,0.921666145324707,0.0806992501020432,0.917715430259705,0.990566037735849
"1251","Macarena Santelices Cañas",276,265,0.960144927536232,-0.98512190580368,0.120725631713867,0.975128531455994,0.99622641509434
"1252","Constanza Schonhaut Soto",276,261,0.945652173913043,0.762940287590027,0.0792012438178062,0.952490866184235,0.988505747126437
"1253","Fernando Ugarte Tejeda",276,271,0.981884057971015,-0.993116140365601,0.120877772569656,0.973723888397217,0.996309963099631
"1254","Ignacio Urcullú Clèment-Lund",276,271,0.981884057971015,-0.993116140365601,0.120145581662655,0.973723888397217,0.996309963099631
"1255","Eileen Urqueta Rojas",276,263,0.952898550724638,0.0800754055380821,0.0615104176104069,0.723318040370941,0.832699619771863
"1256","Tatiana Urrutia Herrera",276,258,0.934782608695652,0.760322391986847,0.0769219696521759,0.951496422290802,0.988372093023256
"1257","Alejandra Valdebenito Torres",276,267,0.967391304347826,-0.784243583679199,0.0800213888287544,0.885260581970215,0.947565543071161
"1258","Guillermo Valdés Carmona",276,262,0.949275362318841,-0.0181336272507906,0.0650470554828644,0.711956083774567,0.82824427480916
"1259","Juan Marcelo Valenzuela Henríquez",276,256,0.927536231884058,-0.21808123588562,0.0724830776453018,0.785132527351379,0.890625
"1260","César Valenzuela Maass",276,262,0.949275362318841,0.604683399200439,0.0846644043922424,0.921724021434784,0.99236641221374
"1261","Daniel Valenzuela Salazar",276,250,0.905797101449275,-0.867259979248047,0.0944337621331215,0.954202711582184,0.976
"1262","Diego Vergara Rodríguez",276,270,0.978260869565217,-0.992275357246399,0.122777469456196,0.973694145679474,0.996296296296296
"1263","Sebastián Zamora Soto",276,258,0.934782608695652,-0.982839286327362,0.121743239462376,0.974328756332397,0.996124031007752
"1264","Fernando Zamorano Peralta",276,255,0.923913043478261,0.401796698570251,0.0865768790245056,0.854252696037292,0.945098039215686
