"diputado_id","diputado_nombre","n_success","baseline_coord","bootstrap_mean","bootstrap_sd","q025","q975","interval_width"
"1199","Jaime Coloma Álamos",200,-0.855727970600128,-0.708943620473146,0.170681101332375,-0.95587482303381,-0.390316136926413,0.565558686107397
"1200","Cristian Contreras Radovic",200,-0.470514535903931,-0.325255029913969,0.150708811190124,-0.584147943556309,-0.0678951185196637,0.516252825036645
"1201","Flor Contreras Vivallo",200,-0.0715738758444786,0.00454414646723308,0.112490507014319,-0.198528553172946,0.188423922657967,0.386952475830913
"1202","Eduardo Cretton Rebolledo",200,-0.901573121547699,-0.779507100135088,0.190412330194595,-1,-0.424762149900198,0.575237850099802
"1203","Sebastián Cristoffanini Jaraquemada",200,-0.988125205039978,-0.891019275933504,0.136678329591935,-0.99783790409565,-0.54229639172554,0.45554151237011
"1204","Francisco Crisóstomo Llanos",200,0.587814927101135,0.603184313736856,0.104422521077831,0.354512292146683,0.747662270069122,0.39314997792244
"1205","Carlos Cuadrado Prats",200,0.476959764957428,0.475119198709726,0.121617488940481,0.219121658429503,0.65889223664999,0.439770578220487
"1206","Carolina Cucumides Calderón",200,0.604688107967377,0.623635062742978,0.102813939533035,0.395902638882399,0.778702946007252,0.382800307124853
"1207","Valentina Cáceres Monsálvez",200,0.701583206653595,0.72226470079273,0.0859657485747145,0.581599627435207,0.858485539257526,0.276885911822319
"1208","Jorge Díaz Ibarra",200,0.234107002615929,0.255586686162278,0.123240761194773,0.0147700749337673,0.437099775671959,0.422329700738192
"1209","Matías Fernández Hartwig",200,0.75061160326004,0.77513988673687,0.0833017557819858,0.636684863269329,0.949299767613411,0.312614904344082
"1210","Gustavo Gatica Villarroel",200,0.932657659053802,0.942506004869938,0.040593317499749,0.886497285962105,1,0.113502714037895
"1211","Sofía González Cortés",200,1,0.992774927914143,0.0348756265043656,0.92409865707159,1,0.0759013429284096
"1212","Erich Grohs Marín",200,-0.995947360992432,-0.81871044844389,0.196449740376946,-1,-0.46765281111002,0.53234718888998
"1213","Irací Hassler Jacob",200,0.924488961696625,0.937028496861458,0.042558564831213,0.877146780490875,1,0.122853219509125
"1214","Constanza Hube Portus",200,-0.916859328746796,-0.798764215707779,0.189799490206545,-1,-0.437374082952738,0.562625917047262
"1215","Álvaro Jofré Cáceres",200,-0.992805957794189,-0.815244223773479,0.195373500169593,-1,-0.463522906601429,0.536477093398571
"1216","Stephanie Jéldrez Ortiz",200,-0.992313027381897,-0.898133257776499,0.139282129772694,-1,-0.547923882305622,0.452076117694378
"1217","Pier Karlezi Hazleby",200,-1,-0.829678136259317,0.194702729861551,-1,-0.483861804753542,0.516138195246458
"1218","José Antonio Kast Adriasola",200,-0.991549730300903,-0.89630155518651,0.139436357976963,-0.999938264489174,-0.54167228937149,0.458265975117684
"1219","Tomás Kast Sommerhoff",200,-0.780567169189453,-0.617366858422756,0.148936809475491,-0.839027185738087,-0.333917863667011,0.505109322071075
"1220","Leandro Kunstmann Collado",200,-0.992709875106812,-0.897453536987305,0.138809527338581,-0.999893850088119,-0.545641134679317,0.454252715408802
"1221","Benjamín Lorca Inzunza",200,-0.993303656578064,-0.900903037786484,0.140572888200732,-1,-0.547968079149723,0.452031920850277
"1222","Andrea Macías Palma",200,0.740606844425201,0.757914012428373,0.101944949241508,0.609528011083603,0.967571513354778,0.358043502271175
"1223","Hans Marowski Cuevas",200,-1,-0.826873834431171,0.196400170695158,-1,-0.466428285837173,0.533571714162827
"1224","Cristian Mella Andaur",200,0.245622903108597,0.268145725931972,0.120975529735276,0.0258578281383962,0.445276285707951,0.419418457569554
"1225","Cristian Menchaca Pinochet",200,-0.992754817008972,-0.899083761870861,0.139830730160086,-1,-0.547556309401989,0.452443690598011
"1226","José Montalva Feuerhake",200,0.370998173952103,0.370528243281879,0.132099528539154,0.102257730439305,0.57404258698225,0.471784856542945
"1227","Claudia Mora Vega",200,-0.751799643039703,-0.61964921861887,0.192446189395083,-0.892956760525703,-0.291340243816376,0.601616516709328
"1228","Paulina Muñoz Minte",200,-1,-0.821830894201994,0.194763719231649,-1,-0.471720951795578,0.528279048204422
"1229","Javier Muñoz Riquelme",200,0.231780007481575,0.258393056550995,0.119554727059482,0.0156631346326322,0.432045773416758,0.416382638784126
"1230","Alex Nahuelquin Nahuelquin",200,-0.0841939747333527,-0.00480161327213864,0.113966836281912,-0.214559296891093,0.200328942388296,0.414888239279389
"1231","Ximena Naranjo Pinto",200,-0.762622594833374,-0.602549085468054,0.152318086677006,-0.835646991431713,-0.314926242828369,0.520720748603344
"1232","Cristian Neira Martínez",200,-0.988200843334198,-0.891049690544605,0.136698528994275,-0.99800306558609,-0.542222733795643,0.455780331790447
