deputy_id,deputy_name,district,servel_candidate_code,servel_candidate_name,electoral_party,electoral_pact,electoral_subpact,source_url,match_method,match_score,match_confidence
1201,Flor Contreras Vivallo,23,66023082,FLOR ROSSANY CONTRERAS VIVALLO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_fuzzy_name,0.8683,medium
1202,Eduardo Cretton Rebolledo,22,66022073,EDUARDO CRETTON REBOLLEDO,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1203,Sebastián Cristoffanini Jaraquemada,16,66016071,SEBASTIAN CRISTOFFANINI JARAQUEMADA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1204,Francisco Crisóstomo Llanos,19,66019066,FRANCISCO CRISOSTOMO LLANOS,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1205,Carlos Cuadrado Prats,9,66009064,CARLOS CUADRADO PRATS,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1206,Carolina Cucumides Calderón,16,66016058,CAROLINA CUCUMIDES CALDERON,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1207,Valentina Cáceres Monsálvez,15,66015060,VALENTINA CACERES MONSALVEZ,FRENTE AMPLIO,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1208,Jorge Díaz Ibarra,1,66001056,JORGE DIAZ IBARRA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1209,Matías Fernández Hartwig,24,66024058,MATIAS FERNANDEZ HARTWIG,FRENTE AMPLIO,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1210,Gustavo Gatica Villarroel,8,66008062,GUSTAVO GATICA VILLARROEL,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1211,Sofía González Cortés,6,66006066,SOFIA GONZALEZ CORTES,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1212,Erich Grohs Marín,5,66005100,ERICH GROHS MARIN,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1213,Irací Hassler Jacob,10,66010064,IRACI HASSLER JACOB,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1214,Constanza Hube Portus,11,66011087,CONSTANZA HUBE PORTUS,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1215,Álvaro Jofré Cáceres,2,66002068,ALVARO JOFRE CACERES,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1216,Stephanie Jéldrez Ortiz,1,66001074,STEPHANIE JELDREZ ORTIZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1217,Pier Karlezi Hazleby,8,66008102,PIER KARLEZI HAZLEBY,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1218,José Antonio Kast Adriasola,10,66010121,JOSE ANTONIO KAST ADRIASOLA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1219,Tomás Kast Sommerhoff,23,66023090,TOMAS KAST SOMMERHOFF,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1220,Leandro Kunstmann Collado,24,66024075,LEANDRO KUNSTMANN COLLADO,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1221,Benjamín Lorca Inzunza,6,66006087,BENJAMIN LORCA INZUNZA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1222,Andrea Macías Palma,27,66027055,ANDREA MACIAS PALMA,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1223,Hans Marowski Cuevas,10,66010113,HANS MAROWSKI CUEVAS,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1224,Cristian Mella Andaur,6,66006067,CRISTIAN MELLA ANDAUR,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1225,Cristian Menchaca Pinochet,18,66018074,CRISTIAN MENCHACA PINOCHET,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1226,José Montalva Feuerhake,23,66023067,JOSE MONTALVA FEUERHAKE,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1227,Claudia Mora Vega,11,66011084,CLAUDIA MORA VEGA,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1228,Paulina Muñoz Minte,25,66025072,PAULINA MUÑOZ MINTE,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1229,Javier Muñoz Riquelme,17,66017061,JAVIER MUÑOZ RIQUELME,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1230,Alex Nahuelquin Nahuelquin,26,66026063,ALEX MANUEL NAHUELQUIN NAHUELQUIN,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_fuzzy_name,0.8633,medium
1231,Ximena Naranjo Pinto,2,66002062,XIMENA NARANJO PINTO,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1232,Cristian Neira Martínez,23,66023099,CRISTIAN NEIRA MARTINEZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1233,Ricardo Neumann Bertín,16,66016069,RICARDO NEUMANN BERTIN,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1234,Mario Olavarría Rodríguez,8,66008093,MARIO OLAVARRIA RODRIGUEZ,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1235,Javier Olivares Avendaño,6,66006069,JAVIER OLIVARES AVENDAÑO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1236,Paula Olmos Contreras,4,66004067,PAULA ANDREA OLMOS CONTRERAS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_fuzzy_name,0.8732,medium
1237,Francisco Orrego Gutiérrez,10,66010112,FRANCISCO ORREGO GUTIERREZ,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1238,Álvaro Ortiz Vera,20,66020075,ALVARO ORTIZ VERA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1239,Fabián Ossandón Briceño,3,66003070,FABIAN OSSANDON BRICEÑO,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1240,Zandra Parisi Fernández,12,66012083,ZANDRA PARISI FERNANDEZ,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1241,Patricio Pinilla Valencia,21,66021064,PATRICIO PINILLA VALENCIA,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1242,Rodrigo Ramírez Parra,18,66018069,RODRIGO RAMIREZ PARRA,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1243,Tamara Ramírez Ramírez,9,66009080,TAMARA ALEJANDRA RAMIREZ RAMIREZ,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_fuzzy_name,0.8333,medium
1244,Claudia Reyes Larenas,26,66026074,CLAUDIA REYES LARENAS,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1245,Alejandro Riquelme Ducci,28,66028063,ALEJANDRO RIQUELME DUCCI,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1246,José Antonio Rivas Villalobos,20,66020074,ANTONIO RIVAS VILLALOBOS,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_fuzzy_name,0.8950,medium
1247,Javiera Rodríguez Pascual,9,66009098,JAVIERA RODRIGUEZ PASCUAL,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1248,Felipe Ross Correa,13,66013083,FELIPE ROSS CORREA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1249,Omar Sabat Guzmán,24,66024068,OMAR SABAT GUZMAN,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1250,Bernardo Salinas Maya,5,66005062,BERNARDO SALINAS MAYA,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1251,Macarena Santelices Cañas,12,66012102,MACARENA SANTELICES CAÑAS,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1252,Constanza Schonhaut Soto,11,66011060,CONSTANZA SCHONHAUT SOTO,FRENTE AMPLIO,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1253,Fernando Ugarte Tejeda,15,66015088,FERNANDO UGARTE TEJEDA,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1254,Ignacio Urcullú Clèment-Lund,4,66004078,IGNACIO URCULLU CLEMENT-LUND,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1255,Eileen Urqueta Rojas,5,66005082,EILEEN PATRICIA URQUETA ROJAS,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_fuzzy_name,0.8548,medium
1256,Tatiana Urrutia Herrera,8,66008066,TATIANA URRUTIA HERRERA,FRENTE AMPLIO,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1257,Alejandra Valdebenito Torres,27,66027061,ALEJANDRA VALDEBENITO TORRES,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1258,Guillermo Valdés Carmona,17,66017066,GUILLERMO VICTORIANO VALDES CARMONA,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_fuzzy_name,0.8536,medium
1259,Juan Marcelo Valenzuela Henríquez,7,66007081,JUAN MARCELO VALENZUELA HENRIQUEZ,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1260,César Valenzuela Maass,9,66009062,CESAR VALENZUELA MAASS,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1261,Daniel Valenzuela Salazar,24,66024072,DANIEL VALENZUELA SALAZAR,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1262,Diego Vergara Rodríguez,14,66014090,DIEGO VERGARA RODRIGUEZ,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1263,Sebastián Zamora Soto,7,66007100,SEBASTIAN ZAMORA SOTO,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
1264,Fernando Zamorano Peralta,15,66015058,FERNANDO ZAMORANO PERALTA,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,,https://www.servel.cl/wp-content/uploads/2025/11/PRELIMINARES_DIPUTADOS.zip,district_exact_normalized_name,1.0000,high
