deputy_id,deputy_name,caucus_at_term_start,basis,confidence,source_url_primary,source_url_validation,source_note,electoral_party_slot,party_at_term_start,validation_bucket
1152,Gloria Naveillan Arriagada,Comité Partido Nacional Libertarios,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO NACIONAL LIBERTARIO,Partido Nacional Libertario,institutional_reconstruction
1153,Coca Ericka Ñanco Vásquez,Frente Amplio,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,FRENTE AMPLIO,Frente Amplio,institutional_reconstruction
1157,Marlene Pérez Cartes,Unión Demócrata Independiente,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",UNION DEMOCRATA INDEPENDIENTE,Independientes,institutional_reconstruction
1159,Lorena Pizarro Sierra,Comité Comunista e Independientes,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO COMUNISTA DE CHILE,Partido Comunista,institutional_reconstruction
1165,Agustín Romero Leiva,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1166,Natalia Romero Talguia,Unión Demócrata Independiente,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",UNION DEMOCRATA INDEPENDIENTE,Independientes,institutional_reconstruction
1170,Luis Sánchez Ossa,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1171,Emilia Schneider Videla,Frente Amplio,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,FRENTE AMPLIO,Frente Amplio,institutional_reconstruction
1172,Stephan Schubert Rubio,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1173,Daniela Serrano Salazar,Comité Comunista e Independientes,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO COMUNISTA DE CHILE,Partido Comunista,institutional_reconstruction
1174,Marco Antonio Sulantay Olivares,Unión Demócrata Independiente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,UNION DEMOCRATA INDEPENDIENTE,Unión Demócrata Independiente,institutional_reconstruction
1175,Cristián Tapia Ramos,Partido Por la Democracia e Independientes,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO POR LA DEMOCRACIA,Independientes,institutional_reconstruction
1176,Hotuiti Teao Drago,Unión Demócrata Independiente,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",UNION DEMOCRATA INDEPENDIENTE,Independientes,institutional_reconstruction
1177,Carolina Tello Rojas,Frente Amplio,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,FRENTE AMPLIO,Frente Amplio,institutional_reconstruction
1178,Héctor Ulloa Aguilera,Partido Por la Democracia e Independientes,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO POR LA DEMOCRACIA,Independientes,institutional_reconstruction
1180,Consuelo Veloso Ávila,Frente Amplio,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO RADICAL DE CHILE,Frente Amplio,institutional_reconstruction
1181,Nelson Venegas Salazar,"Socialista, Liberal, Radical e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO SOCIALISTA DE CHILE,Partido Socialista,institutional_reconstruction
1182,Sebastián Videla Castillo,"Socialista, Liberal, Radical e Independientes",independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO LIBERAL DE CHILE,Independientes,institutional_reconstruction
1183,Flor Weisse Novoa,Unión Demócrata Independiente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,UNION DEMOCRATA INDEPENDIENTE,Unión Demócrata Independiente,institutional_reconstruction
1184,Roberto Celedón Fernández,Frente Amplio,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",FRENTE AMPLIO,Independientes,institutional_reconstruction
1186,Ignacio Achurra Díaz,Frente Amplio,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,FRENTE AMPLIO,Frente Amplio,institutional_reconstruction
1187,Carlo Arqueros Pizarro,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1188,Marcos Barraza Gómez,Comité Comunista e Independientes,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO COMUNISTA DE CHILE,Partido Comunista,institutional_reconstruction
1189,Jaime Bassa Mercado,Frente Amplio,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,FRENTE AMPLIO,Frente Amplio,institutional_reconstruction
1190,Enrique Bassaletti Riess,Comité Partido Republicano,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO REPUBLICANO DE CHILE,Independientes,institutional_reconstruction
1191,Valentina Becerra Peña,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1192,Lilian Betancurt Delgado,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1193,Patricio Briones Moller,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1194,Daniel Bustos Leal,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1195,Carlos Carvajal Gallardo,Partido Por la Democracia e Independientes,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO POR LA DEMOCRACIA,Independientes,institutional_reconstruction
1196,Priscilla Castillo Gerli,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DEMOCRATA CRISTIANO,Partido Demócrata Cristiano,institutional_reconstruction
1197,Carlos Chandía Alarcón,"Renovación Nacional, Evopoli e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,RENOVACION NACIONAL,Renovación Nacional,institutional_reconstruction
1198,Paz Charpentier Rajcevich,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1199,Jaime Coloma Álamos,Unión Demócrata Independiente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,UNION DEMOCRATA INDEPENDIENTE,Unión Demócrata Independiente,institutional_reconstruction
1200,Cristian Contreras Radovic,Comité Partido de la Gente,documented_pre_event_state,high,https://www.cooperativa.cl/noticias/pais/politica/camara-baja/pdg-saco-a-cristian-dr-file-contreras-de-su-bancada-de-diputados/2026-04-03/171634.html,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Bancada inicial reconstruida directamente desde el estado previo al primer cambio documentado del período.,PARTIDO DE LA GENTE,Partido de la Gente,documented_event
1201,Flor Contreras Vivallo,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
1202,Eduardo Cretton Rebolledo,Unión Demócrata Independiente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,UNION DEMOCRATA INDEPENDIENTE,Unión Demócrata Independiente,institutional_reconstruction
1203,Sebastián Cristoffanini Jaraquemada,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1204,Francisco Crisóstomo Llanos,"Socialista, Liberal, Radical e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO SOCIALISTA DE CHILE,Partido Socialista,institutional_reconstruction
1205,Carlos Cuadrado Prats,Partido Por la Democracia e Independientes,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO POR LA DEMOCRACIA,Partido Por la Democracia,institutional_reconstruction
1206,Carolina Cucumides Calderón,"Socialista, Liberal, Radical e Independientes",independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO SOCIALISTA DE CHILE,Independientes,institutional_reconstruction
1207,Valentina Cáceres Monsálvez,Frente Amplio,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",FRENTE AMPLIO,Independientes,institutional_reconstruction
1208,Jorge Díaz Ibarra,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DEMOCRATA CRISTIANO,Partido Demócrata Cristiano,institutional_reconstruction
1209,Matías Fernández Hartwig,Frente Amplio,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,FRENTE AMPLIO,Frente Amplio,institutional_reconstruction
1210,Gustavo Gatica Villarroel,Comité Comunista e Independientes,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO COMUNISTA DE CHILE,Independientes,institutional_reconstruction
1211,Sofía González Cortés,Comité Comunista e Independientes,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO COMUNISTA DE CHILE,Partido Comunista,institutional_reconstruction
1212,Erich Grohs Marín,Comité Partido Nacional Libertarios,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO NACIONAL LIBERTARIO,Partido Nacional Libertario,institutional_reconstruction
1213,Irací Hassler Jacob,Comité Comunista e Independientes,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO COMUNISTA DE CHILE,Partido Comunista,institutional_reconstruction
1214,Constanza Hube Portus,Unión Demócrata Independiente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,UNION DEMOCRATA INDEPENDIENTE,Unión Demócrata Independiente,institutional_reconstruction
1215,Álvaro Jofré Cáceres,Comité Partido Nacional Libertarios,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO NACIONAL LIBERTARIO,Partido Nacional Libertario,institutional_reconstruction
1216,Stephanie Jéldrez Ortiz,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1217,Pier Karlezi Hazleby,Comité Partido Nacional Libertarios,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO NACIONAL LIBERTARIO,Partido Nacional Libertario,institutional_reconstruction
1218,José Antonio Kast Adriasola,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1219,Tomás Kast Sommerhoff,"Renovación Nacional, Evopoli e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,EVOLUCION POLITICA,Evolución Política,institutional_reconstruction
1220,Leandro Kunstmann Collado,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1221,Benjamín Lorca Inzunza,Comité Partido Republicano,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO REPUBLICANO DE CHILE,Partido Republicano,institutional_reconstruction
1222,Andrea Macías Palma,"Socialista, Liberal, Radical e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO SOCIALISTA DE CHILE,Partido Socialista,institutional_reconstruction
1223,Hans Marowski Cuevas,Comité Partido Nacional Libertarios,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO NACIONAL LIBERTARIO,Partido Nacional Libertario,institutional_reconstruction
1224,Cristian Mella Andaur,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DEMOCRATA CRISTIANO,Partido Demócrata Cristiano,institutional_reconstruction
1225,Cristian Menchaca Pinochet,Comité Partido Republicano,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO REPUBLICANO DE CHILE,Independientes,institutional_reconstruction
1226,José Montalva Feuerhake,Partido Por la Democracia e Independientes,independent_electoral_slot_plus_current_caucus_plus_size_closure,medium,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,"Independiente: cupo electoral, bancada actual y cierre exacto de tamaños institucionales apuntan al mismo comité inicial.",PARTIDO POR LA DEMOCRACIA,Independientes,institutional_reconstruction
1227,Claudia Mora Vega,"Renovación Nacional, Evopoli e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,RENOVACION NACIONAL,Renovación Nacional,institutional_reconstruction
1228,Paulina Muñoz Minte,Comité Partido Nacional Libertarios,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO NACIONAL LIBERTARIO,Partido Nacional Libertario,institutional_reconstruction
1229,Javier Muñoz Riquelme,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DEMOCRATA CRISTIANO,Partido Demócrata Cristiano,institutional_reconstruction
1230,Alex Nahuelquin Nahuelquin,Comité Partido de la Gente,party_to_caucus_plus_official_structure,high,https://www.bcn.cl/laborparlamentaria/participacion?idParticipacion=2610607,https://www.camara.cl/verDoc.aspx?prmid=4771&prmtipo=DOCUMENTOTABLA,Partido de inicio determina el comité; estructura y tamaño validados con documentos de Sala de marzo de 2026.,PARTIDO DE LA GENTE,Partido de la Gente,institutional_reconstruction
