deputy_id,deputy_name,valid_from,valid_to,party,caucus,alignment,basis,confidence,date_precision,source_url,source_note,official_snapshot_conflict
1196,Priscilla Castillo Gerli,2026-03-11,,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1196,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1197,Carlos Chandía Alarcón,2026-03-11,,Renovación Nacional,"Renovación Nacional, Evopoli e Independientes",oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1197,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1198,Paz Charpentier Rajcevich,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1198,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1199,Jaime Coloma Álamos,2026-03-11,,Unión Demócrata Independiente,Unión Demócrata Independiente,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1199,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1200,Cristian Contreras Radovic,2026-03-11,2026-04-02,Partido de la Gente,Comité Partido de la Gente,no_alineado,documented_event_chain,high,day,https://www.cooperativa.cl/noticias/pais/politica/camara-baja/pdg-saco-a-cristian-dr-file-contreras-de-su-bancada-de-diputados/2026-04-03/171634.html,Estado anterior reconstruido a partir del primer cambio documentado.,0
1200,Cristian Contreras Radovic,2026-04-03,,Partido de la Gente,Fuera del Comité Partido de la Gente,no_alineado,documented_event_chain,high,day,https://www.cooperativa.cl/noticias/pais/politica/camara-baja/pdg-saco-a-cristian-dr-file-contreras-de-su-bancada-de-diputados/2026-04-03/171634.html,El PDG comunicó su exclusión de la bancada; no se interpreta este hecho por sí solo como renuncia o expulsión de la militancia partidaria. | Conflicto con snapshot oficial: caucus: Cámara=Comité Partido de la Gente / evidencia=Fuera del Comité Partido de la Gente,1
1201,Flor Contreras Vivallo,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1201,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1202,Eduardo Cretton Rebolledo,2026-03-11,,Unión Demócrata Independiente,Unión Demócrata Independiente,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1202,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1203,Sebastián Cristoffanini Jaraquemada,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1203,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1204,Francisco Crisóstomo Llanos,2026-03-11,,Partido Socialista,"Socialista, Liberal, Radical e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1204,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1205,Carlos Cuadrado Prats,2026-03-11,,Partido Por la Democracia,Partido Por la Democracia e Independientes,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1205,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1206,Carolina Cucumides Calderón,2026-03-11,,Independientes,"Socialista, Liberal, Radical e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1206,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1207,Valentina Cáceres Monsálvez,2026-03-11,,Independientes,Frente Amplio,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1207,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1208,Jorge Díaz Ibarra,2026-03-11,,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1208,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1209,Matías Fernández Hartwig,2026-03-11,,Frente Amplio,Frente Amplio,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1209,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1210,Gustavo Gatica Villarroel,2026-03-11,,Independientes,Comité Comunista e Independientes,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1210,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1211,Sofía González Cortés,2026-03-11,,Partido Comunista,Comité Comunista e Independientes,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1211,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1212,Erich Grohs Marín,2026-03-11,,Partido Nacional Libertario,Comité Partido Nacional Libertarios,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1212,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1213,Irací Hassler Jacob,2026-03-11,,Partido Comunista,Comité Comunista e Independientes,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1213,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1214,Constanza Hube Portus,2026-03-11,,Unión Demócrata Independiente,Unión Demócrata Independiente,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1214,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1215,Álvaro Jofré Cáceres,2026-03-11,,Partido Nacional Libertario,Comité Partido Nacional Libertarios,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1215,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1216,Stephanie Jéldrez Ortiz,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1216,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1217,Pier Karlezi Hazleby,2026-03-11,,Partido Nacional Libertario,Comité Partido Nacional Libertarios,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1217,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1218,José Antonio Kast Adriasola,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1218,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1219,Tomás Kast Sommerhoff,2026-03-11,,Evolución Política,"Renovación Nacional, Evopoli e Independientes",oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1219,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1220,Leandro Kunstmann Collado,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1220,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1221,Benjamín Lorca Inzunza,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1221,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1222,Andrea Macías Palma,2026-03-11,,Partido Socialista,"Socialista, Liberal, Radical e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1222,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1223,Hans Marowski Cuevas,2026-03-11,,Partido Nacional Libertario,Comité Partido Nacional Libertarios,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1223,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1224,Cristian Mella Andaur,2026-03-11,,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1224,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1225,Cristian Menchaca Pinochet,2026-03-11,,Independientes,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1225,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1226,José Montalva Feuerhake,2026-03-11,,Independientes,Partido Por la Democracia e Independientes,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1226,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1227,Claudia Mora Vega,2026-03-11,,Renovación Nacional,"Renovación Nacional, Evopoli e Independientes",oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1227,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1228,Paulina Muñoz Minte,2026-03-11,,Partido Nacional Libertario,Comité Partido Nacional Libertarios,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1228,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1229,Javier Muñoz Riquelme,2026-03-11,,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1229,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1230,Alex Nahuelquin Nahuelquin,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1230,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1231,Ximena Naranjo Pinto,2026-03-11,,Independientes,Unión Demócrata Independiente,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1231,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1232,Cristian Neira Martínez,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1232,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1233,Ricardo Neumann Bertín,2026-03-11,,Unión Demócrata Independiente,Unión Demócrata Independiente,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1233,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1234,Mario Olavarría Rodríguez,2026-03-11,,Unión Demócrata Independiente,Unión Demócrata Independiente,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1234,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1235,Javier Olivares Avendaño,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1235,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1236,Paula Olmos Contreras,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1236,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1237,Francisco Orrego Gutiérrez,2026-03-11,,Renovación Nacional,"Renovación Nacional, Evopoli e Independientes",oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1237,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1238,Álvaro Ortiz Vera,2026-03-11,,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1238,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1239,Fabián Ossandón Briceño,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1239,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1240,Zandra Parisi Fernández,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1240,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1241,Patricio Pinilla Valencia,2026-03-11,,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1241,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1242,Rodrigo Ramírez Parra,2026-03-11,,Independientes,"Renovación Nacional, Evopoli e Independientes",oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1242,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1243,Tamara Ramírez Ramírez,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1243,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1244,Claudia Reyes Larenas,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1244,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1245,Alejandro Riquelme Ducci,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1245,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1246,José Antonio Rivas Villalobos,2026-03-11,,Partido Socialista,"Socialista, Liberal, Radical e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1246,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1247,Javiera Rodríguez Pascual,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1247,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1248,Felipe Ross Correa,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1248,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1249,Omar Sabat Guzmán,2026-03-11,,Independientes,Unión Demócrata Independiente,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1249,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1250,Bernardo Salinas Maya,2026-03-11,,Independientes,Comité Comunista e Independientes,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1250,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1251,Macarena Santelices Cañas,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1251,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1252,Constanza Schonhaut Soto,2026-03-11,,Frente Amplio,Frente Amplio,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1252,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1253,Fernando Ugarte Tejeda,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1253,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1254,Ignacio Urcullú Clèment-Lund,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1254,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1255,Eileen Urqueta Rojas,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1255,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1256,Tatiana Urrutia Herrera,2026-03-11,,Frente Amplio,Frente Amplio,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1256,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1257,Alejandra Valdebenito Torres,2026-03-11,,Unión Demócrata Independiente,Unión Demócrata Independiente,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1257,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1258,Guillermo Valdés Carmona,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1258,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1259,Juan Marcelo Valenzuela Henríquez,2026-03-11,,Partido de la Gente,Comité Partido de la Gente,no_alineado,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1259,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1260,César Valenzuela Maass,2026-03-11,,Partido Socialista,"Socialista, Liberal, Radical e Independientes",oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1260,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1261,Daniel Valenzuela Salazar,2026-03-11,,Independientes,"Renovación Nacional, Evopoli e Independientes",oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1261,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1262,Diego Vergara Rodríguez,2026-03-11,,Partido Republicano,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1262,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1263,Sebastián Zamora Soto,2026-03-11,,Independientes,Comité Partido Republicano,oficialismo,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1263,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
1264,Fernando Zamorano Peralta,2026-03-11,,Partido Por la Democracia,Partido Por la Democracia e Independientes,oposicion,current_snapshot_assumed_stable,provisional,term_assumption,https://www.camara.cl/diputados/detalle/biografia.aspx?prmId=1264,Sin cambio 2026 documentado todavía; se validará contra afiliación electoral de 2025.,0
