deputy_id,deputy_name,district,electoral_party_slot,electoral_pact,current_party_camara,current_caucus_camara,comparison_status,has_documented_2026_event,event_dates,baseline_action,review_priority
1213,Irací Hassler Jacob,10,PARTIDO COMUNISTA DE CHILE,UNIDAD POR CHILE,Partido Comunista,Comité Comunista e Independientes,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1214,Constanza Hube Portus,11,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,Unión Demócrata Independiente,Unión Demócrata Independiente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1215,Álvaro Jofré Cáceres,2,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,Partido Nacional Libertario,Comité Partido Nacional Libertarios,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1216,Stephanie Jéldrez Ortiz,1,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1217,Pier Karlezi Hazleby,8,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,Partido Nacional Libertario,Comité Partido Nacional Libertarios,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1218,José Antonio Kast Adriasola,10,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1219,Tomás Kast Sommerhoff,23,EVOLUCION POLITICA,CHILE GRANDE Y UNIDO,Evolución Política,"Renovación Nacional, Evopoli e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1220,Leandro Kunstmann Collado,24,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1221,Benjamín Lorca Inzunza,6,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1222,Andrea Macías Palma,27,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,Partido Socialista,"Socialista, Liberal, Radical e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1223,Hans Marowski Cuevas,10,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,Partido Nacional Libertario,Comité Partido Nacional Libertarios,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1224,Cristian Mella Andaur,6,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1227,Claudia Mora Vega,11,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,Renovación Nacional,"Renovación Nacional, Evopoli e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1228,Paulina Muñoz Minte,25,PARTIDO NACIONAL LIBERTARIO,CAMBIO POR CHILE,Partido Nacional Libertario,Comité Partido Nacional Libertarios,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1229,Javier Muñoz Riquelme,17,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1230,Alex Nahuelquin Nahuelquin,26,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,Partido de la Gente,Comité Partido de la Gente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1232,Cristian Neira Martínez,23,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1233,Ricardo Neumann Bertín,16,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,Unión Demócrata Independiente,Unión Demócrata Independiente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1234,Mario Olavarría Rodríguez,8,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,Unión Demócrata Independiente,Unión Demócrata Independiente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1235,Javier Olivares Avendaño,6,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,Partido de la Gente,Comité Partido de la Gente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1236,Paula Olmos Contreras,4,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,Partido de la Gente,Comité Partido de la Gente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1237,Francisco Orrego Gutiérrez,10,RENOVACION NACIONAL,CHILE GRANDE Y UNIDO,Renovación Nacional,"Renovación Nacional, Evopoli e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1238,Álvaro Ortiz Vera,20,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1239,Fabián Ossandón Briceño,3,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,Partido de la Gente,Comité Partido de la Gente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1240,Zandra Parisi Fernández,12,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,Partido de la Gente,Comité Partido de la Gente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1241,Patricio Pinilla Valencia,21,PARTIDO DEMOCRATA CRISTIANO,UNIDAD POR CHILE,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1243,Tamara Ramírez Ramírez,9,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,Partido de la Gente,Comité Partido de la Gente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1244,Claudia Reyes Larenas,26,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1245,Alejandro Riquelme Ducci,28,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1246,José Antonio Rivas Villalobos,20,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,Partido Socialista,"Socialista, Liberal, Radical e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1247,Javiera Rodríguez Pascual,9,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1248,Felipe Ross Correa,13,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1251,Macarena Santelices Cañas,12,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1252,Constanza Schonhaut Soto,11,FRENTE AMPLIO,UNIDAD POR CHILE,Frente Amplio,Frente Amplio,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1253,Fernando Ugarte Tejeda,15,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1254,Ignacio Urcullú Clèment-Lund,4,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1255,Eileen Urqueta Rojas,5,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,Partido de la Gente,Comité Partido de la Gente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1256,Tatiana Urrutia Herrera,8,FRENTE AMPLIO,UNIDAD POR CHILE,Frente Amplio,Frente Amplio,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1257,Alejandra Valdebenito Torres,27,UNION DEMOCRATA INDEPENDIENTE,CHILE GRANDE Y UNIDO,Unión Demócrata Independiente,Unión Demócrata Independiente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1258,Guillermo Valdés Carmona,17,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,Partido de la Gente,Comité Partido de la Gente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1259,Juan Marcelo Valenzuela Henríquez,7,PARTIDO DE LA GENTE,PARTIDO DE LA GENTE,Partido de la Gente,Comité Partido de la Gente,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1260,César Valenzuela Maass,9,PARTIDO SOCIALISTA DE CHILE,UNIDAD POR CHILE,Partido Socialista,"Socialista, Liberal, Radical e Independientes",slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1262,Diego Vergara Rodríguez,14,PARTIDO REPUBLICANO DE CHILE,CAMBIO POR CHILE,Partido Republicano,Comité Partido Republicano,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
1264,Fernando Zamorano Peralta,15,PARTIDO POR LA DEMOCRACIA,UNIDAD POR CHILE,Partido Por la Democracia,Partido Por la Democracia e Independientes,slot_coincide_partido_actual,0,,validar_partido_desde_inicio_sujeto_a_estatus_juridico,baja
