"diputado_id","diputado_nombre","dimension_1_z_early","rank_aligned_early","binary_votes_selected_early","dimension_1_z_late","rank_aligned_late","binary_votes_selected_late","comparison","delta_z_late_minus_early","abs_delta_z","rank_change_late_minus_early","abs_rank_change"
"1198","Paz Charpentier Rajcevich",-0.750634287897598,32,78,-1.42319533947539,15,108,"cap20_halves",-0.672561051577791,0.672561051577791,-17,17
"1254","Ignacio Urcullú Clèment-Lund",-0.750621716980608,45,78,-1.42187869900649,19,109,"cap20_halves",-0.671256982025879,0.671256982025879,-26,26
"1253","Fernando Ugarte Tejeda",-0.750634287897598,39,78,-1.42187869900649,18,109,"cap20_halves",-0.671244411108889,0.671244411108889,-21,21
"1172","Stephan Schubert Rubio",-0.71281304685994,60,51,-1.36794163673292,25,97,"cap20_halves",-0.655128589872978,0.655128589872978,-35,35
"1133","Juan Irarrázaval Rossel",-0.750327535322735,48,77,-1.39439568736278,20,106,"cap20_halves",-0.644068152040046,0.644068152040046,-28,28
"1203","Sebastián Cristoffanini Jaraquemada",-0.750634287897598,33,78,-1.39439568736278,21,106,"cap20_halves",-0.643761399465183,0.643761399465183,-12,12
"1232","Cristian Neira Martínez",-0.750634287897598,36,78,-1.39430881641623,22,105,"cap20_halves",-0.643674528518628,0.643674528518628,-14,14
"1187","Carlo Arqueros Pizarro",-0.750634287897598,28,78,-1.39407965240588,23,106,"cap20_halves",-0.64344536450828,0.64344536450828,-5,5
"1021","Andrés Celis Montt",-1.08714513706584,9,73,-0.446867120747727,72,89,"cap20_halves",0.640278016318111,0.640278016318111,63,63
"1025","Catalina Del Real Mihovilovic",-0.735199255360547,53,70,-1.36386024890858,26,73,"cap20_halves",-0.628660993548029,0.628660993548029,-27,27
"1170","Luis Sánchez Ossa",-0.750621716980608,43,78,-1.37068026265636,24,97,"cap20_halves",-0.620058545675748,0.620058545675748,-19,19
"1104","Chiara Barchiesi Chávez",-0.748020896931638,51,74,-1.34635863169084,28,101,"cap20_halves",-0.598337734759199,0.598337734759199,-23,23
"1244","Claudia Reyes Larenas",-0.749074328675294,50,77,-1.34641328047621,27,100,"cap20_halves",-0.597338951800912,0.597338951800912,-23,23
"1263","Sebastián Zamora Soto",-0.750634287897598,41,78,-1.34139667664563,29,96,"cap20_halves",-0.590762388748032,0.590762388748032,-12,12
"1227","Claudia Mora Vega",-1.02520170771703,16,73,-0.445425759033598,73,109,"cap20_halves",0.579775948683434,0.579775948683434,57,57
"1017","Álvaro Carter Fernández",-0.750327535322735,47,77,-1.322855959174,30,94,"cap20_halves",-0.57252842385126,0.57252842385126,-17,17
"1251","Macarena Santelices Cañas",-0.750621716980608,44,78,-1.28987112091515,31,103,"cap20_halves",-0.539249403934541,0.539249403934541,-13,13
"1242","Rodrigo Ramírez Parra",-1.02642683099142,14,74,-0.526327872450545,60,107,"cap20_halves",0.500098958540872,0.500098958540872,46,46
"1202","Eduardo Cretton Rebolledo",-1.07744005614475,11,75,-0.6224755362477,45,109,"cap20_halves",0.454964519897052,0.454964519897052,34,34
"1140","Daniel Lilayu Vivanco",-1.07605298171903,13,73,-0.625856113547707,44,108,"cap20_halves",0.45019686817132,0.45019686817132,31,31
"1075","Diego Schalper Sepúlveda",-1.02633408925945,15,73,-0.577412972719068,52,93,"cap20_halves",0.448921116540379,0.448921116540379,37,37
"1214","Constanza Hube Portus",-1.07721516715735,12,74,-0.656470474815376,42,109,"cap20_halves",0.420744692341978,0.420744692341978,30,30
"1152","Gloria Naveillan Arriagada",-1.08589720298844,10,67,-0.665809574161721,40,94,"cap20_halves",0.420087628826717,0.420087628826717,30,30
"1059","Ximena Ossandón Irarrázabal",-0.951534691133552,18,67,-0.549282639338595,55,105,"cap20_halves",0.402252051794957,0.402252051794957,37,37
"1249","Omar Sabat Guzmán",-0.967181569984743,17,73,-0.585987676476341,51,104,"cap20_halves",0.381193893508402,0.381193893508402,34,34
"1132","Jorge Guzmán Zepeda",-0.866419398722601,20,71,-0.488546013648877,66,109,"cap20_halves",0.377873385073723,0.377873385073723,46,46
"1192","Lilian Betancurt Delgado",0.40877389353639,83,70,0.0418853652793424,80,31,"cap20_halves",-0.366888528257047,0.366888528257047,-3,3
"803","René Alinco Bustos",0.456172133668713,85,63,0.813985530868244,112,77,"cap20_halves",0.357813397199532,0.357813397199532,27,27
"1060","Luis Pardo Sáinz",-0.85163003401252,23,75,-0.499183666090979,65,103,"cap20_halves",0.352446367921541,0.352446367921541,42,42
"915","Germán Verdugo Soto",-0.89156112170212,19,74,-0.562299146533785,54,99,"cap20_halves",0.329261975168335,0.329261975168335,35,35
"1181","Nelson Venegas Salazar",0.838117107378209,118,70,1.13983518621654,122,106,"cap20_halves",0.301718078838328,0.301718078838328,4,4
"1240","Zandra Parisi Fernández",0.397729135819203,82,67,0.100786659630842,81,64,"cap20_halves",-0.29694247618836,0.29694247618836,-1,1
"1086","Gonzalo Winter Etcheberry",1.07901961149709,125,46,1.37499045632663,141,109,"cap20_halves",0.295970844829539,0.295970844829539,16,16
"1157","Marlene Pérez Cartes",-0.726692712860695,56,72,-0.432883089459355,75,68,"cap20_halves",0.29380962340134,0.29380962340134,19,19
"1260","César Valenzuela Maass",0.840539381555397,119,71,1.13046386470901,120,110,"cap20_halves",0.289924483153609,0.289924483153609,1,1
"1199","Jaime Coloma Álamos",-0.851969365520158,21,72,-0.567271885262268,53,109,"cap20_halves",0.28469748025789,0.28469748025789,32,32
"1246","José Antonio Rivas Villalobos",0.859183855226265,120,73,1.13890933611849,121,106,"cap20_halves",0.279725480892222,0.279725480892222,1,1
"1258","Guillermo Valdés Carmona",0.494261623644757,87,76,0.220112218041533,83,105,"cap20_halves",-0.274149405603224,0.274149405603224,-4,4
"1142","Daniel Manouchehri Lobos",0.815222720252019,115,68,1.08632233943569,117,92,"cap20_halves",0.271099619183669,0.271099619183669,2,2
"1180","Consuelo Veloso Ávila",1.09968020494984,128,72,1.36425145444688,139,108,"cap20_halves",0.264571249497038,0.264571249497038,11,11
"1259","Juan Marcelo Valenzuela Henríquez",0.298818163898162,79,73,0.0383503793829358,79,102,"cap20_halves",-0.260467784515226,0.260467784515226,0,0
"1204","Francisco Crisóstomo Llanos",0.830701764873722,117,71,1.09040475836919,118,108,"cap20_halves",0.259702993495466,0.259702993495466,1,1
"1056","Emilia Nuyado Ancapichun",0.91932600814714,123,75,1.17873137327775,123,111,"cap20_halves",0.259405365130607,0.259405365130607,0,0
"1183","Flor Weisse Novoa",-0.727174833890131,55,53,-0.488367889541846,67,97,"cap20_halves",0.238806944348285,0.238806944348285,12,12
"1255","Eileen Urqueta Rojas",0.534796587106167,91,75,0.298345412810405,87,107,"cap20_halves",-0.236451174295762,0.236451174295762,-4,4
"1233","Ricardo Neumann Bertín",-0.851969365520158,22,72,-0.621471064076358,46,108,"cap20_halves",0.2304983014438,0.2304983014438,24,24
"1195","Carlos Carvajal Gallardo",0.786351680732724,110,72,0.574702043392886,92,100,"cap20_halves",-0.211649637339837,0.211649637339837,-18,18
"1028","Eduardo Durán Salinas",-0.680840723268572,66,70,-0.471056469000862,69,104,"cap20_halves",0.20978425426771,0.20978425426771,3,3
"1201","Flor Contreras Vivallo",0.433795845924891,84,75,0.224144370403584,84,105,"cap20_halves",-0.209651475521307,0.209651475521307,0,0
"1236","Paula Olmos Contreras",0.470291077223002,86,69,0.261091503379033,86,83,"cap20_halves",-0.209199573843969,0.209199573843969,0,0
"1166","Natalia Romero Talguia",-0.53188557947323,76,77,-0.325447938154759,76,104,"cap20_halves",0.206437641318471,0.206437641318471,0,0
"1176","Hotuiti Teao Drago",-0.710354017319497,61,66,-0.507858430399452,64,93,"cap20_halves",0.202495586920045,0.202495586920045,3,3
"1175","Cristián Tapia Ramos",0.796909807985572,113,73,0.596735170545281,93,93,"cap20_halves",-0.200174637440291,0.200174637440291,-20,20
"1119","Sara Concha Smith",-0.704502324836342,63,72,-0.507880040728887,63,107,"cap20_halves",0.196622284107455,0.196622284107455,0,0
"1065","Guillermo Ramírez Diez",-0.803623034043508,25,73,-0.614215105969185,48,93,"cap20_halves",0.189407928074323,0.189407928074323,23,23
"1200","Cristian Contreras Radovic",-0.345250117949737,77,71,-0.156308486697177,77,105,"cap20_halves",0.18894163125256,0.18894163125256,0,0
"1114","Félix Bugueño Sotelo",1.04606704775934,124,74,1.23227944962149,126,90,"cap20_halves",0.186212401862155,0.186212401862155,2,2
"1239","Fabián Ossandón Briceño",0.56085684728742,92,75,0.375534802889849,89,94,"cap20_halves",-0.185322044397571,0.185322044397571,-3,3
"1184","Roberto Celedón Fernández",1.08839002297247,126,72,1.27271766042837,130,110,"cap20_halves",0.1843276374559,0.1843276374559,4,4
"1143","Cristóbal Martínez Ramírez",-0.694985821545297,64,77,-0.51599250684324,62,107,"cap20_halves",0.178993314702057,0.178993314702057,-2,2
"1207","Valentina Cáceres Monsálvez",1.09273351067082,127,72,1.26831078581318,128,95,"cap20_halves",0.175577275142358,0.175577275142358,1,1
"1206","Carolina Cucumides Calderón",0.918072246492326,122,75,1.09189642961765,119,109,"cap20_halves",0.173824183125322,0.173824183125322,-3,3
"1243","Tamara Ramírez Ramírez",0.534796587106167,90,75,0.364889674906351,88,103,"cap20_halves",-0.169906912199816,0.169906912199816,-2,2
"1074","Marisela Santibáñez Novoa",1.15775750844152,129,66,1.3248931586314,137,88,"cap20_halves",0.167135650189881,0.167135650189881,8,8
"1261","Daniel Valenzuela Salazar",-0.834828406821796,24,71,-0.668980148896565,38,95,"cap20_halves",0.16584825792523,0.16584825792523,14,14
"1257","Alejandra Valdebenito Torres",-0.705512271752352,62,77,-0.543595857518252,56,106,"cap20_halves",0.1619164142341,0.1619164142341,-6,6
"1230","Alex Nahuelquin Nahuelquin",0.378184273687687,80,73,0.219878951075994,82,103,"cap20_halves",-0.158305322611693,0.158305322611693,2,2
"1193","Patricio Briones Moller",0.39542646573082,81,76,0.237730286149795,85,106,"cap20_halves",-0.157696179581025,0.157696179581025,4,4
"1196","Priscilla Castillo Gerli",0.503288485556467,88,78,0.652229379498839,97,105,"cap20_halves",0.148940893942371,0.148940893942371,9,9
"1039","Pamela Jiles Moreno",0.531859821094533,89,73,0.385269332598257,90,103,"cap20_halves",-0.146590488496276,0.146590488496276,1,1
"1248","Felipe Ross Correa",-1.56945059545152,8,72,-1.42336306656508,9,109,"cap20_halves",0.146087528886444,0.146087528886444,1,1
"1231","Ximena Naranjo Pinto",-0.616394807302045,70,75,-0.472371863546198,68,103,"cap20_halves",0.144022943755847,0.144022943755847,-2,2
"1054","Francesca Muñoz González",-0.658395878239044,69,65,-0.516162639854297,61,106,"cap20_halves",0.142233238384747,0.142233238384747,-8,8
"1197","Carlos Chandía Alarcón",-0.583048507458948,73,67,-0.441382221507929,74,105,"cap20_halves",0.141666285951019,0.141666285951019,1,1
"1062","Joanna Pérez Olea",-0.586793086701473,72,58,-0.449966591913557,71,87,"cap20_halves",0.136826494787916,0.136826494787916,-1,1
"1110","Carlos Bianchi Chelech",0.780370588280636,108,70,0.643727755603134,94,104,"cap20_halves",-0.136642832677502,0.136642832677502,-14,14
"1131","Mauro González Villarroel",-0.665210869268537,68,62,-0.528841329911623,57,101,"cap20_halves",0.136369539356914,0.136369539356914,-11,11
"1174","Marco Antonio Sulantay Olivares",-0.723327925163274,57,72,-0.590600686997354,50,106,"cap20_halves",0.13272723816592,0.13272723816592,-7,7
"1235","Javier Olivares Avendaño",0.0621060764442521,78,78,-0.0613765113379322,78,108,"cap20_halves",-0.123482587782184,0.123482587782184,0,0
"1073","Juan Santana Castillo",1.31243107010586,138,67,1.43430638544826,153,102,"cap20_halves",0.121875315342401,0.121875315342401,15,15
"1178","Héctor Ulloa Aguilera",0.778546834054112,107,72,0.660990799939459,99,93,"cap20_halves",-0.117556034114653,0.117556034114653,-8,8
"1222","Andrea Macías Palma",1.31999193554345,139,69,1.2169778756437,124,101,"cap20_halves",-0.103014059899751,0.103014059899751,-15,15
"1226","José Montalva Feuerhake",0.767422710282636,106,71,0.669003635131428,100,109,"cap20_halves",-0.0984190751512083,0.0984190751512083,-6,6
"1038","Marcos Ilabaca Cerda",0.900666660278685,121,45,0.998369415671113,116,106,"cap20_halves",0.0977027553924282,0.0977027553924282,-5,5
"1087","Gael Yeomans Araya",1.36592612172747,143,68,1.26924325219499,129,103,"cap20_halves",-0.0966828695324737,0.0966828695324737,-14,14
"1189","Jaime Bassa Mercado",1.29314933696972,136,75,1.38829262372145,150,103,"cap20_halves",0.095143286751731,0.095143286751731,14,14
"1241","Patricio Pinilla Valencia",0.74588498317815,103,74,0.839500584758295,114,98,"cap20_halves",0.0936156015801451,0.0936156015801451,11,11
"1044","Raúl Leiva Carvajal",0.823579466261993,116,69,0.915821050557782,115,79,"cap20_halves",0.0922415842957883,0.0922415842957883,-1,1
"1077","Raúl Soto Mardones",0.794039864861605,111,73,0.707856902273939,106,87,"cap20_halves",-0.0861829625876658,0.0861829625876658,-5,5
"1102","Roberto Arroyo Muñoz",-0.53814084209861,75,68,-0.452431458355568,70,77,"cap20_halves",0.0857093837430425,0.0857093837430425,-5,5
"1177","Carolina Tello Rojas",1.33897529671606,140,73,1.25382593621423,127,106,"cap20_halves",-0.085149360501833,0.085149360501833,-13,13
"1237","Francisco Orrego Gutiérrez",-0.718592144378752,59,75,-0.639573345341468,43,102,"cap20_halves",0.0790187990372839,0.0790187990372839,-16,16
"815","Sergio Bobadilla Muñoz",-0.690759773407,65,75,-0.611806349050518,49,108,"cap20_halves",0.078953424356482,0.078953424356482,-16,16
"1264","Fernando Zamorano Peralta",0.781725139274323,109,71,0.705626140573658,105,102,"cap20_halves",-0.0760989987006646,0.0760989987006646,-4,4
"1153","Coca Ericka Ñanco Vásquez",1.29807869045063,137,75,1.22375458280685,125,30,"cap20_halves",-0.0743241076437828,0.0743241076437828,-12,12
"1105","Héctor Barría Angulo",0.672780522067586,97,69,0.742324131798824,110,95,"cap20_halves",0.0695436097312381,0.0695436097312381,13,13
"1061","Andrea Parra Sauterel",0.764047821451033,105,72,0.697245113486548,103,103,"cap20_halves",-0.0668027079644847,0.0668027079644847,-2,2
"1013","Alejandro Bernales Maldonado",0.738381394501411,101,70,0.679188931393374,101,99,"cap20_halves",-0.0591924631080378,0.0591924631080378,0,0
"1009","Jorge Alessandri Vergara",-0.728962942768147,54,65,-0.670266586459717,37,103,"cap20_halves",0.0586963563084301,0.0586963563084301,-17,17
"1224","Cristian Mella Andaur",0.710109540941627,100,70,0.651667553896417,96,107,"cap20_halves",-0.0584419870452108,0.0584419870452108,-4,4
"843","René Manuel García García",-0.609103148190553,71,48,-0.666384202702854,39,105,"cap20_halves",-0.0572810545123011,0.0572810545123011,-32,32
"1099","Jaime Araya Guerrero",0.796232476987991,112,68,0.744793981935098,111,81,"cap20_halves",-0.051438495052893,0.051438495052893,-1,1
"1186","Ignacio Achurra Díaz",1.23517615286115,130,71,1.28619348379053,132,111,"cap20_halves",0.0510173309293811,0.0510173309293811,2,2
"1219","Tomás Kast Sommerhoff",-0.666634699057514,67,71,-0.618663224950694,47,107,"cap20_halves",0.0479714741068207,0.0479714741068207,-20,20
"1128","Ana María Gazmuri Vieira",1.36592612172747,146,73,1.41311142115261,152,98,"cap20_halves",0.0471852994251436,0.0471852994251436,6,6
"872","Jaime Mulet Martínez",0.614515182078061,93,72,0.572447437293329,91,97,"cap20_halves",-0.0420677447847327,0.0420677447847327,-2,2
"1229","Javier Muñoz Riquelme",0.650728747134553,96,77,0.685688785747619,102,92,"cap20_halves",0.0349600386130668,0.0349600386130668,6,6
"1127","Lorena Fries Monleón",1.25690202746497,131,71,1.29164693420102,134,101,"cap20_halves",0.0347449067360488,0.0347449067360488,3,3
"1211","Sofía González Cortés",1.36592612172747,152,73,1.40057270416347,151,109,"cap20_halves",0.0346465824360056,0.0346465824360056,-1,1
"1209","Matías Fernández Hartwig",1.25705343347623,132,72,1.29080391653865,133,112,"cap20_halves",0.0337504830624265,0.0337504830624265,1,1
"1205","Carlos Cuadrado Prats",0.801914531467696,114,73,0.833906302021993,113,90,"cap20_halves",0.0319917705542972,0.0319917705542972,-1,1
"1238","Álvaro Ortiz Vera",0.68603554114561,98,74,0.713553694445691,107,107,"cap20_halves",0.0275181533000805,0.0275181533000805,9,9
"1116","Felipe Camaño Cárdenas",0.620236975085648,94,75,0.645432737558638,95,97,"cap20_halves",0.0251957624729903,0.0251957624729903,1,1
"986","Marcela Hernando Pérez",0.74911423807517,104,68,0.727891353212348,108,93,"cap20_halves",-0.0212228848628214,0.0212228848628214,4,4
"1108","Juan Carlos Beltrán Silva",-0.54720235728315,74,61,-0.527472919170417,58,109,"cap20_halves",0.0197294381127335,0.0197294381127335,-16,16
"1208","Jorge Díaz Ibarra",0.636123728123298,95,77,0.653855352715117,98,96,"cap20_halves",0.0177316245918197,0.0177316245918197,3,3
"1250","Bernardo Salinas Maya",1.36592612172747,154,74,1.38194185056628,149,75,"cap20_halves",0.0160157288388163,0.0160157288388163,-5,5
"1015","Jorge Brito Hasbún",1.33974986500533,141,72,1.32564758683194,138,83,"cap20_halves",-0.0141022781733879,0.0141022781733879,-3,3
"1117","Nathalie Castillo Rojas",1.36592612172747,144,64,1.37922298756837,148,86,"cap20_halves",0.0132968658409045,0.0132968658409045,4,4
"1122","Luis Alberto Cuello Peña y Lillo",1.36592612172747,145,73,1.37719720177611,147,107,"cap20_halves",0.011271080048642,0.011271080048642,2,2
"1210","Gustavo Gatica Villarroel",1.36592612172747,151,72,1.37705559611842,146,109,"cap20_halves",0.011129474390954,0.011129474390954,-5,5
"1213","Irací Hassler Jacob",1.36592612172747,153,73,1.37698023922413,145,110,"cap20_halves",0.0110541174966625,0.0110541174966625,-8,8
"1173","Daniela Serrano Salazar",1.36592612172747,149,73,1.37698023922413,143,110,"cap20_halves",0.0110541174966625,0.0110541174966625,-6,6
"1188","Marcos Barraza Gómez",1.36592612172747,150,73,1.37698023922413,144,110,"cap20_halves",0.0110541174966625,0.0110541174966625,-6,6
"1012","Boris Barrera Moreno",1.36592612172747,142,73,1.37698023922413,142,110,"cap20_halves",0.0110541174966625,0.0110541174966625,0,0
"1252","Constanza Schonhaut Soto",1.28268733699381,133,73,1.29171876813902,136,105,"cap20_halves",0.00903143114520799,0.00903143114520799,3,3
"1256","Tatiana Urrutia Herrera",1.28268733699381,134,73,1.29170871482473,135,101,"cap20_halves",0.00902137783091828,0.00902137783091828,1,1
"1171","Emilia Schneider Videla",1.29254160389667,135,74,1.28609896545106,131,111,"cap20_halves",-0.00644263844560711,0.00644263844560711,-4,4
"1141","Luis Malla Valenzuela",0.74161697648248,102,68,0.739912281552684,109,103,"cap20_halves",-0.0017046949297963,0.0017046949297963,7,7
"1159","Lorena Pizarro Sierra",1.36592612172747,148,73,1.36758477257715,140,101,"cap20_halves",0.00165865084968431,0.00165865084968431,-8,8
"1182","Sebastián Videla Castillo",0.700669420540243,99,73,0.699229096395033,104,104,"cap20_halves",-0.00144032414520956,0.00144032414520956,5,5
"1148","Javiera Morales Alvarado",1.36592612172747,147,23,NA,NA,12,"cap20_halves",NA,NA,NA,NA
"1107","María Francisca Bello Campos",NA,NA,0,NA,NA,0,"cap20_halves",NA,NA,NA,NA
