"spec_id","start_date","end_date","selected_rollcalls","selected_bills","largest_bill_rollcalls","largest_bill_share","estimated_members","anchor_id","anchor_name","sign_flipped_to_full","correlation_raw_to_full_before_sign","correlation_aligned_to_full","correct_classification_1d","apre_1d","gmp_1d","eigenvalue_1"
"early_raw","2026-03-23","2026-05-20",138,23,72,0.521739130434783,154,"1012","Boris Barrera Moreno",FALSE,0.99077765526907,0.99077765526907,95.6116104125977,0.879824221134186,0.896576344966888,24.1005611419678
"late_raw","2026-05-20","2026-09-01",138,34,44,0.318840579710145,153,"1209","Matías Fernández Hartwig",FALSE,0.979691852818496,0.979691852818496,96.0029830932617,0.890893220901489,0.897414565086365,24.7150440216064
"early_cap20","2026-03-23","2026-05-20",78,23,20,0.256410256410256,154,"1177","Carolina Tello Rojas",FALSE,0.947492662967831,0.947492662967831,96.8139038085938,0.913619637489319,0.924138307571411,24.5698070526123
"late_cap20","2026-05-20","2026-09-01",114,34,20,0.175438596491228,153,"1209","Matías Fernández Hartwig",FALSE,0.973012609964639,0.973012609964639,95.926628112793,0.888031601905823,0.89658260345459,23.9676170349121
