vote_id,boletin,fecha,spec_id,spread_1d,spread_2d,midpoint_1d,midpoint_2d,gmp,apre,weighted_spread_1,weighted_spread_2,relative_dim2_loading,topic_primary,topic_secondary,topic_method,topic_confidence,topic_source_layer,taxonomy_version,tipo_votacion_proyecto,resultado,cluster_id,descripcion,url_original,project_title,project_initiative,project_origin_chamber,project_stage,topic_primary_internal,topic_secondary_internal,topic_confidence_internal,topic_validation_status,special_omnibus,special_omnibus_label,interpretation_unit,omnibus_audit_required,n_affirmative,n_against,n_abstention,n_no_vote,n_excused,n_binary,minority_share_binary_observed,alignment_binary_summary,alignment_yes_share_gap,alignment_groups_binary_n3plus,party_binary_summary,party_yes_share_gap,party_groups_binary_n2plus,caucus_binary_summary,caucus_yes_share_gap,caucus_groups_binary_n2plus,midpoint_1_display,spread_1_display,d1_display_multiplier,rank_relative_dim2_loading,rank_bill_diverse_d2,rank_non_omnibus_bill_diverse_d2,rank_within_omnibus_d2
88502,10634-29,2026-03-25,raw_lop025_2d,-0.319999933242798,-0.781337201595306,-0.962144494056702,-0.154814764857292,0.854921638965607,0.631578947368421,-0.203700976791765,-0.39307345094776,0.887860553021725,Deportes,Economía y hacienda,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Única,Aprobado,bill:10634-29,Boletín N°10634-29,,"Modifica la ley N° 20.019, que Regula las Sociedades Anónimas Deportivas Profesionales, en materia de fiscalización, de conflictos de interés, y de fomento de la participación de los hinchas en la propiedad de las mismas",,,,Deportes,Economía y hacienda,0.97,internal_not_external_validated,0,,rollcall_with_project_context,0,119,19,11,6,0,138,0.137681,no_alineado: 14S/8N (63.6% S) | oficialismo: 43S/11N (79.6% S) | oposicion: 62S/0N (100.0% S),0.363636,3,Evolución Política: 1S/1N (50.0% S) | Frente Amplio: 14S/0N (100.0% S) | Independientes: 22S/2N (91.7% S) | Partido Comunista: 7S/0N (100.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/8N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 27S/0N (100.0% S) | Partido Social Cristiano: 2S/0N (100.0% S) | Partido Socialista: 10S/0N (100.0% S) | Partido de la Gente: 14S/0N (100.0% S) | Renovación Nacional: 0S/5N (0.0% S) | Unión Demócrata Independiente: 5S/3N (62.5% S),1.0,14,"Comité Comunista e Independientes: 11S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 10S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/8N (0.0% S) | Comité Partido Republicano: 30S/0N (100.0% S) | Comité Partido de la Gente: 14S/0N (100.0% S) | Frente Amplio: 16S/0N (100.0% S) | Partido Por la Democracia e Independientes: 10S/0N (100.0% S) | Por definir: 2S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 2S/7N (22.2% S) | Socialista, Liberal, Radical e Independientes: 15S/0N (100.0% S) | Unión Demócrata Independiente: 9S/4N (69.2% S)",1.0,11,,,-1.0,12,11,10,
89409,17012-14,2026-07-14,raw_lop025_2d,0.20000071823597,0.40345561504364,0.13225120306015,0.0197158958762884,0.760407686233521,0.76,0.127313594258816,0.202969589295961,0.84713881001064,Vivienda y territorio,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Aprobado,bill:17012-14,Boletín N°17012-14,,"Modifica la ley N° 21.442, que aprueba nueva ley de copropiedad inmobiliaria, con el objeto de implementar sistemas de seguridad adicionales para impedir caídas accidentales desde edificaciones en altura",,,,Vivienda y territorio,,0.97,internal_not_external_validated,0,,rollcall_with_project_context,0,85,50,4,16,0,135,0.37037,no_alineado: 8S/11N (42.1% S) | oficialismo: 59S/3N (95.2% S) | oposicion: 18S/36N (33.3% S),0.61828,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 0S/13N (0.0% S) | Independientes: 14S/8N (63.6% S) | Partido Comunista: 0S/7N (0.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Nacional Libertario: 7S/0N (100.0% S) | Partido Por la Democracia: 0S/4N (0.0% S) | Partido Republicano: 28S/0N (100.0% S) | Partido Socialista: 4S/4N (50.0% S) | Partido de la Gente: 1S/11N (8.3% S) | Renovación Nacional: 8S/0N (100.0% S) | Unión Demócrata Independiente: 13S/0N (100.0% S),1.0,12,"Comité Comunista e Independientes: 0S/10N (0.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 9S/1N (90.0% S) | Comité Partido Nacional Libertarios: 7S/0N (100.0% S) | Comité Partido Republicano: 31S/0N (100.0% S) | Comité Partido de la Gente: 0S/11N (0.0% S) | Frente Amplio: 2S/13N (13.3% S) | Partido Por la Democracia e Independientes: 1S/7N (12.5% S) | Renovación Nacional, Evopoli e Independientes: 9S/3N (75.0% S) | Socialista, Liberal, Radical e Independientes: 6S/5N (54.5% S) | Unión Demócrata Independiente: 18S/0N (100.0% S)",1.0,10,,,-1.0,16,12,11,
89543,18384-08,2026-07-22,raw_lop025_2d,0.330000042915344,-0.568363189697266,0.810660362243652,-0.322723597288132,0.91338586807251,0,0.210066703458267,-0.285930939816808,0.805888546908976,Minería y energía,,institucional_destinacion,0.97,period_project,institutional-hybrid-v0.3,Única,Aprobado,bill:18384-08,Boletín N°18384-08,,Ley de protección tarifaria eléctrica,,Cámara de Diputados,,Minería y energía,,0.97,internal_not_external_validated,0,,rollcall_with_project_context,0,117,4,8,26,0,121,0.033058,no_alineado: 17S/0N (100.0% S) | oficialismo: 63S/0N (100.0% S) | oposicion: 37S/4N (90.2% S),0.097561,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 10S/0N (100.0% S) | Independientes: 17S/1N (94.4% S) | Partido Cristiano de Chile: 2S/0N (100.0% S) | Partido Demócrata Cristiano: 5S/2N (71.4% S) | Partido Nacional Libertario: 5S/0N (100.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 27S/0N (100.0% S) | Partido Socialista: 6S/1N (85.7% S) | Partido de la Gente: 12S/0N (100.0% S) | Renovación Nacional: 11S/0N (100.0% S) | Unión Demócrata Independiente: 13S/0N (100.0% S),0.285714,12,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 7S/3N (70.0% S) | Comité Partido Nacional Libertarios: 5S/0N (100.0% S) | Comité Partido Republicano: 29S/0N (100.0% S) | Comité Partido de la Gente: 11S/0N (100.0% S) | Frente Amplio: 12S/0N (100.0% S) | Partido Por la Democracia e Independientes: 9S/0N (100.0% S) | Por definir: 3S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 15S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 8S/1N (88.9% S) | Unión Demócrata Independiente: 16S/0N (100.0% S)",0.3,10,,,-1.0,21,13,12,
88813,14309-04,2026-05-11,raw_lop025_2d,-0.351269543170929,-0.55972820520401,0.0093913534656167,-0.134716793894768,0.947704255580902,1,-0.223606137463861,-0.281586870256682,0.783120281338209,Educación,Economía y hacienda,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Única,Unánime,bill:14309-04,Boletín N°14309-04,,Establece un sistema de subvenciones para la modalidad educativa de reingreso,,,,Educación,Economía y hacienda,0.97,internal_not_external_validated,0,,rollcall_with_project_context,0,58,81,0,16,0,139,0.417266,no_alineado: 10S/7N (58.8% S) | oficialismo: 0S/65N (0.0% S) | oposicion: 48S/9N (84.2% S),0.842105,3,Frente Amplio: 12S/0N (100.0% S) | Independientes: 12S/11N (52.2% S) | Partido Comunista: 8S/0N (100.0% S) | Partido Demócrata Cristiano: 0S/7N (0.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/6N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/28N (0.0% S) | Partido Social Cristiano: 0S/3N (0.0% S) | Partido Socialista: 8S/0N (100.0% S) | Partido de la Gente: 10S/1N (90.9% S) | Renovación Nacional: 0S/10N (0.0% S) | Unión Demócrata Independiente: 0S/12N (0.0% S),1.0,13,"Comité Comunista e Independientes: 12S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 0S/9N (0.0% S) | Comité Partido Nacional Libertarios: 0S/6N (0.0% S) | Comité Partido Republicano: 0S/31N (0.0% S) | Comité Partido de la Gente: 10S/0N (100.0% S) | Frente Amplio: 14S/0N (100.0% S) | Partido Por la Democracia e Independientes: 9S/0N (100.0% S) | Por definir: 0S/3N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 0S/14N (0.0% S) | Socialista, Liberal, Radical e Independientes: 13S/0N (100.0% S) | Unión Demócrata Independiente: 0S/17N (0.0% S)",1.0,11,,,-1.0,24,14,13,
89931,17818-24,2026-09-01,raw_lop025_2d,-0.383366674184799,0.60047847032547,0.00310143455862999,0.139441683888435,0.926407217979431,0.953125,-0.244038069662977,0.302087426617782,0.777885317345441,Cultura y comunicaciones,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Unánime,bill:17818-24,Boletín N°17818-24,,Modifica diversos cuerpos legales para reconocer y promover el circo tradicional chileno,,,,Cultura y comunicaciones,,0.97,internal_not_external_validated,0,,rollcall_with_project_context,0,64,78,1,12,0,142,0.450704,no_alineado: 0S/21N (0.0% S) | oficialismo: 3S/57N (5.0% S) | oposicion: 61S/0N (100.0% S),1.0,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 12S/0N (100.0% S) | Independientes: 16S/6N (72.7% S) | Partido Comunista: 8S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/7N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/27N (0.0% S) | Partido Socialista: 10S/0N (100.0% S) | Partido de la Gente: 0S/14N (0.0% S) | Renovación Nacional: 1S/8N (11.1% S) | Unión Demócrata Independiente: 1S/12N (7.7% S),1.0,14,"Comité Comunista e Independientes: 12S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 10S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/7N (0.0% S) | Comité Partido Republicano: 0S/29N (0.0% S) | Comité Partido de la Gente: 0S/13N (0.0% S) | Frente Amplio: 14S/0N (100.0% S) | Partido Por la Democracia e Independientes: 10S/0N (100.0% S) | Por definir: 0S/2N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 1S/12N (7.7% S) | Socialista, Liberal, Radical e Independientes: 15S/0N (100.0% S) | Unión Demócrata Independiente: 2S/14N (12.5% S)",1.0,11,,,-1.0,25,15,14,
89306,16743-04,2026-07-07,raw_lop025_2d,-0.314937829971313,-0.471616119146347,-0.0792806074023247,-0.0816131085157394,0.895183324813843,0.951612903225806,-0.200478615553834,-0.237259630153208,0.763829860949556,Educación,Economía y hacienda,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Unánime,bill:16743-04,Boletín N°16743-04,,"Modifica diversos cuerpos legales, con el objeto de facilitar la creación de nuevos establecimientos educacionales",,,,Educación,Economía y hacienda,0.97,internal_not_external_validated,0,,rollcall_with_project_context,0,62,81,1,10,1,143,0.433566,no_alineado: 11S/9N (55.0% S) | oficialismo: 1S/64N (1.5% S) | oposicion: 50S/8N (86.2% S),0.846684,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 12S/1N (92.3% S) | Independientes: 13S/11N (54.2% S) | Partido Comunista: 8S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 0S/5N (0.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/8N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/27N (0.0% S) | Partido Socialista: 9S/0N (100.0% S) | Partido de la Gente: 11S/1N (91.7% S) | Renovación Nacional: 0S/11N (0.0% S) | Unión Demócrata Independiente: 0S/12N (0.0% S),1.0,14,"Comité Comunista e Independientes: 11S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 1S/7N (12.5% S) | Comité Partido Nacional Libertarios: 0S/8N (0.0% S) | Comité Partido Republicano: 0S/30N (0.0% S) | Comité Partido de la Gente: 11S/0N (100.0% S) | Frente Amplio: 14S/1N (93.3% S) | Partido Por la Democracia e Independientes: 10S/0N (100.0% S) | Por definir: 0S/2N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 1S/15N (6.2% S) | Socialista, Liberal, Radical e Independientes: 14S/0N (100.0% S) | Unión Demócrata Independiente: 0S/17N (0.0% S)",1.0,11,,,-1.0,27,16,15,
89314,14767-03,2026-07-07,raw_lop025_2d,-0.662284433841705,0.959374904632568,0.0942146480083466,0.18446758389473,0.980837464332581,0.983333333333333,-0.421587544473567,0.482640278418387,0.753135301086447,"Economía, comercio y consumidores",,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Unánime,bill:14767-03,Boletín N°14767-03,,"Modifica la ley N°17.336, sobre Propiedad Intelectual, con el objeto de regular las medidas tecnológicas de protección",,,,"Economía, comercio y consumidores",,0.97,internal_not_external_validated,0,,rollcall_with_project_context,0,60,84,1,10,0,144,0.416667,no_alineado: 0S/20N (0.0% S) | oficialismo: 1S/64N (1.5% S) | oposicion: 59S/0N (100.0% S),1.0,3,Evolución Política: 0S/2N (0.0% S) | Frente Amplio: 13S/0N (100.0% S) | Independientes: 14S/9N (60.9% S) | Partido Comunista: 8S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 7S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Nacional Libertario: 0S/8N (0.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/27N (0.0% S) | Partido Socialista: 9S/0N (100.0% S) | Partido de la Gente: 0S/12N (0.0% S) | Renovación Nacional: 0S/11N (0.0% S) | Unión Demócrata Independiente: 0S/12N (0.0% S),1.0,14,"Comité Comunista e Independientes: 11S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 9S/0N (100.0% S) | Comité Partido Nacional Libertarios: 0S/8N (0.0% S) | Comité Partido Republicano: 0S/30N (0.0% S) | Comité Partido de la Gente: 0S/11N (0.0% S) | Frente Amplio: 15S/0N (100.0% S) | Partido Por la Democracia e Independientes: 10S/0N (100.0% S) | Por definir: 0S/2N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 0S/16N (0.0% S) | Socialista, Liberal, Radical e Independientes: 14S/0N (100.0% S) | Unión Demócrata Independiente: 1S/16N (5.9% S)",1.0,11,,,-1.0,29,17,16,
88871,18155-25,2026-05-13,raw_lop025_2d,0.349661141633987,0.495543301105499,0.0967094823718071,0.0239214971661568,0.937807500362396,0.918367346938776,0.222582284237305,0.249296865760236,0.745943909590126,Seguridad,Constitución y justicia,institucional_destinacion,0.97,period_project,institutional-hybrid-v0.3,Particular,Aprobado,bill:18155-25,Boletín N°18155-25,,Modifica el Código Penal para establecer nuevas agravantes por delitos cometidos contra la comunidad educativa y en recintos educacionales,,Cámara de Diputados,,Seguridad,,0.97,internal_not_external_validated,0,,rollcall_with_project_context,0,81,49,12,13,0,130,0.376923,no_alineado: 10S/9N (52.6% S) | oficialismo: 62S/0N (100.0% S) | oposicion: 9S/40N (18.4% S),0.816327,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 0S/14N (0.0% S) | Independientes: 11S/7N (61.1% S) | Partido Comunista: 0S/8N (0.0% S) | Partido Demócrata Cristiano: 5S/0N (100.0% S) | Partido Nacional Libertario: 8S/0N (100.0% S) | Partido Republicano: 28S/0N (100.0% S) | Partido Social Cristiano: 2S/0N (100.0% S) | Partido Socialista: 0S/10N (0.0% S) | Partido de la Gente: 2S/9N (18.2% S) | Renovación Nacional: 9S/0N (100.0% S) | Unión Demócrata Independiente: 11S/0N (100.0% S),1.0,12,"Comité Comunista e Independientes: 0S/12N (0.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 7S/1N (87.5% S) | Comité Partido Nacional Libertarios: 8S/0N (100.0% S) | Comité Partido Republicano: 31S/0N (100.0% S) | Comité Partido de la Gente: 1S/9N (10.0% S) | Frente Amplio: 0S/16N (0.0% S) | Partido Por la Democracia e Independientes: 2S/0N (100.0% S) | Por definir: 2S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 14S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 0S/11N (0.0% S) | Unión Demócrata Independiente: 15S/0N (100.0% S)",1.0,11,,,-1.0,31,18,17,
89585,18258-07,2026-08-04,raw_lop025_2d,0.274441570043564,0.271861702203751,0.106418520212173,0.0560186803340912,0.815019905567169,0.666666666666667,0.174700086101964,0.136767604623938,0.616436268005826,Seguridad,Constitución y justicia,hibrido_institucional_texto,0.87,period_project,institutional-hybrid-v0.3,Particular,Aprobado,bill:18258-07,Boletín N°18258-07,,"Modifica la ley N°18.415, orgánica constitucional de los estados de excepción, en materia de control de identidad y otros",,Cámara de Diputados,,Seguridad,,0.87,internal_not_external_validated,0,,rollcall_with_project_context,0,90,45,11,9,0,135,0.333333,no_alineado: 9S/12N (42.9% S) | oficialismo: 67S/0N (100.0% S) | oposicion: 14S/33N (29.8% S),0.702128,3,Evolución Política: 2S/0N (100.0% S) | Frente Amplio: 0S/11N (0.0% S) | Independientes: 19S/3N (86.4% S) | Partido Comunista: 0S/8N (0.0% S) | Partido Cristiano de Chile: 2S/0N (100.0% S) | Partido Demócrata Cristiano: 3S/4N (42.9% S) | Partido Nacional Libertario: 8S/0N (100.0% S) | Partido Por la Democracia: 1S/2N (33.3% S) | Partido Republicano: 28S/0N (100.0% S) | Partido Socialista: 0S/2N (0.0% S) | Partido de la Gente: 1S/12N (7.7% S) | Renovación Nacional: 10S/0N (100.0% S) | Unión Demócrata Independiente: 13S/0N (100.0% S),1.0,13,"Comité Comunista e Independientes: 0S/11N (0.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 5S/5N (50.0% S) | Comité Partido Nacional Libertarios: 8S/0N (100.0% S) | Comité Partido Republicano: 31S/0N (100.0% S) | Comité Partido de la Gente: 0S/12N (0.0% S) | Frente Amplio: 0S/12N (0.0% S) | Partido Por la Democracia e Independientes: 7S/2N (77.8% S) | Por definir: 3S/0N (100.0% S) | Renovación Nacional, Evopoli e Independientes: 15S/0N (100.0% S) | Socialista, Liberal, Radical e Independientes: 2S/3N (40.0% S) | Unión Demócrata Independiente: 18S/0N (100.0% S)",1.0,11,,,-1.0,36,19,18,
89780,17912-25,2026-08-17,raw_lop025_2d,-0.636089086532593,0.603715896606445,-0.324459791183472,-0.127778768539429,0.967173099517822,0.980769230769231,-0.404912485262799,0.303716104118166,0.600040132253295,Seguridad,,institucional_destinacion,0.97,inherited_rollcall_project,institutional-hybrid-v0.3,Particular,Unánime,bill:17912-25,Boletín N°17912-25,,Modifica la ley N° 19.913 para incorporar los delitos contra la propiedad industrial al catálogo de precedentes de lavado de activos,,,,Seguridad,,0.97,internal_not_external_validated,0,,rollcall_with_project_context,0,52,60,18,25,0,112,0.464286,no_alineado: 0S/4N (0.0% S) | oficialismo: 1S/56N (1.8% S) | oposicion: 51S/0N (100.0% S),1.0,3,Frente Amplio: 8S/0N (100.0% S) | Independientes: 10S/7N (58.8% S) | Partido Comunista: 8S/0N (100.0% S) | Partido Cristiano de Chile: 0S/2N (0.0% S) | Partido Demócrata Cristiano: 6S/0N (100.0% S) | Partido Liberal de Chile: 2S/0N (100.0% S) | Partido Por la Democracia: 4S/0N (100.0% S) | Partido Republicano: 0S/27N (0.0% S) | Partido Socialista: 10S/0N (100.0% S) | Partido de la Gente: 0S/3N (0.0% S) | Renovación Nacional: 1S/8N (11.1% S) | Unión Demócrata Independiente: 0S/11N (0.0% S),1.0,12,"Comité Comunista e Independientes: 10S/0N (100.0% S) | Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes: 7S/0N (100.0% S) | Comité Partido Republicano: 0S/30N (0.0% S) | Comité Partido de la Gente: 0S/2N (0.0% S) | Frente Amplio: 10S/0N (100.0% S) | Partido Por la Democracia e Independientes: 9S/0N (100.0% S) | Por definir: 0S/2N (0.0% S) | Renovación Nacional, Evopoli e Independientes: 1S/11N (8.3% S) | Socialista, Liberal, Radical e Independientes: 15S/0N (100.0% S) | Unión Demócrata Independiente: 0S/13N (0.0% S)",1.0,10,,,-1.0,39,20,19,
