boletin,fecha,sesion,etapa,subetapa,documento_url,fuente
18215-10,2026-04-22,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18437&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18215-10,2026-04-22,,Primer trámite constitucional / C. Diputados,Texto del acuerdo internacional.,https://www.camara.cl/verDoc.aspx?prmID=36162&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18215-10,2026-05-05,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=27958&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18215-10,2026-05-13,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36172&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18215-10,2026-06-10,,Segundo trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28041&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18215-10,2026-06-16,30ª / 374,Segundo trámite constitucional / Senado,Cuenta del Mensaje 153-374 que retira y hace presente la urgencia Simple,https://www.camara.cl/verDoc.aspx?prmID=80501&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18215-10,2026-07-08,41ª / 374,Segundo trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=80582&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18215-10,2026-07-08,,Segundo trámite constitucional / Senado,Oficio aprobación sin modificaciones a Cámara de Origen,https://www.camara.cl/verDoc.aspx?prmID=36806&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18215-10,2026-07-13,,Trámite finalización en Cámara de Origen / C. Diputados,Oficio de ley al Ejecutivo,https://www.camara.cl/verDoc.aspx?prmID=36992&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18871&prmBOLETIN=18215-10
18216-05,2026-04-22,16ª / 374,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Contiene Informes Financiero y de Impacto Regulatorio,https://www.camara.cl/verDoc.aspx?prmID=18438&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-04-22,16ª / 374,Primer trámite constitucional / C. Diputados,Texto del mensaje,https://www.camara.cl/verDoc.aspx?prmID=36065&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-04-24,,Primer trámite constitucional / C. Diputados,Oficio N° 21184. Oficio a la Corte Suprema.,https://www.camara.cl/verDoc.aspx?prmID=36091&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-05-11,,Primer trámite constitucional / C. Diputados,S.E. el Presidente de la República formula indicaciones al proyecto. (033-374). Incluye informe financiero complementario N° 093 /11.05.2026.,https://www.camara.cl/verDoc.aspx?prmID=36160&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-05-13,,Primer trámite constitucional / C. Diputados,S.E. el Presidente de la República formula indicaciones al proyecto. (037-374). Incluye informe financiero complementario N° 097/13.05.2026.,https://www.camara.cl/verDoc.aspx?prmID=36182&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-05-18,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=27980&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-05-18,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=27983&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-05-18,,Primer trámite constitucional / C. Diputados,S.E. el Presidente de la República formula indicaciones al proyecto. (043-374). Incluye informe financiero complementario N° 100/13.05.2026.,https://www.camara.cl/verDoc.aspx?prmID=36193&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-05-20,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36238&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-06-02,,Segundo trámite constitucional / Senado,Oficio N°H-10. Oficio consulta al señor Ministro de Hacienda,https://www.camara.cl/verDoc.aspx?prmID=37117&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-06-19,,Segundo trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28055&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-06-23,35ª / 374,Segundo trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=80507&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-06-24,36ª / 374,Segundo trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=80549&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-06-24,37ª / 374,Segundo trámite constitucional / Senado,Discusión general. Aprobado en general Se fija como plazo para presentar indicaciones el 06/07/2026 a las 12:00,https://www.camara.cl/verDoc.aspx?prmID=80562&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-07,,Segundo trámite constitucional / Senado,I.F. 153. Informe Financiero,https://www.camara.cl/verDoc.aspx?prmID=36782&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-08,,Segundo trámite constitucional / Senado,IF 158. Informe Financiero,https://www.camara.cl/verDoc.aspx?prmID=36801&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-09,,Segundo trámite constitucional / Senado,IF 162. Informe Financiero,https://www.camara.cl/verDoc.aspx?prmID=36809&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-09,,Segundo trámite constitucional / Senado,IIR. Informe de impacto regulatorio,https://www.camara.cl/verDoc.aspx?prmID=36810&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-09,,Segundo trámite constitucional / Senado,Segundo informe de comisión. Pasa a Comisión de Hacienda,https://www.camara.cl/verDoc.aspx?prmID=28080&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-11,,Segundo trámite constitucional / Senado,Oficio N° H-19 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36813&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-13,,Segundo trámite constitucional / Senado,Oficio N° MA-27-2026 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36814&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-13,,Segundo trámite constitucional / Senado,Segundo informe de comisión. Pasa a Comisión de Hacienda,https://www.camara.cl/verDoc.aspx?prmID=28081&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-14,,Segundo trámite constitucional / Senado,Oficio N° H-20 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36826&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-14,,Segundo trámite constitucional / Senado,Segundo informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28086&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-15,43ª / 374,Segundo trámite constitucional / Senado,Discusión particular,https://www.camara.cl/verDoc.aspx?prmID=80741&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-15,43ª / 374,Segundo trámite constitucional / Senado,El Honorable Senador señor De Urresti hace reserva de constitucionalidad,https://www.camara.cl/verDoc.aspx?prmID=80741&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-15,43ª / 374,Segundo trámite constitucional / Senado,La Honorable Senadora señora Provoste hace reserva de constitucionalidad,https://www.camara.cl/verDoc.aspx?prmID=80741&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-16,43ª / 374,Segundo trámite constitucional / Senado,El Ejecutivo hace reserva de constitucionalidad,https://www.camara.cl/verDoc.aspx?prmID=80741&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-16,43ª / 374,Segundo trámite constitucional / Senado,El Honorable Senador señor Castro hace reserva de constitucionalidad,https://www.camara.cl/verDoc.aspx?prmID=80741&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-16,43ª / 374,Segundo trámite constitucional / Senado,El Honorable Senador señora Ibáñez hace reserva de constitucionalidad,https://www.camara.cl/verDoc.aspx?prmID=80741&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-16,43ª / 374,Segundo trámite constitucional / Senado,La Honorable Senadora señora Pascual hace reserva de constitucionalidad,https://www.camara.cl/verDoc.aspx?prmID=80741&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-17,,Segundo trámite constitucional / Senado,Oficio modificaciones a Cámara de Origen,https://www.camara.cl/verDoc.aspx?prmID=36869&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-21,,Comisión Mixta por rechazo de modificaciones / Senado,Oficio N° 249-26. Toma conocimiento rechazo enmienda y designa integrantes Comisión Mixta,https://www.camara.cl/verDoc.aspx?prmID=36879&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-21,,Tercer trámite constitucional / C. Diputados,Oficio rechazo modificaciones a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36876&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-22,,Comisión Mixta por rechazo de modificaciones / Senado,Informe de Comisión Mixta,https://www.camara.cl/verDoc.aspx?prmID=28108&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-22,,Comisión Mixta por rechazo de modificaciones / Senado,Oficio N° 21417. Comunica integración Comisión Mixta,https://www.camara.cl/verDoc.aspx?prmID=36882&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-07-22,,Disc. informe C.Mixta por rechazo de modific. en C. Origen / C. Diputados,Oficio aprobación de informe de Comisión Mixta a C. Revisora,https://www.camara.cl/verDoc.aspx?prmID=36892&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-04,47ª / 374,Disc. informe C.Mixta por rechazo de modif. C. Revisora / Senado,Cuenta del Mensaje 222-374 que retira la urgencia Discusión inmediata,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-04,,Disc. informe C.Mixta por rechazo de modif. C. Revisora / Senado,Oficio aprobación de informe de Comisión Mixta a C.de Origen,https://www.camara.cl/verDoc.aspx?prmID=36951&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-04,,Trámite finalización en Cámara de Origen / C. Diputados,Oficio de ley al Ejecutivo,https://www.camara.cl/verDoc.aspx?prmID=36954&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-05,,Trámite finalización en Cámara de Origen / C. Diputados,Oficio N° 123-374. Observaciones de S.E. el Presidente de la República,https://www.camara.cl/verDoc.aspx?prmID=36955&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-06,,Discusión veto en Cámara de Origen / C. Diputados,Informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28194&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-10,,Discusión veto en Cámara de Origen / C. Diputados,Oficio aprobación veto a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36989&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-12,,Discusión veto en Cámara Revisora / Senado,Informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28166&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-12,,Discusión veto en Cámara Revisora / Senado,Oficio aprobación veto a Cámara de Origen,https://www.camara.cl/verDoc.aspx?prmID=37023&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-13,,Trámite en Tribunal Constitucional / C. Diputados,Oficio N° 21499. Comunica al Ejecutivo resultado del veto.,https://www.camara.cl/verDoc.aspx?prmID=37025&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-08-13,,Trámite en Tribunal Constitucional / C. Diputados,Oficio al Tribunal Constitucional,https://www.camara.cl/verDoc.aspx?prmID=37024&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18216-05,2026-09-01,,Trámite en Tribunal Constitucional / C. Diputados,Oficio N°2059/2026. Respuesta Ministerio de Hacienda,https://www.camara.cl/verDoc.aspx?prmID=37119&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18872&prmBOLETIN=18216-05
18217-07,2026-04-22,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18445&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18879&prmBOLETIN=18217-07
18217-07,2026-04-22,,Primer trámite constitucional / Senado,Oficio N° 120-26 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36071&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18879&prmBOLETIN=18217-07
18218-25,2026-04-22,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18446&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18880&prmBOLETIN=18218-25
18218-25,2026-04-22,,Primer trámite constitucional / Senado,Oficio N° 121-26 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36072&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18880&prmBOLETIN=18218-25
18218-25,2026-04-22,,Primer trámite constitucional / Senado,Oficio N° a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36068&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18880&prmBOLETIN=18218-25
18219-07,2026-04-22,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18451&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18885&prmBOLETIN=18219-07
18220-07,2026-04-21,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18462&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18896&prmBOLETIN=18220-07
18221-11,2026-04-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18450&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18884&prmBOLETIN=18221-11
18222-06,2026-04-22,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18454&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18888&prmBOLETIN=18222-06
18222-06,2026-05-04,,Primer trámite constitucional / C. Diputados,"Oficio N° 21198. Comunica a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización el acuerdo de la Sala, en orden a remitir a la Comisión de Mujeres y Equidad de Género, el proyecto de ley, con posterioridad a su despacho.",https://www.camara.cl/verDoc.aspx?prmID=36099&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18888&prmBOLETIN=18222-06
18222-06,2026-05-04,,Primer trámite constitucional / C. Diputados,"Oficio N° 21199. Comunica a la Comisión de Mujeres y Equidad de género el acuerdo de la Sala, en orden a remitirle el proyecto de ley, una vez qdespachado por la Comisión de Gobierno Interior, Nacionalidad Ciudadanía y Regionalización.",https://www.camara.cl/verDoc.aspx?prmID=36100&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18888&prmBOLETIN=18222-06
18223-15,2026-04-25,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18455&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18889&prmBOLETIN=18223-15
18224-18,2026-04-27,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18459&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18893&prmBOLETIN=18224-18
18224-18,2026-06-18,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Ciencias y Tecnología,https://www.camara.cl/verDoc.aspx?prmID=28054&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18893&prmBOLETIN=18224-18
18224-18,2026-08-31,61ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 281-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18893&prmBOLETIN=18224-18
18225-07,2026-04-28,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18456&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18890&prmBOLETIN=18225-07
18226-15,2026-04-28,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18457&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18891&prmBOLETIN=18226-15
18227-11,2026-04-28,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18458&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18892&prmBOLETIN=18227-11
18228-04,2026-04-28,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18453&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18887&prmBOLETIN=18228-04
18228-04,2026-05-04,,Primer trámite constitucional / C. Diputados,"Oficio N° 21200. Comunica a la Comisión de Futuro, Ciencias, Tecnología, Conocimiento e Innovación,la asignación del proyecto de ley, correspondiente al boletín N° 18228-04, inicialmente asignado a la Comisión de Educación",https://www.camara.cl/verDoc.aspx?prmID=36103&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18887&prmBOLETIN=18228-04
18228-04,2026-06-08,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Ciencias y Tecnología,https://www.camara.cl/verDoc.aspx?prmID=28022&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18887&prmBOLETIN=18228-04
18228-04,2026-06-22,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28057&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18887&prmBOLETIN=18228-04
18229-11,2026-04-29,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18460&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18894&prmBOLETIN=18229-11
18230-13,2026-04-30,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Incluye IF N° 087/30.04.2026.,https://www.camara.cl/verDoc.aspx?prmID=18449&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2026-04-30,,Primer trámite constitucional / C. Diputados,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36094&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2026-05-10,,Primer trámite constitucional / C. Diputados,Primer informe de comisión. Pasa a Comisión de Hacienda,https://www.camara.cl/verDoc.aspx?prmID=27978&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2026-06-02,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28004&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2026-06-03,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36670&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2026-06-09,,Segundo trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28038&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2026-06-10,29ª / 374,Segundo trámite constitucional / Senado,Discusión general. Aprobado en general Se fija como plazo para presentar indicaciones el 15/06/2026 a las 13:00,https://www.camara.cl/verDoc.aspx?prmID=80481&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2026-06-16,30ª / 374,Segundo trámite constitucional / Senado,Cuenta del Mensaje 150-374 que hace presente la urgencia Discusión inmediata,https://www.camara.cl/verDoc.aspx?prmID=80501&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2026-06-16,30ª / 374,Segundo trámite constitucional / Senado,Discusión particular,https://www.camara.cl/verDoc.aspx?prmID=80501&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2026-06-16,,Segundo trámite constitucional / Senado,Oficio N° 201-26. Oficio aprobación sin modificaciones a C. Revisora,https://www.camara.cl/verDoc.aspx?prmID=36746&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
