boletin,fecha,sesion,etapa,subetapa,documento_url,fuente
18448-25,2026-07-01,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18678&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19131&prmBOLETIN=18448-25
18448-25,2026-08-03,,Primer trámite constitucional / C. Diputados,Oficio N°21.427. Comunica que la Cámara de Diputados acordó remitir el proyecto de ley a la Comisión de Personas Mayores y Discapacidad.,https://www.camara.cl/verDoc.aspx?prmID=36926&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19131&prmBOLETIN=18448-25
18449-06,2026-07-01,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18676&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19129&prmBOLETIN=18449-06
18450-01,2026-07-05,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18684&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19137&prmBOLETIN=18450-01
18451-11,2026-07-08,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18689&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19142&prmBOLETIN=18451-11
18452-02,2026-07-08,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18690&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19143&prmBOLETIN=18452-02
18453-13,2026-07-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18688&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19141&prmBOLETIN=18453-13
18454-11,2026-07-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18687&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19140&prmBOLETIN=18454-11
18455-07,2026-07-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18685&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19138&prmBOLETIN=18455-07
18456-06,2026-07-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18683&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19136&prmBOLETIN=18456-06
18457-06,2026-07-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18686&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19139&prmBOLETIN=18457-06
18458-07,2026-07-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18680&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19133&prmBOLETIN=18458-07
18459-05,2026-06-17,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18692&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19145&prmBOLETIN=18459-05
18459-05,2026-07-14,,Primer trámite constitucional / C. Diputados,"Declaración de inadmisibilidad basada en IT N° 5/374/2026, revertida por la Sala en sesión 43-374, de 14.08.2026",https://www.camara.cl/verDoc.aspx?prmID=36860&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19145&prmBOLETIN=18459-05
18460-07,2026-07-06,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18682&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19135&prmBOLETIN=18460-07
18461-04,2026-07-07,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18681&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19134&prmBOLETIN=18461-04
18462-11,2026-07-15,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18698&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19151&prmBOLETIN=18462-11
18463-06,2026-05-12,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18691&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19144&prmBOLETIN=18463-06
18464-14,2026-07-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Tiene informe financiero N°150 (03/07/2026),https://www.camara.cl/verDoc.aspx?prmID=18693&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19146&prmBOLETIN=18464-14
18464-14,2026-07-15,,Primer trámite constitucional / C. Diputados,Texto del proyecto,https://www.camara.cl/verDoc.aspx?prmID=36856&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19146&prmBOLETIN=18464-14
18464-14,2026-07-22,,Primer trámite constitucional / C. Diputados,"Oficio N° 133/14/2026, de la Comisión de Vivienda, consulta opinión de la Corte Suprema respecto del art. 42 propuesto por el numeral 8 del artículo 1 del proyecto.",https://www.camara.cl/verDoc.aspx?prmID=36950&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19146&prmBOLETIN=18464-14
18464-14,2026-08-05,,Primer trámite constitucional / C. Diputados,Primer informe de comisión. Pasa a Comisión de Hacienda,https://www.camara.cl/verDoc.aspx?prmID=28138&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19146&prmBOLETIN=18464-14
18464-14,2026-08-19,60ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 274-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19146&prmBOLETIN=18464-14
18465-03,2026-07-14,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18695&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19148&prmBOLETIN=18465-03
18466-37,2026-07-14,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18696&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19149&prmBOLETIN=18466-37
18467-06,2026-06-11,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18699&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19152&prmBOLETIN=18467-06
18468-13,2026-07-05,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18700&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19153&prmBOLETIN=18468-13
18469-15,2026-07-07,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18701&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19154&prmBOLETIN=18469-15
18470-07,2026-07-15,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18697&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19150&prmBOLETIN=18470-07
18471-07,2026-07-07,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18702&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19155&prmBOLETIN=18471-07
18472-04,2026-07-21,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18709&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19162&prmBOLETIN=18472-04
18473-03,2026-07-07,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18707&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19160&prmBOLETIN=18473-03
18474-11,2026-07-08,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18703&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19156&prmBOLETIN=18474-11
18475-06,2026-07-09,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18705&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19158&prmBOLETIN=18475-06
18476-03,2026-07-09,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18706&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19159&prmBOLETIN=18476-03
18477-07,2026-07-11,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18704&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19157&prmBOLETIN=18477-07
18478-13,2026-07-21,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Incluye IF N° 151/14.07.2026.,https://www.camara.cl/verDoc.aspx?prmID=18708&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19161&prmBOLETIN=18478-13
18478-13,2026-07-21,46ª / 374,Primer trámite constitucional / C. Diputados,"Oficio N° 21405. Comunica a la Comisión del Trabajo y Seguridad Social el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Economía, Fomento; Micro, Pequeña y Mediana Empresa; Protección de los Consumidores y Turismo, con posterioridad a su despacho.",https://www.camara.cl/verDoc.aspx?prmID=36877&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19161&prmBOLETIN=18478-13
18478-13,2026-07-21,,Primer trámite constitucional / C. Diputados,"Oficio N° 21406. Comunica a la Comisión de Economía, Fomento; Micro, Pequeña y Mediana Empresa; Protección de los Consumidores y Turismo, la asignación del proyecto de ley, una vez despachado por la Comisión del Trabajo y Segurdad Social.",https://www.camara.cl/verDoc.aspx?prmID=36878&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19161&prmBOLETIN=18478-13
18478-13,2026-07-21,,Primer trámite constitucional / C. Diputados,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36874&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19161&prmBOLETIN=18478-13
18478-13,2026-08-31,61ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 281-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19161&prmBOLETIN=18478-13
18479-07,2026-07-13,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18711&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19164&prmBOLETIN=18479-07
18480-07,2026-07-13,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18717&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19170&prmBOLETIN=18480-07
18481-07,2026-07-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18719&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19172&prmBOLETIN=18481-07
18482-07,2026-07-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18713&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19166&prmBOLETIN=18482-07
18483-01,2026-07-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18718&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19171&prmBOLETIN=18483-01
18484-15,2026-07-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18714&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19167&prmBOLETIN=18484-15
18485-07,2026-07-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18710&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19163&prmBOLETIN=18485-07
18486-03,2026-07-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18716&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19169&prmBOLETIN=18486-03
18487-12,2026-07-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18712&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19165&prmBOLETIN=18487-12
18488-07,2026-07-21,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18720&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19173&prmBOLETIN=18488-07
18489-07,2026-07-21,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18721&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19174&prmBOLETIN=18489-07
18490-06,2026-07-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18715&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19168&prmBOLETIN=18490-06
18491-03,2026-07-21,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18722&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19175&prmBOLETIN=18491-03
18492-13,2026-07-16,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18730&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19183&prmBOLETIN=18492-13
18493-07,2026-07-17,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18729&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19182&prmBOLETIN=18493-07
18494-06,2026-07-17,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18725&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19178&prmBOLETIN=18494-06
18495-04,2026-07-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18723&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19176&prmBOLETIN=18495-04
18496-06,2026-07-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18724&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19177&prmBOLETIN=18496-06
18497-11,2026-07-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18728&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19181&prmBOLETIN=18497-11
18498-19,2026-07-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18726&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19179&prmBOLETIN=18498-19
18499-02,2026-07-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18731&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19184&prmBOLETIN=18499-02
18500-13,2026-07-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18727&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19180&prmBOLETIN=18500-13
18501-10,2026-07-27,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Incluye IF N° 149/03.06.2026.,https://www.camara.cl/verDoc.aspx?prmID=18741&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19194&prmBOLETIN=18501-10
18501-10,2026-07-27,,Primer trámite constitucional / C. Diputados,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36924&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19194&prmBOLETIN=18501-10
18502-07,2026-07-22,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18732&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19185&prmBOLETIN=18502-07
18503-13,2026-07-22,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18733&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19186&prmBOLETIN=18503-13
18504-09,2026-07-22,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18734&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19187&prmBOLETIN=18504-09
18505-06,2026-07-30,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18735&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19188&prmBOLETIN=18505-06
18506-07,2026-07-21,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18737&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19190&prmBOLETIN=18506-07
18507-04,2026-07-21,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18736&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19189&prmBOLETIN=18507-04
18507-04,2026-08-04,,Primer trámite constitucional / C. Diputados,"Oficio N° 21429. Comunica a la Comisión de Futuro, Ciencias, Tecnología, Conocimiento e Innovación el acuerdo de la Sala, en orden remiti a ésta el proyecto de ley, correspondiente al boletín N° 18.507-04, inicialmente asignado a la Comisión de Educación.",https://www.camara.cl/verDoc.aspx?prmID=36936&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19189&prmBOLETIN=18507-04
18507-04,2026-08-13,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Ciencias y Tecnología,https://www.camara.cl/verDoc.aspx?prmID=28168&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19189&prmBOLETIN=18507-04
18508-04,2026-07-21,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18740&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19193&prmBOLETIN=18508-04
18509-35,2026-07-21,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18739&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19192&prmBOLETIN=18509-35
18509-35,2026-08-03,,Primer trámite constitucional / C. Diputados,"Oficio N° 21431. Comunica a la Comisión de Personas Mayores y Discapacidad el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Obras Públicas, Transportes, con posterioridad a su despacho.",https://www.camara.cl/verDoc.aspx?prmID=36938&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19192&prmBOLETIN=18509-35
18509-35,2026-08-03,,Primer trámite constitucional / C. Diputados,"Oficio N° 21432. Comunica a la Comisión de Obras Públicas, Transporte y Telecomunicaciones la asignación del proyecto de ley, una vez despachado por la Comisión de Personas Mayores.",https://www.camara.cl/verDoc.aspx?prmID=36969&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19192&prmBOLETIN=18509-35
18510-07,2026-07-22,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18738&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19191&prmBOLETIN=18510-07
18511-07,2026-07-22,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18746&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19199&prmBOLETIN=18511-07
18511-07,2026-08-10,,Primer trámite constitucional / C. Diputados,"Oficio N°21.471. Comunica que la Cámara de Diputados dio su acuerdo a la solicitud de la Comisión de Personas Mayores y Discapacidad, para que se le remita el proyecto de ley en calidad de comisión técnica.",https://www.camara.cl/verDoc.aspx?prmID=36982&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19199&prmBOLETIN=18511-07
18511-07,2026-08-11,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Personas Mayores y Discapacidad,https://www.camara.cl/verDoc.aspx?prmID=28149&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19199&prmBOLETIN=18511-07
18512-03,2026-07-22,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18748&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19201&prmBOLETIN=18512-03
18513-03,2026-07-23,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18743&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19196&prmBOLETIN=18513-03
18514-07,2026-07-23,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18744&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19197&prmBOLETIN=18514-07
18514-07,2026-08-04,,Primer trámite constitucional / C. Diputados,"Oficio N° 21436. Remite a la Comisión de Seguridad Ciudadana el proyecto de ley asignado incialmente a la Comisión de Constitución, Legislación, Justicia y Reglamento.",https://www.camara.cl/verDoc.aspx?prmID=36970&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19197&prmBOLETIN=18514-07
18515-08,2026-07-24,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18747&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19200&prmBOLETIN=18515-08
18516-18,2026-07-24,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18742&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19195&prmBOLETIN=18516-18
18517-15,2026-07-26,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18745&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19198&prmBOLETIN=18517-15
18518-06,2026-07-27,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18760&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19213&prmBOLETIN=18518-06
18519-13,2026-07-27,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18759&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19212&prmBOLETIN=18519-13
18520-07,2026-07-27,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18758&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19211&prmBOLETIN=18520-07
18521-07,2026-08-03,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18749&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19202&prmBOLETIN=18521-07
18521-07,2026-08-03,,Primer trámite constitucional / C. Diputados,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36935&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19202&prmBOLETIN=18521-07
