boletin,author_order,author_id,author_name,author_chamber
18330-07,0,1257,Alejandra Valdebenito Torres,Diputado
18331-17,0,1021,Andrés Celis Montt,Diputado
18331-17,0,1028,Eduardo Durán Salinas,Diputado
18331-17,0,1059,Ximena Ossandón Irarrázabal,Diputado
18332-25,0,1324,Karim Bianchi Retamales,Senador
18332-25,0,1326,Juan Luis Castro González,Senador
18332-25,0,1330,Iván Flores García,Senador
18332-25,0,1337,Paulina Núñez Urrutia,Senador
18332-25,0,911,Carlos Ignacio Kuschel Silva,Senador
18333-07,0,1117,Iván Moreira Barros,Senador
18333-07,0,1324,Karim Bianchi Retamales,Senador
18333-07,0,1337,Paulina Núñez Urrutia,Senador
18333-07,0,1339,Gastón Saavedra Chandía,Senador
18333-07,0,1450,Paulina Vodanovic Rojas,Senador
18335-02,0,1222,Francisco Huenchumilla Jaramillo,Senador
18335-02,0,1330,Iván Flores García,Senador
18335-02,0,1337,Paulina Núñez Urrutia,Senador
18335-02,0,1339,Gastón Saavedra Chandía,Senador
18335-02,0,1508,Camila Flores Oporto,Senador
18336-15,0,1330,Iván Flores García,Senador
18336-15,0,1503,Miguel Ángel Calisto Águila,Senador
18337-12,0,1331,Sergio Gahona Salazar,Senador
18338-06,0,1500,Danisa Astudillo Peiretti,Senador
18339-35,0,1325,Fabiola Campillai Rojas,Senador
18339-35,0,1326,Juan Luis Castro González,Senador
18339-35,0,1333,Sebastián Keitel Bianchi,Senador
18339-35,0,1450,Paulina Vodanovic Rojas,Senador
18339-35,0,1502,Miguel Ángel Becker Alvear,Senador
18340-03,0,1507,Daniella Cicardini Milla,Senador
18342-02,0,1028,Eduardo Durán Salinas,Diputado
18342-02,0,1059,Ximena Ossandón Irarrázabal,Diputado
18342-02,0,1213,Irací Hassler Jacob,Diputado
18342-02,0,1227,Claudia Mora Vega,Diputado
18342-02,0,1234,Mario Olavarría Rodríguez,Diputado
18342-02,0,1243,Tamara Ramírez Ramírez,Diputado
18342-02,0,1260,César Valenzuela Maass,Diputado
18343-16,0,1065,Guillermo Ramírez Diez,Diputado
18343-16,0,1140,Daniel Lilayu Vivanco,Diputado
18343-16,0,1157,Marlene Pérez Cartes,Diputado
18343-16,0,1166,Natalia Romero Talguia,Diputado
18343-16,0,1174,Marco Antonio Sulantay Olivares,Diputado
18343-16,0,1183,Flor Weisse Novoa,Diputado
18343-16,0,1202,Eduardo Cretton Rebolledo,Diputado
18343-16,0,1214,Constanza Hube Portus,Diputado
18343-16,0,1231,Ximena Naranjo Pinto,Diputado
18343-16,0,1233,Ricardo Neumann Bertín,Diputado
18344-07,0,1107,María Francisca Bello Campos,Diputado
18344-07,0,1180,Consuelo Veloso Ávila,Diputado
18344-07,0,1209,Matías Fernández Hartwig,Diputado
18344-07,0,1210,Gustavo Gatica Villarroel,Diputado
18344-07,0,1224,Cristian Mella Andaur,Diputado
18344-07,0,1264,Fernando Zamorano Peralta,Diputado
18345-13,0,1012,Boris Barrera Moreno,Diputado
18345-13,0,1073,Juan Santana Castillo,Diputado
18345-13,0,1117,Nathalie Castillo Rojas,Diputado
18345-13,0,1122,Luis Alberto Cuello Peña y Lillo,Diputado
18345-13,0,1128,Ana María Gazmuri Vieira,Diputado
18345-13,0,1171,Emilia Schneider Videla,Diputado
18345-13,0,1173,Daniela Serrano Salazar,Diputado
18345-13,0,1188,Marcos Barraza Gómez,Diputado
18345-13,0,1236,Paula Olmos Contreras,Diputado
18345-13,0,1241,Patricio Pinilla Valencia,Diputado
18346-11,0,1114,Félix Bugueño Sotelo,Diputado
18346-11,0,1177,Carolina Tello Rojas,Diputado
18346-11,0,1180,Consuelo Veloso Ávila,Diputado
18346-11,0,1207,Valentina Cáceres Monsálvez,Diputado
18346-11,0,1213,Irací Hassler Jacob,Diputado
18346-11,0,1224,Cristian Mella Andaur,Diputado
18347-29,0,1013,Alejandro Bernales Maldonado,Diputado
18347-29,0,1074,Marisela Santibáñez Novoa,Diputado
18347-29,0,1141,Luis Malla Valenzuela,Diputado
18347-29,0,1176,Hotuiti Teao Drago,Diputado
18347-29,0,1182,Sebastián Videla Castillo,Diputado
18347-29,0,1193,Patricio Briones Moller,Diputado
18347-29,0,1197,Carlos Chandía Alarcón,Diputado
18347-29,0,986,Marcela Hernando Pérez,Diputado
18348-13,0,1074,Marisela Santibáñez Novoa,Diputado
18348-13,0,1119,Sara Concha Smith,Diputado
18348-13,0,1133,Juan Irarrázaval Rossel,Diputado
18348-13,0,1218,José Antonio Kast Adriasola,Diputado
18348-13,0,1221,Benjamín Lorca Inzunza,Diputado
18348-13,0,1227,Claudia Mora Vega,Diputado
18348-13,0,1231,Ximena Naranjo Pinto,Diputado
18348-13,0,1243,Tamara Ramírez Ramírez,Diputado
18348-13,0,1247,Javiera Rodríguez Pascual,Diputado
18348-13,0,1255,Eileen Urqueta Rojas,Diputado
18349-06,0,1028,Eduardo Durán Salinas,Diputado
18349-06,0,1062,Joanna Pérez Olea,Diputado
18349-06,0,1215,Álvaro Jofré Cáceres,Diputado
18349-06,0,1227,Claudia Mora Vega,Diputado
18349-06,0,1234,Mario Olavarría Rodríguez,Diputado
18349-06,0,1235,Javier Olivares Avendaño,Diputado
18349-06,0,1248,Felipe Ross Correa,Diputado
18350-25,0,1157,Marlene Pérez Cartes,Diputado
18350-25,0,1166,Natalia Romero Talguia,Diputado
18350-25,0,1199,Jaime Coloma Álamos,Diputado
18350-25,0,1202,Eduardo Cretton Rebolledo,Diputado
18350-25,0,1231,Ximena Naranjo Pinto,Diputado
18350-25,0,1233,Ricardo Neumann Bertín,Diputado
18350-25,0,1249,Omar Sabat Guzmán,Diputado
18350-25,0,815,Sergio Bobadilla Muñoz,Diputado
18351-07,0,1025,Catalina Del Real Mihovilovic,Diputado
18351-07,0,1100,Cristián Araya Lerdo de Tejada,Diputado
18351-07,0,1203,Sebastián Cristoffanini Jaraquemada,Diputado
18351-07,0,1232,Cristian Neira Martínez,Diputado
18351-07,0,1244,Claudia Reyes Larenas,Diputado
18351-07,0,1247,Javiera Rodríguez Pascual,Diputado
18351-07,0,1254,Ignacio Urcullú Clèment-Lund,Diputado
18352-04,0,1061,Andrea Parra Sauterel,Diputado
18352-04,0,1073,Juan Santana Castillo,Diputado
18352-04,0,1114,Félix Bugueño Sotelo,Diputado
18352-04,0,1173,Daniela Serrano Salazar,Diputado
18352-04,0,1195,Carlos Carvajal Gallardo,Diputado
18352-04,0,1204,Francisco Crisóstomo Llanos,Diputado
18352-04,0,1226,José Montalva Feuerhake,Diputado
18352-04,0,1236,Paula Olmos Contreras,Diputado
18352-04,0,1239,Fabián Ossandón Briceño,Diputado
18353-07,0,1060,Luis Pardo Sáinz,Diputado
18353-07,0,1104,Chiara Barchiesi Chávez,Diputado
18353-07,0,1152,Gloria Naveillan Arriagada,Diputado
18353-07,0,1190,Enrique Bassaletti Riess,Diputado
18353-07,0,1193,Patricio Briones Moller,Diputado
18353-07,0,1217,Pier Karlezi Hazleby,Diputado
18353-07,0,1219,Tomás Kast Sommerhoff,Diputado
18353-07,0,1234,Mario Olavarría Rodríguez,Diputado
18354-07,0,1192,Lilian Betancurt Delgado,Diputado
18354-07,0,1201,Flor Contreras Vivallo,Diputado
18354-07,0,1230,Alex Nahuelquin Nahuelquin,Diputado
18354-07,0,1236,Paula Olmos Contreras,Diputado
18354-07,0,1239,Fabián Ossandón Briceño,Diputado
18354-07,0,1243,Tamara Ramírez Ramírez,Diputado
18354-07,0,1255,Eileen Urqueta Rojas,Diputado
18354-07,0,1259,Juan Marcelo Valenzuela Henríquez,Diputado
18355-25,0,1117,Iván Moreira Barros,Senador
18355-25,0,1324,Karim Bianchi Retamales,Senador
18355-25,0,1337,Paulina Núñez Urrutia,Senador
18355-25,0,1339,Gastón Saavedra Chandía,Senador
18355-25,0,1450,Paulina Vodanovic Rojas,Senador
18356-25,0,1324,Karim Bianchi Retamales,Senador
18356-25,0,1337,Paulina Núñez Urrutia,Senador
18356-25,0,1343,Esteban Velásquez Núñez,Senador
18356-25,0,1500,Danisa Astudillo Peiretti,Senador
18356-25,0,1516,Renzo Trisotti Martínez,Senador
18357-06,0,1117,Iván Moreira Barros,Senador
18357-06,0,1324,Karim Bianchi Retamales,Senador
18357-06,0,1326,Juan Luis Castro González,Senador
18357-06,0,1337,Paulina Núñez Urrutia,Senador
18357-06,0,1339,Gastón Saavedra Chandía,Senador
18358-03,0,1039,Pamela Jiles Moreno,Diputado
18358-03,0,1061,Andrea Parra Sauterel,Diputado
18358-03,0,1077,Raúl Soto Mardones,Diputado
18358-03,0,1110,Carlos Bianchi Chelech,Diputado
18358-03,0,1178,Héctor Ulloa Aguilera,Diputado
18358-03,0,1189,Jaime Bassa Mercado,Diputado
18358-03,0,1195,Carlos Carvajal Gallardo,Diputado
18358-03,0,1205,Carlos Cuadrado Prats,Diputado
18358-03,0,1226,José Montalva Feuerhake,Diputado
18358-03,0,1241,Patricio Pinilla Valencia,Diputado
18359-07,0,1061,Andrea Parra Sauterel,Diputado
18359-07,0,1110,Carlos Bianchi Chelech,Diputado
18359-07,0,1189,Jaime Bassa Mercado,Diputado
18359-07,0,1195,Carlos Carvajal Gallardo,Diputado
18359-07,0,1205,Carlos Cuadrado Prats,Diputado
18359-07,0,1226,José Montalva Feuerhake,Diputado
18359-07,0,1238,Álvaro Ortiz Vera,Diputado
18359-07,0,1241,Patricio Pinilla Valencia,Diputado
18360-07,0,1150,Benjamín Moreno Bascur,Diputado
18360-07,0,1170,Luis Sánchez Ossa,Diputado
18360-07,0,1192,Lilian Betancurt Delgado,Diputado
18360-07,0,1193,Patricio Briones Moller,Diputado
18360-07,0,1223,Hans Marowski Cuevas,Diputado
18360-07,0,1235,Javier Olivares Avendaño,Diputado
18360-07,0,1237,Francisco Orrego Gutiérrez,Diputado
18360-07,0,1243,Tamara Ramírez Ramírez,Diputado
18360-07,0,1247,Javiera Rodríguez Pascual,Diputado
18360-07,0,1261,Daniel Valenzuela Salazar,Diputado
18361-02,0,1017,Álvaro Carter Fernández,Diputado
18361-02,0,1165,Agustín Romero Leiva,Diputado
18361-02,0,1190,Enrique Bassaletti Riess,Diputado
18361-02,0,1216,Stephanie Jéldrez Ortiz,Diputado
18361-02,0,1220,Leandro Kunstmann Collado,Diputado
18362-19,0,1021,Andrés Celis Montt,Diputado
18362-19,0,1086,Gonzalo Winter Etcheberry,Diputado
18362-19,0,1087,Gael Yeomans Araya,Diputado
18362-19,0,1142,Daniel Manouchehri Lobos,Diputado
18362-19,0,1143,Cristóbal Martínez Ramírez,Diputado
18362-19,0,1173,Daniela Serrano Salazar,Diputado
18362-19,0,1180,Consuelo Veloso Ávila,Diputado
18362-19,0,1193,Patricio Briones Moller,Diputado
18362-19,0,1226,José Montalva Feuerhake,Diputado
18362-19,0,1260,César Valenzuela Maass,Diputado
18363-06,0,1021,Andrés Celis Montt,Diputado
18363-06,0,1028,Eduardo Durán Salinas,Diputado
18363-06,0,1108,Juan Carlos Beltrán Silva,Diputado
18363-06,0,1197,Carlos Chandía Alarcón,Diputado
18363-06,0,1227,Claudia Mora Vega,Diputado
18363-06,0,1242,Rodrigo Ramírez Parra,Diputado
18363-06,0,1261,Daniel Valenzuela Salazar,Diputado
18364-07,0,1087,Gael Yeomans Araya,Diputado
18364-07,0,1105,Héctor Barría Angulo,Diputado
18364-07,0,1122,Luis Alberto Cuello Peña y Lillo,Diputado
18364-07,0,1178,Héctor Ulloa Aguilera,Diputado
18364-07,0,1205,Carlos Cuadrado Prats,Diputado
18364-07,0,1224,Cristian Mella Andaur,Diputado
18364-07,0,1241,Patricio Pinilla Valencia,Diputado
18365-07,0,1021,Andrés Celis Montt,Diputado
18365-07,0,1178,Héctor Ulloa Aguilera,Diputado
18365-07,0,1207,Valentina Cáceres Monsálvez,Diputado
18365-07,0,1211,Sofía González Cortés,Diputado
18365-07,0,1259,Juan Marcelo Valenzuela Henríquez,Diputado
18365-07,0,1260,César Valenzuela Maass,Diputado
18366-25,0,1117,Nathalie Castillo Rojas,Diputado
18366-25,0,1122,Luis Alberto Cuello Peña y Lillo,Diputado
18366-25,0,1159,Lorena Pizarro Sierra,Diputado
18366-25,0,1189,Jaime Bassa Mercado,Diputado
18366-25,0,1211,Sofía González Cortés,Diputado
18366-25,0,1250,Bernardo Salinas Maya,Diputado
18367-25,0,1021,Andrés Celis Montt,Diputado
18367-25,0,1028,Eduardo Durán Salinas,Diputado
18367-25,0,1059,Ximena Ossandón Irarrázabal,Diputado
18367-25,0,1060,Luis Pardo Sáinz,Diputado
18367-25,0,1075,Diego Schalper Sepúlveda,Diputado
18367-25,0,1108,Juan Carlos Beltrán Silva,Diputado
18367-25,0,1131,Mauro González Villarroel,Diputado
18367-25,0,1237,Francisco Orrego Gutiérrez,Diputado
18367-25,0,1261,Daniel Valenzuela Salazar,Diputado
18368-07,0,1327,Luciano Cruz-Coke Carvallo,Senador
18368-07,0,1328,Rojo Edwards,Senador
18368-07,0,1502,Miguel Ángel Becker Alvear,Senador
18368-07,0,1512,Andrés Longton Herrera,Senador
18368-07,0,1518,Cristian Vial Maceratta,Senador
18369-07,0,1340,Gustavo Sanhueza Dueñas,Senador
18369-07,0,1500,Danisa Astudillo Peiretti,Senador
18369-07,0,1502,Miguel Ángel Becker Alvear,Senador
18369-07,0,1505,Rodolfo Carter Fernández,Senador
18369-07,0,1518,Cristian Vial Maceratta,Senador
18370-25,0,1224,Ximena Ordenes Neira,Senador
18370-25,0,1326,Juan Luis Castro González,Senador
18370-25,0,1330,Iván Flores García,Senador
18370-25,0,1337,Paulina Núñez Urrutia,Senador
18370-25,0,1512,Andrés Longton Herrera,Senador
18371-21,0,1329,Fidel Espinoza Sandoval,Senador
18371-21,0,1330,Iván Flores García,Senador
18371-21,0,1334,Alejandro Kusanovic Glusevic,Senador
18371-21,0,1503,Miguel Ángel Calisto Águila,Senador
18371-21,0,911,Carlos Ignacio Kuschel Silva,Senador
18372-25,0,1341,Alejandra Sepúlveda Orbenes,Senador
18372-25,0,1343,Esteban Velásquez Núñez,Senador
18372-25,0,1500,Danisa Astudillo Peiretti,Senador
18373-07,0,1028,Eduardo Durán Salinas,Diputado
18373-07,0,1059,Ximena Ossandón Irarrázabal,Diputado
18373-07,0,1075,Diego Schalper Sepúlveda,Diputado
18373-07,0,1108,Juan Carlos Beltrán Silva,Diputado
18373-07,0,1227,Claudia Mora Vega,Diputado
18373-07,0,1242,Rodrigo Ramírez Parra,Diputado
18373-07,0,843,René Manuel García García,Diputado
18374-06,0,1021,Andrés Celis Montt,Diputado
18374-06,0,1059,Ximena Ossandón Irarrázabal,Diputado
18374-06,0,1197,Carlos Chandía Alarcón,Diputado
18374-06,0,1227,Claudia Mora Vega,Diputado
18374-06,0,1261,Daniel Valenzuela Salazar,Diputado
18375-29,0,1116,Felipe Camaño Cárdenas,Diputado
18375-29,0,1141,Luis Malla Valenzuela,Diputado
18375-29,0,1208,Jorge Díaz Ibarra,Diputado
18375-29,0,1224,Cristian Mella Andaur,Diputado
18376-13,0,1059,Ximena Ossandón Irarrázabal,Diputado
18376-13,0,1074,Marisela Santibáñez Novoa,Diputado
18376-13,0,1087,Gael Yeomans Araya,Diputado
18376-13,0,1122,Luis Alberto Cuello Peña y Lillo,Diputado
18376-13,0,1128,Ana María Gazmuri Vieira,Diputado
18376-13,0,1181,Nelson Venegas Salazar,Diputado
18377-06,0,1224,Ximena Ordenes Neira,Senador
18377-06,0,1337,Paulina Núñez Urrutia,Senador
18377-06,0,1343,Esteban Velásquez Núñez,Senador
18377-06,0,1500,Danisa Astudillo Peiretti,Senador
18377-06,0,1505,Rodolfo Carter Fernández,Senador
18379-15,0,1320,Loreto Carvajal Ambiado,Senador
18379-15,0,1334,Alejandro Kusanovic Glusevic,Senador
18379-15,0,1342,Enrique Van Rysselberghe Herrera,Senador
18379-15,0,1500,Danisa Astudillo Peiretti,Senador
18379-15,0,1508,Camila Flores Oporto,Senador
18380-07,0,1187,Carlo Arqueros Pizarro,Diputado
18381-02,0,1017,Álvaro Carter Fernández,Diputado
18381-02,0,1170,Luis Sánchez Ossa,Diputado
18381-02,0,1219,Tomás Kast Sommerhoff,Diputado
18381-02,0,1223,Hans Marowski Cuevas,Diputado
18381-02,0,1235,Javier Olivares Avendaño,Diputado
18381-02,0,1261,Daniel Valenzuela Salazar,Diputado
18381-02,0,1263,Sebastián Zamora Soto,Diputado
18382-29,0,1054,Francesca Muñoz González,Diputado
18382-29,0,1074,Marisela Santibáñez Novoa,Diputado
18382-29,0,1102,Roberto Arroyo Muñoz,Diputado
18382-29,0,1119,Sara Concha Smith,Diputado
18382-29,0,1174,Marco Antonio Sulantay Olivares,Diputado
18382-29,0,1175,Cristián Tapia Ramos,Diputado
18382-29,0,1189,Jaime Bassa Mercado,Diputado
18382-29,0,1193,Patricio Briones Moller,Diputado
18382-29,0,1197,Carlos Chandía Alarcón,Diputado
18382-29,0,1263,Sebastián Zamora Soto,Diputado
18383-06,0,1061,Andrea Parra Sauterel,Diputado
18383-06,0,1128,Ana María Gazmuri Vieira,Diputado
18383-06,0,1188,Marcos Barraza Gómez,Diputado
18383-06,0,1211,Sofía González Cortés,Diputado
18383-06,0,1260,César Valenzuela Maass,Diputado
18385-07,0,1328,Rojo Edwards,Senador
18385-07,0,1510,Vanessa Kaiser Barents-Von Hohenhagen,Senador
18385-07,0,1517,Ignacio Urrutia Bonilla,Senador
18385-07,0,911,Carlos Ignacio Kuschel Silva,Senador
18386-08,0,1021,Andrés Celis Montt,Diputado
18386-08,0,1025,Catalina Del Real Mihovilovic,Diputado
18386-08,0,1044,Raúl Leiva Carvajal,Diputado
18386-08,0,1075,Diego Schalper Sepúlveda,Diputado
18386-08,0,1183,Flor Weisse Novoa,Diputado
18386-08,0,1205,Carlos Cuadrado Prats,Diputado
18386-08,0,1218,José Antonio Kast Adriasola,Diputado
18386-08,0,1219,Tomás Kast Sommerhoff,Diputado
18386-08,0,1244,Claudia Reyes Larenas,Diputado
18386-08,0,1251,Macarena Santelices Cañas,Diputado
18387-11,0,1021,Andrés Celis Montt,Diputado
18387-11,0,1025,Catalina Del Real Mihovilovic,Diputado
18387-11,0,1102,Roberto Arroyo Muñoz,Diputado
18387-11,0,1110,Carlos Bianchi Chelech,Diputado
18387-11,0,1192,Lilian Betancurt Delgado,Diputado
18387-11,0,1193,Patricio Briones Moller,Diputado
18387-11,0,1236,Paula Olmos Contreras,Diputado
18387-11,0,1251,Macarena Santelices Cañas,Diputado
18387-11,0,1257,Alejandra Valdebenito Torres,Diputado
18387-11,0,1258,Guillermo Valdés Carmona,Diputado
18388-06,0,1061,Andrea Parra Sauterel,Diputado
18388-06,0,1114,Félix Bugueño Sotelo,Diputado
18388-06,0,1206,Carolina Cucumides Calderón,Diputado
18388-06,0,1209,Matías Fernández Hartwig,Diputado
18390-07,0,1192,Lilian Betancurt Delgado,Diputado
18390-07,0,1193,Patricio Briones Moller,Diputado
18390-07,0,1230,Alex Nahuelquin Nahuelquin,Diputado
18390-07,0,1235,Javier Olivares Avendaño,Diputado
18391-09,0,1013,Alejandro Bernales Maldonado,Diputado
18391-09,0,1141,Luis Malla Valenzuela,Diputado
18391-09,0,1182,Sebastián Videla Castillo,Diputado
18391-09,0,986,Marcela Hernando Pérez,Diputado
18392-04,0,1009,Jorge Alessandri Vergara,Diputado
18392-04,0,1059,Ximena Ossandón Irarrázabal,Diputado
18392-04,0,1116,Felipe Camaño Cárdenas,Diputado
18393-08,0,1230,Alex Nahuelquin Nahuelquin,Diputado
18394-16,0,1150,Benjamín Moreno Bascur,Diputado
18395-07,0,1038,Marcos Ilabaca Cerda,Diputado
18395-07,0,1128,Ana María Gazmuri Vieira,Diputado
18395-07,0,1159,Lorena Pizarro Sierra,Diputado
18395-07,0,1180,Consuelo Veloso Ávila,Diputado
18395-07,0,1188,Marcos Barraza Gómez,Diputado
18395-07,0,1189,Jaime Bassa Mercado,Diputado
18395-07,0,1211,Sofía González Cortés,Diputado
18395-07,0,1213,Irací Hassler Jacob,Diputado
18395-07,0,1224,Cristian Mella Andaur,Diputado
18395-07,0,1226,José Montalva Feuerhake,Diputado
18396-06,0,1146,José Carlos Meza Pereira,Diputado
18396-06,0,1172,Stephan Schubert Rubio,Diputado
18396-06,0,1193,Patricio Briones Moller,Diputado
18396-06,0,1201,Flor Contreras Vivallo,Diputado
18396-06,0,1217,Pier Karlezi Hazleby,Diputado
18396-06,0,1230,Alex Nahuelquin Nahuelquin,Diputado
18396-06,0,1237,Francisco Orrego Gutiérrez,Diputado
18397-07,0,1100,Cristián Araya Lerdo de Tejada,Diputado
18397-07,0,1102,Roberto Arroyo Muñoz,Diputado
18397-07,0,1132,Jorge Guzmán Zepeda,Diputado
18397-07,0,1190,Enrique Bassaletti Riess,Diputado
18397-07,0,1192,Lilian Betancurt Delgado,Diputado
18397-07,0,1217,Pier Karlezi Hazleby,Diputado
18397-07,0,1219,Tomás Kast Sommerhoff,Diputado
18397-07,0,1223,Hans Marowski Cuevas,Diputado
18397-07,0,1235,Javier Olivares Avendaño,Diputado
18397-07,0,843,René Manuel García García,Diputado
18398-06,0,1255,Eileen Urqueta Rojas,Diputado
18399-06,0,1195,Carlos Carvajal Gallardo,Diputado
18399-06,0,1215,Álvaro Jofré Cáceres,Diputado
18399-06,0,1231,Ximena Naranjo Pinto,Diputado
18400-01,0,1133,Juan Irarrázaval Rossel,Diputado
18400-01,0,1150,Benjamín Moreno Bascur,Diputado
18400-01,0,1165,Agustín Romero Leiva,Diputado
18400-01,0,1203,Sebastián Cristoffanini Jaraquemada,Diputado
18400-01,0,1220,Leandro Kunstmann Collado,Diputado
18400-01,0,1225,Cristian Menchaca Pinochet,Diputado
18400-01,0,1244,Claudia Reyes Larenas,Diputado
18400-01,0,1245,Alejandro Riquelme Ducci,Diputado
18400-01,0,1253,Fernando Ugarte Tejeda,Diputado
18400-01,0,1254,Ignacio Urcullú Clèment-Lund,Diputado
18402-33,0,1117,Nathalie Castillo Rojas,Diputado
18402-33,0,1177,Carolina Tello Rojas,Diputado
18402-33,0,1206,Carolina Cucumides Calderón,Diputado
18402-33,0,1211,Sofía González Cortés,Diputado
18402-33,0,1255,Eileen Urqueta Rojas,Diputado
18402-33,0,986,Marcela Hernando Pérez,Diputado
18403-24,0,1013,Alejandro Bernales Maldonado,Diputado
18403-24,0,1099,Jaime Araya Guerrero,Diputado
18403-24,0,1122,Luis Alberto Cuello Peña y Lillo,Diputado
18403-24,0,1176,Hotuiti Teao Drago,Diputado
18403-24,0,1182,Sebastián Videla Castillo,Diputado
18403-24,0,1186,Ignacio Achurra Díaz,Diputado
18403-24,0,1195,Carlos Carvajal Gallardo,Diputado
18403-24,0,1197,Carlos Chandía Alarcón,Diputado
18404-13,0,1117,Iván Moreira Barros,Senador
18404-13,0,1327,Luciano Cruz-Coke Carvallo,Senador
18404-13,0,1337,Paulina Núñez Urrutia,Senador
18404-13,0,1339,Gastón Saavedra Chandía,Senador
18404-13,0,1501,Andrea Balladares Letelier,Senador
18405-25,0,1028,Eduardo Durán Salinas,Diputado
18405-25,0,1059,Ximena Ossandón Irarrázabal,Diputado
18405-25,0,1060,Luis Pardo Sáinz,Diputado
18405-25,0,1075,Diego Schalper Sepúlveda,Diputado
18405-25,0,1131,Mauro González Villarroel,Diputado
18405-25,0,1197,Carlos Chandía Alarcón,Diputado
18405-25,0,1219,Tomás Kast Sommerhoff,Diputado
18405-25,0,1227,Claudia Mora Vega,Diputado
18405-25,0,1237,Francisco Orrego Gutiérrez,Diputado
18405-25,0,1242,Rodrigo Ramírez Parra,Diputado
18406-02,0,1120,Manuel José Ossandón Irarrázabal,Senador
18406-02,0,1328,Rojo Edwards,Senador
18406-02,0,1502,Miguel Ángel Becker Alvear,Senador
18406-02,0,1515,Arturo Squella Ovalle,Senador
18406-02,0,911,Carlos Ignacio Kuschel Silva,Senador
18407-25,0,1341,Alejandra Sepúlveda Orbenes,Senador
18407-25,0,1343,Esteban Velásquez Núñez,Senador
18408-25,0,1017,Álvaro Carter Fernández,Diputado
18408-25,0,1044,Raúl Leiva Carvajal,Diputado
18408-25,0,1132,Jorge Guzmán Zepeda,Diputado
18408-25,0,1170,Luis Sánchez Ossa,Diputado
18408-25,0,1216,Stephanie Jéldrez Ortiz,Diputado
18408-25,0,1219,Tomás Kast Sommerhoff,Diputado
18408-25,0,1223,Hans Marowski Cuevas,Diputado
18408-25,0,1235,Javier Olivares Avendaño,Diputado
18408-25,0,1249,Omar Sabat Guzmán,Diputado
18408-25,0,1261,Daniel Valenzuela Salazar,Diputado
18409-03,0,1009,Jorge Alessandri Vergara,Diputado
18409-03,0,1065,Guillermo Ramírez Diez,Diputado
18409-03,0,1174,Marco Antonio Sulantay Olivares,Diputado
18409-03,0,1176,Hotuiti Teao Drago,Diputado
18409-03,0,1183,Flor Weisse Novoa,Diputado
18409-03,0,1199,Jaime Coloma Álamos,Diputado
18409-03,0,1202,Eduardo Cretton Rebolledo,Diputado
18409-03,0,1234,Mario Olavarría Rodríguez,Diputado
18409-03,0,1257,Alejandra Valdebenito Torres,Diputado
18409-03,0,815,Sergio Bobadilla Muñoz,Diputado
18410-07,0,1062,Joanna Pérez Olea,Diputado
18410-07,0,1108,Juan Carlos Beltrán Silva,Diputado
18410-07,0,1227,Claudia Mora Vega,Diputado
18410-07,0,1242,Rodrigo Ramírez Parra,Diputado
18410-07,0,843,René Manuel García García,Diputado
18411-11,0,1028,Eduardo Durán Salinas,Diputado
18411-11,0,1074,Marisela Santibáñez Novoa,Diputado
18411-11,0,1102,Roberto Arroyo Muñoz,Diputado
18411-11,0,1128,Ana María Gazmuri Vieira,Diputado
18411-11,0,1213,Irací Hassler Jacob,Diputado
18411-11,0,1235,Javier Olivares Avendaño,Diputado
18411-11,0,1236,Paula Olmos Contreras,Diputado
18411-11,0,1239,Fabián Ossandón Briceño,Diputado
18411-11,0,1240,Zandra Parisi Fernández,Diputado
18411-11,0,1243,Tamara Ramírez Ramírez,Diputado
18412-07,0,1056,Emilia Nuyado Ancapichun,Diputado
18412-07,0,1181,Nelson Venegas Salazar,Diputado
18412-07,0,1206,Carolina Cucumides Calderón,Diputado
18412-07,0,1246,José Antonio Rivas Villalobos,Diputado
18412-07,0,1260,César Valenzuela Maass,Diputado
18413-07,0,1013,Alejandro Bernales Maldonado,Diputado
18413-07,0,1044,Raúl Leiva Carvajal,Diputado
18413-07,0,1060,Luis Pardo Sáinz,Diputado
18413-07,0,1062,Joanna Pérez Olea,Diputado
18413-07,0,1065,Guillermo Ramírez Diez,Diputado
18413-07,0,1075,Diego Schalper Sepúlveda,Diputado
18413-07,0,1087,Gael Yeomans Araya,Diputado
18413-07,0,1132,Jorge Guzmán Zepeda,Diputado
18413-07,0,1205,Carlos Cuadrado Prats,Diputado
18413-07,0,872,Jaime Mulet Martínez,Diputado
18414-18,0,1025,Catalina Del Real Mihovilovic,Diputado
18414-18,0,1028,Eduardo Durán Salinas,Diputado
18414-18,0,1074,Marisela Santibáñez Novoa,Diputado
18414-18,0,1116,Felipe Camaño Cárdenas,Diputado
18414-18,0,1191,Valentina Becerra Peña,Diputado
18414-18,0,1198,Paz Charpentier Rajcevich,Diputado
18414-18,0,1216,Stephanie Jéldrez Ortiz,Diputado
18414-18,0,1227,Claudia Mora Vega,Diputado
18414-18,0,1240,Zandra Parisi Fernández,Diputado
18414-18,0,1244,Claudia Reyes Larenas,Diputado
18415-18,0,1021,Andrés Celis Montt,Diputado
18415-18,0,1054,Francesca Muñoz González,Diputado
18415-18,0,1119,Sara Concha Smith,Diputado
18415-18,0,1193,Patricio Briones Moller,Diputado
18415-18,0,1219,Tomás Kast Sommerhoff,Diputado
18415-18,0,1223,Hans Marowski Cuevas,Diputado
