boletin,author_order,author_id,author_name,author_chamber
18239-36,0,1501,Andrea Balladares Letelier,Senador
18239-36,0,1510,Vanessa Kaiser Barents-Von Hohenhagen,Senador
18240-13,0,1336,Daniel Núñez Arancibia,Senador
18240-13,0,1339,Gastón Saavedra Chandía,Senador
18240-13,0,1344,Matías Walker Prieto,Senador
18240-13,0,1501,Andrea Balladares Letelier,Senador
18240-13,0,1503,Miguel Ángel Calisto Águila,Senador
18241-03,0,1329,Fidel Espinoza Sandoval,Senador
18241-03,0,1340,Gustavo Sanhueza Dueñas,Senador
18241-03,0,1341,Alejandra Sepúlveda Orbenes,Senador
18241-03,0,1344,Matías Walker Prieto,Senador
18241-03,0,1503,Miguel Ángel Calisto Águila,Senador
18242-13,0,1224,Ximena Ordenes Neira,Senador
18242-13,0,1320,Loreto Carvajal Ambiado,Senador
18242-13,0,1339,Gastón Saavedra Chandía,Senador
18242-13,0,1341,Alejandra Sepúlveda Orbenes,Senador
18242-13,0,1507,Daniella Cicardini Milla,Senador
18243-13,0,1105,Héctor Barría Angulo,Diputado
18243-13,0,1180,Consuelo Veloso Ávila,Diputado
18243-13,0,1224,Cristian Mella Andaur,Diputado
18243-13,0,1238,Álvaro Ortiz Vera,Diputado
18243-13,0,1241,Patricio Pinilla Valencia,Diputado
18244-07,0,1028,Eduardo Durán Salinas,Diputado
18244-07,0,1059,Ximena Ossandón Irarrázabal,Diputado
18244-07,0,1075,Diego Schalper Sepúlveda,Diputado
18244-07,0,1108,Juan Carlos Beltrán Silva,Diputado
18244-07,0,1131,Mauro González Villarroel,Diputado
18244-07,0,1132,Jorge Guzmán Zepeda,Diputado
18244-07,0,1227,Claudia Mora Vega,Diputado
18244-07,0,1237,Francisco Orrego Gutiérrez,Diputado
18244-07,0,1261,Daniel Valenzuela Salazar,Diputado
18244-07,0,843,René Manuel García García,Diputado
18245-12,0,1099,Jaime Araya Guerrero,Diputado
18245-12,0,1116,Felipe Camaño Cárdenas,Diputado
18245-12,0,1141,Luis Malla Valenzuela,Diputado
18245-12,0,1208,Jorge Díaz Ibarra,Diputado
18245-12,0,1210,Gustavo Gatica Villarroel,Diputado
18246-18,0,1021,Andrés Celis Montt,Diputado
18246-18,0,1044,Raúl Leiva Carvajal,Diputado
18246-18,0,1059,Ximena Ossandón Irarrázabal,Diputado
18246-18,0,1075,Diego Schalper Sepúlveda,Diputado
18246-18,0,1105,Héctor Barría Angulo,Diputado
18246-18,0,1178,Héctor Ulloa Aguilera,Diputado
18246-18,0,1193,Patricio Briones Moller,Diputado
18246-18,0,1219,Tomás Kast Sommerhoff,Diputado
18246-18,0,1236,Paula Olmos Contreras,Diputado
18246-18,0,1251,Macarena Santelices Cañas,Diputado
18247-13,0,1059,Ximena Ossandón Irarrázabal,Diputado
18247-13,0,1073,Juan Santana Castillo,Diputado
18247-13,0,1074,Marisela Santibáñez Novoa,Diputado
18247-13,0,1087,Gael Yeomans Araya,Diputado
18247-13,0,1100,Cristián Araya Lerdo de Tejada,Diputado
18247-13,0,1104,Chiara Barchiesi Chávez,Diputado
18247-13,0,1122,Luis Alberto Cuello Peña y Lillo,Diputado
18247-13,0,1146,José Carlos Meza Pereira,Diputado
18247-13,0,1211,Sofía González Cortés,Diputado
18247-13,0,1240,Zandra Parisi Fernández,Diputado
18248-07,0,1039,Pamela Jiles Moreno,Diputado
18248-07,0,1193,Patricio Briones Moller,Diputado
18248-07,0,1201,Flor Contreras Vivallo,Diputado
18248-07,0,1239,Fabián Ossandón Briceño,Diputado
18248-07,0,1259,Juan Marcelo Valenzuela Henríquez,Diputado
18248-07,0,872,Jaime Mulet Martínez,Diputado
18249-07,0,1039,Pamela Jiles Moreno,Diputado
18249-07,0,1201,Flor Contreras Vivallo,Diputado
18249-07,0,1239,Fabián Ossandón Briceño,Diputado
18249-07,0,1243,Tamara Ramírez Ramírez,Diputado
18249-07,0,1255,Eileen Urqueta Rojas,Diputado
18249-07,0,1258,Guillermo Valdés Carmona,Diputado
18249-07,0,1259,Juan Marcelo Valenzuela Henríquez,Diputado
18250-07,0,1025,Catalina Del Real Mihovilovic,Diputado
18250-07,0,1102,Roberto Arroyo Muñoz,Diputado
18251-07,0,1102,Roberto Arroyo Muñoz,Diputado
18251-07,0,1193,Patricio Briones Moller,Diputado
18251-07,0,1239,Fabián Ossandón Briceño,Diputado
18251-07,0,1258,Guillermo Valdés Carmona,Diputado
18252-07,0,1039,Pamela Jiles Moreno,Diputado
18252-07,0,1193,Patricio Briones Moller,Diputado
18252-07,0,1201,Flor Contreras Vivallo,Diputado
18252-07,0,1235,Javier Olivares Avendaño,Diputado
18252-07,0,1236,Paula Olmos Contreras,Diputado
18252-07,0,1239,Fabián Ossandón Briceño,Diputado
18252-07,0,1240,Zandra Parisi Fernández,Diputado
18252-07,0,1243,Tamara Ramírez Ramírez,Diputado
18252-07,0,1255,Eileen Urqueta Rojas,Diputado
18252-07,0,1259,Juan Marcelo Valenzuela Henríquez,Diputado
18253-25,0,1324,Karim Bianchi Retamales,Senador
18253-25,0,1500,Danisa Astudillo Peiretti,Senador
18253-25,0,1503,Miguel Ángel Calisto Águila,Senador
18254-11,0,1324,Karim Bianchi Retamales,Senador
18254-11,0,1500,Danisa Astudillo Peiretti,Senador
18254-11,0,1503,Miguel Ángel Calisto Águila,Senador
18260-07,0,1120,Manuel José Ossandón Irarrázabal,Senador
18260-07,0,1337,Paulina Núñez Urrutia,Senador
18260-07,0,1339,Gastón Saavedra Chandía,Senador
18260-07,0,1502,Miguel Ángel Becker Alvear,Senador
18260-07,0,1518,Cristian Vial Maceratta,Senador
18261-13,0,1115,Alfonso De Urresti Longton,Senador
18261-13,0,1329,Fidel Espinoza Sandoval,Senador
18261-13,0,1339,Gastón Saavedra Chandía,Senador
18261-13,0,1500,Danisa Astudillo Peiretti,Senador
18261-13,0,1507,Daniella Cicardini Milla,Senador
18262-06,0,1143,Cristóbal Martínez Ramírez,Diputado
18262-06,0,1157,Marlene Pérez Cartes,Diputado
18262-06,0,1176,Hotuiti Teao Drago,Diputado
18262-06,0,1202,Eduardo Cretton Rebolledo,Diputado
18262-06,0,1231,Ximena Naranjo Pinto,Diputado
18262-06,0,1233,Ricardo Neumann Bertín,Diputado
18262-06,0,1234,Mario Olavarría Rodríguez,Diputado
18262-06,0,1249,Omar Sabat Guzmán,Diputado
18262-06,0,1257,Alejandra Valdebenito Torres,Diputado
18262-06,0,815,Sergio Bobadilla Muñoz,Diputado
18263-03,0,1013,Alejandro Bernales Maldonado,Diputado
18263-03,0,1056,Emilia Nuyado Ancapichun,Diputado
18263-03,0,1110,Carlos Bianchi Chelech,Diputado
18263-03,0,1128,Ana María Gazmuri Vieira,Diputado
18263-03,0,1141,Luis Malla Valenzuela,Diputado
18263-03,0,1182,Sebastián Videla Castillo,Diputado
18263-03,0,986,Marcela Hernando Pérez,Diputado
18264-07,0,1116,Felipe Camaño Cárdenas,Diputado
18264-07,0,872,Jaime Mulet Martínez,Diputado
18265-07,0,1119,Sara Concha Smith,Diputado
18265-07,0,1131,Mauro González Villarroel,Diputado
18265-07,0,1132,Jorge Guzmán Zepeda,Diputado
18265-07,0,1193,Patricio Briones Moller,Diputado
18265-07,0,1227,Claudia Mora Vega,Diputado
18265-07,0,1234,Mario Olavarría Rodríguez,Diputado
18265-07,0,1235,Javier Olivares Avendaño,Diputado
18265-07,0,1242,Rodrigo Ramírez Parra,Diputado
18265-07,0,1255,Eileen Urqueta Rojas,Diputado
18265-07,0,1261,Daniel Valenzuela Salazar,Diputado
18266-15,0,1217,Pier Karlezi Hazleby,Diputado
18266-15,0,1225,Cristian Menchaca Pinochet,Diputado
18266-15,0,843,René Manuel García García,Diputado
18267-24,0,1013,Alejandro Bernales Maldonado,Diputado
18267-24,0,1062,Joanna Pérez Olea,Diputado
18267-24,0,1122,Luis Alberto Cuello Peña y Lillo,Diputado
18267-24,0,1141,Luis Malla Valenzuela,Diputado
18267-24,0,1182,Sebastián Videla Castillo,Diputado
18267-24,0,1186,Ignacio Achurra Díaz,Diputado
18267-24,0,986,Marcela Hernando Pérez,Diputado
18268-06,0,1013,Alejandro Bernales Maldonado,Diputado
18268-06,0,1141,Luis Malla Valenzuela,Diputado
18268-06,0,1182,Sebastián Videla Castillo,Diputado
18268-06,0,986,Marcela Hernando Pérez,Diputado
18269-01,0,1140,Daniel Lilayu Vivanco,Diputado
18269-01,0,1183,Flor Weisse Novoa,Diputado
18269-01,0,1199,Jaime Coloma Álamos,Diputado
18269-01,0,1202,Eduardo Cretton Rebolledo,Diputado
18269-01,0,1233,Ricardo Neumann Bertín,Diputado
18269-01,0,1249,Omar Sabat Guzmán,Diputado
18269-01,0,1257,Alejandra Valdebenito Torres,Diputado
18269-01,0,803,René Alinco Bustos,Diputado
18269-01,0,815,Sergio Bobadilla Muñoz,Diputado
18270-25,0,1044,Raúl Leiva Carvajal,Diputado
18270-25,0,1062,Joanna Pérez Olea,Diputado
18270-25,0,1099,Jaime Araya Guerrero,Diputado
18270-25,0,1100,Cristián Araya Lerdo de Tejada,Diputado
18270-25,0,1104,Chiara Barchiesi Chávez,Diputado
18270-25,0,1107,María Francisca Bello Campos,Diputado
18270-25,0,1131,Mauro González Villarroel,Diputado
18270-25,0,1208,Jorge Díaz Ibarra,Diputado
18270-25,0,1215,Álvaro Jofré Cáceres,Diputado
18270-25,0,1259,Juan Marcelo Valenzuela Henríquez,Diputado
18271-07,0,1060,Luis Pardo Sáinz,Diputado
18271-07,0,1065,Guillermo Ramírez Diez,Diputado
18271-07,0,1099,Jaime Araya Guerrero,Diputado
18271-07,0,1104,Chiara Barchiesi Chávez,Diputado
18271-07,0,1141,Luis Malla Valenzuela,Diputado
18271-07,0,1220,Leandro Kunstmann Collado,Diputado
18271-07,0,1228,Paulina Muñoz Minte,Diputado
18271-07,0,1233,Ricardo Neumann Bertín,Diputado
18271-07,0,1243,Tamara Ramírez Ramírez,Diputado
18272-37,0,1224,Ximena Ordenes Neira,Senador
18272-37,0,1326,Juan Luis Castro González,Senador
18272-37,0,1329,Fidel Espinoza Sandoval,Senador
18272-37,0,1336,Daniel Núñez Arancibia,Senador
18272-37,0,1339,Gastón Saavedra Chandía,Senador
18273-21,0,1224,Ximena Ordenes Neira,Senador
18273-21,0,1326,Juan Luis Castro González,Senador
18273-21,0,1329,Fidel Espinoza Sandoval,Senador
18273-21,0,1336,Daniel Núñez Arancibia,Senador
18273-21,0,1339,Gastón Saavedra Chandía,Senador
18274-07,0,1117,Iván Moreira Barros,Senador
18274-07,0,1120,Manuel José Ossandón Irarrázabal,Senador
18274-07,0,1337,Paulina Núñez Urrutia,Senador
18274-07,0,1450,Paulina Vodanovic Rojas,Senador
18274-07,0,1518,Cristian Vial Maceratta,Senador
18275-12,0,1120,Manuel José Ossandón Irarrázabal,Senador
18275-12,0,1331,Sergio Gahona Salazar,Senador
18275-12,0,1337,Paulina Núñez Urrutia,Senador
18275-12,0,1502,Miguel Ángel Becker Alvear,Senador
18275-12,0,1503,Miguel Ángel Calisto Águila,Senador
18276-07,0,1505,Rodolfo Carter Fernández,Senador
18276-07,0,1515,Arturo Squella Ovalle,Senador
18276-07,0,1516,Renzo Trisotti Martínez,Senador
18276-07,0,1517,Ignacio Urrutia Bonilla,Senador
18276-07,0,1518,Cristian Vial Maceratta,Senador
18277-04,0,1117,Iván Moreira Barros,Senador
18277-04,0,1335,Javier Macaya Danús,Senador
18277-04,0,1340,Gustavo Sanhueza Dueñas,Senador
18277-04,0,1342,Enrique Van Rysselberghe Herrera,Senador
18277-04,0,1518,Cristian Vial Maceratta,Senador
18278-13,0,1324,Karim Bianchi Retamales,Senador
18278-13,0,1332,María José Gatica Bertin,Senador
18278-13,0,1503,Miguel Ángel Calisto Águila,Senador
18278-13,0,1510,Vanessa Kaiser Barents-Von Hohenhagen,Senador
18278-13,0,1511,Enrique Lee Flores,Senador
18280-21,0,1013,Alejandro Bernales Maldonado,Diputado
18280-21,0,1059,Ximena Ossandón Irarrázabal,Diputado
18280-21,0,1062,Joanna Pérez Olea,Diputado
18280-21,0,1074,Marisela Santibáñez Novoa,Diputado
18280-21,0,1131,Mauro González Villarroel,Diputado
18280-21,0,1157,Marlene Pérez Cartes,Diputado
18280-21,0,1177,Carolina Tello Rojas,Diputado
18280-21,0,1178,Héctor Ulloa Aguilera,Diputado
18280-21,0,1222,Andrea Macías Palma,Diputado
18280-21,0,1239,Fabián Ossandón Briceño,Diputado
18281-15,0,1059,Ximena Ossandón Irarrázabal,Diputado
18281-15,0,1188,Marcos Barraza Gómez,Diputado
18281-15,0,1205,Carlos Cuadrado Prats,Diputado
18281-15,0,1251,Macarena Santelices Cañas,Diputado
18282-07,0,1059,Ximena Ossandón Irarrázabal,Diputado
18282-07,0,1221,Benjamín Lorca Inzunza,Diputado
18282-07,0,1256,Tatiana Urrutia Herrera,Diputado
18282-07,0,1260,César Valenzuela Maass,Diputado
18283-35,0,1059,Ximena Ossandón Irarrázabal,Diputado
18283-35,0,1061,Andrea Parra Sauterel,Diputado
18283-35,0,1087,Gael Yeomans Araya,Diputado
18283-35,0,1128,Ana María Gazmuri Vieira,Diputado
18283-35,0,1141,Luis Malla Valenzuela,Diputado
18283-35,0,1178,Héctor Ulloa Aguilera,Diputado
18283-35,0,1205,Carlos Cuadrado Prats,Diputado
18283-35,0,1226,José Montalva Feuerhake,Diputado
18283-35,0,1264,Fernando Zamorano Peralta,Diputado
18284-29,0,1102,Roberto Arroyo Muñoz,Diputado
18285-05,0,1015,Jorge Brito Hasbún,Diputado
18285-05,0,1087,Gael Yeomans Araya,Diputado
18285-05,0,1153,Coca Ericka Ñanco Vásquez,Diputado
18285-05,0,1171,Emilia Schneider Videla,Diputado
18285-05,0,1177,Carolina Tello Rojas,Diputado
18285-05,0,1180,Consuelo Veloso Ávila,Diputado
18285-05,0,1207,Valentina Cáceres Monsálvez,Diputado
18285-05,0,1256,Tatiana Urrutia Herrera,Diputado
18287-11,0,1107,María Francisca Bello Campos,Diputado
18287-11,0,1127,Lorena Fries Monleón,Diputado
18287-11,0,1128,Ana María Gazmuri Vieira,Diputado
18287-11,0,1148,Javiera Morales Alvarado,Diputado
18287-11,0,1222,Andrea Macías Palma,Diputado
18287-11,0,1252,Constanza Schonhaut Soto,Diputado
18287-11,0,1256,Tatiana Urrutia Herrera,Diputado
18288-06,0,1116,Felipe Camaño Cárdenas,Diputado
18288-06,0,872,Jaime Mulet Martínez,Diputado
18289-01,0,1056,Emilia Nuyado Ancapichun,Diputado
18289-01,0,1114,Félix Bugueño Sotelo,Diputado
18289-01,0,1116,Felipe Camaño Cárdenas,Diputado
18289-01,0,1196,Priscilla Castillo Gerli,Diputado
18290-15,0,1054,Francesca Muñoz González,Diputado
18290-15,0,1102,Roberto Arroyo Muñoz,Diputado
18290-15,0,1119,Sara Concha Smith,Diputado
18290-15,0,1166,Natalia Romero Talguia,Diputado
18290-15,0,1175,Cristián Tapia Ramos,Diputado
18290-15,0,1217,Pier Karlezi Hazleby,Diputado
18290-15,0,1227,Claudia Mora Vega,Diputado
18290-15,0,1228,Paulina Muñoz Minte,Diputado
18290-15,0,1244,Claudia Reyes Larenas,Diputado
18290-15,0,843,René Manuel García García,Diputado
18291-07,0,1102,Roberto Arroyo Muñoz,Diputado
18291-07,0,1193,Patricio Briones Moller,Diputado
18291-07,0,1240,Zandra Parisi Fernández,Diputado
18292-07,0,1102,Roberto Arroyo Muñoz,Diputado
18292-07,0,1193,Patricio Briones Moller,Diputado
18292-07,0,1240,Zandra Parisi Fernández,Diputado
18293-15,0,1110,Carlos Bianchi Chelech,Diputado
18293-15,0,1116,Felipe Camaño Cárdenas,Diputado
18293-15,0,1117,Nathalie Castillo Rojas,Diputado
18293-15,0,1208,Jorge Díaz Ibarra,Diputado
18293-15,0,843,René Manuel García García,Diputado
18293-15,0,872,Jaime Mulet Martínez,Diputado
18294-15,0,1086,Gonzalo Winter Etcheberry,Diputado
18294-15,0,1116,Felipe Camaño Cárdenas,Diputado
18294-15,0,1178,Héctor Ulloa Aguilera,Diputado
18294-15,0,1183,Flor Weisse Novoa,Diputado
18294-15,0,1201,Flor Contreras Vivallo,Diputado
18294-15,0,1238,Álvaro Ortiz Vera,Diputado
18294-15,0,1258,Guillermo Valdés Carmona,Diputado
18295-07,0,1099,Jaime Araya Guerrero,Diputado
18295-07,0,1100,Cristián Araya Lerdo de Tejada,Diputado
18295-07,0,1105,Héctor Barría Angulo,Diputado
18295-07,0,1240,Zandra Parisi Fernández,Diputado
18295-07,0,1241,Patricio Pinilla Valencia,Diputado
18297-07,0,1110,Pedro Araya Guerrero,Senador
18298-07,0,1341,Alejandra Sepúlveda Orbenes,Senador
18298-07,0,1343,Esteban Velásquez Núñez,Senador
18299-35,0,1326,Juan Luis Castro González,Senador
18299-35,0,1333,Sebastián Keitel Bianchi,Senador
18299-35,0,1502,Miguel Ángel Becker Alvear,Senador
18299-35,0,1510,Vanessa Kaiser Barents-Von Hohenhagen,Senador
18299-35,0,911,Carlos Ignacio Kuschel Silva,Senador
18300-04,0,1215,Yasna Provoste Campillay,Senador
18300-04,0,1224,Ximena Ordenes Neira,Senador
18300-04,0,1338,Claudia Pascual Grau,Senador
18300-04,0,1340,Gustavo Sanhueza Dueñas,Senador
18302-11,0,1224,Ximena Ordenes Neira,Senador
18302-11,0,1326,Juan Luis Castro González,Senador
18302-11,0,1331,Sergio Gahona Salazar,Senador
18302-11,0,1511,Enrique Lee Flores,Senador
18303-15,0,1117,Iván Moreira Barros,Senador
18303-15,0,1331,Sergio Gahona Salazar,Senador
18303-15,0,1335,Javier Macaya Danús,Senador
18303-15,0,1337,Paulina Núñez Urrutia,Senador
18303-15,0,1340,Gustavo Sanhueza Dueñas,Senador
18304-06,0,1117,Iván Moreira Barros,Senador
18304-06,0,1331,Sergio Gahona Salazar,Senador
18304-06,0,1335,Javier Macaya Danús,Senador
18304-06,0,1337,Paulina Núñez Urrutia,Senador
18304-06,0,1340,Gustavo Sanhueza Dueñas,Senador
18305-04,0,1117,Iván Moreira Barros,Senador
18305-04,0,1331,Sergio Gahona Salazar,Senador
18305-04,0,1335,Javier Macaya Danús,Senador
18305-04,0,1337,Paulina Núñez Urrutia,Senador
18305-04,0,1340,Gustavo Sanhueza Dueñas,Senador
18306-15,0,1110,Carlos Bianchi Chelech,Diputado
18306-15,0,1116,Felipe Camaño Cárdenas,Diputado
18306-15,0,1186,Ignacio Achurra Díaz,Diputado
18306-15,0,872,Jaime Mulet Martínez,Diputado
18307-03,0,1077,Raúl Soto Mardones,Diputado
18307-03,0,1116,Felipe Camaño Cárdenas,Diputado
18307-03,0,1193,Patricio Briones Moller,Diputado
18307-03,0,1213,Irací Hassler Jacob,Diputado
18308-11,0,1021,Andrés Celis Montt,Diputado
18308-11,0,1025,Catalina Del Real Mihovilovic,Diputado
18308-11,0,1107,María Francisca Bello Campos,Diputado
18308-11,0,1140,Daniel Lilayu Vivanco,Diputado
18308-11,0,1142,Daniel Manouchehri Lobos,Diputado
18308-11,0,1209,Matías Fernández Hartwig,Diputado
18308-11,0,1251,Macarena Santelices Cañas,Diputado
18308-11,0,1257,Alejandra Valdebenito Torres,Diputado
18308-11,0,1264,Fernando Zamorano Peralta,Diputado
18309-14,0,1056,Emilia Nuyado Ancapichun,Diputado
18309-14,0,1128,Ana María Gazmuri Vieira,Diputado
18309-14,0,1178,Héctor Ulloa Aguilera,Diputado
18309-14,0,1213,Irací Hassler Jacob,Diputado
18309-14,0,1229,Javier Muñoz Riquelme,Diputado
18309-14,0,1234,Mario Olavarría Rodríguez,Diputado
18309-14,0,1256,Tatiana Urrutia Herrera,Diputado
18310-03,0,1021,Andrés Celis Montt,Diputado
18310-03,0,1128,Ana María Gazmuri Vieira,Diputado
18310-03,0,1213,Irací Hassler Jacob,Diputado
18311-06,0,1128,Ana María Gazmuri Vieira,Diputado
18312-07,0,1009,Jorge Alessandri Vergara,Diputado
18312-07,0,1143,Cristóbal Martínez Ramírez,Diputado
18312-07,0,1174,Marco Antonio Sulantay Olivares,Diputado
18312-07,0,1202,Eduardo Cretton Rebolledo,Diputado
18312-07,0,1234,Mario Olavarría Rodríguez,Diputado
18313-08,0,1021,Andrés Celis Montt,Diputado
18313-08,0,1028,Eduardo Durán Salinas,Diputado
18313-08,0,1108,Juan Carlos Beltrán Silva,Diputado
18313-08,0,1193,Patricio Briones Moller,Diputado
18313-08,0,1235,Javier Olivares Avendaño,Diputado
18313-08,0,1237,Francisco Orrego Gutiérrez,Diputado
18313-08,0,1259,Juan Marcelo Valenzuela Henríquez,Diputado
18313-08,0,1261,Daniel Valenzuela Salazar,Diputado
18316-02,0,1015,Jorge Brito Hasbún,Diputado
18316-02,0,1086,Gonzalo Winter Etcheberry,Diputado
18316-02,0,1099,Jaime Araya Guerrero,Diputado
18316-02,0,1142,Daniel Manouchehri Lobos,Diputado
18316-02,0,1205,Carlos Cuadrado Prats,Diputado
18316-02,0,1213,Irací Hassler Jacob,Diputado
18316-02,0,1241,Patricio Pinilla Valencia,Diputado
18316-02,0,1259,Juan Marcelo Valenzuela Henríquez,Diputado
18316-02,0,1260,César Valenzuela Maass,Diputado
18317-13,0,1140,Daniel Lilayu Vivanco,Diputado
18317-13,0,1143,Cristóbal Martínez Ramírez,Diputado
18317-13,0,1157,Marlene Pérez Cartes,Diputado
18317-13,0,1214,Constanza Hube Portus,Diputado
18317-13,0,1231,Ximena Naranjo Pinto,Diputado
18317-13,0,1234,Mario Olavarría Rodríguez,Diputado
18317-13,0,1249,Omar Sabat Guzmán,Diputado
18317-13,0,1257,Alejandra Valdebenito Torres,Diputado
18317-13,0,815,Sergio Bobadilla Muñoz,Diputado
18318-19,0,1021,Andrés Celis Montt,Diputado
18318-19,0,1086,Gonzalo Winter Etcheberry,Diputado
18318-19,0,1087,Gael Yeomans Araya,Diputado
18318-19,0,1142,Daniel Manouchehri Lobos,Diputado
18318-19,0,1143,Cristóbal Martínez Ramírez,Diputado
18318-19,0,1173,Daniela Serrano Salazar,Diputado
18318-19,0,1180,Consuelo Veloso Ávila,Diputado
18318-19,0,1193,Patricio Briones Moller,Diputado
18318-19,0,1206,Carolina Cucumides Calderón,Diputado
18318-19,0,1226,José Montalva Feuerhake,Diputado
18319-07,0,1140,Daniel Lilayu Vivanco,Diputado
18319-07,0,1143,Cristóbal Martínez Ramírez,Diputado
18319-07,0,1157,Marlene Pérez Cartes,Diputado
18319-07,0,1202,Eduardo Cretton Rebolledo,Diputado
18319-07,0,1231,Ximena Naranjo Pinto,Diputado
18319-07,0,1234,Mario Olavarría Rodríguez,Diputado
18319-07,0,1249,Omar Sabat Guzmán,Diputado
18319-07,0,1257,Alejandra Valdebenito Torres,Diputado
18319-07,0,815,Sergio Bobadilla Muñoz,Diputado
18320-18,0,1028,Eduardo Durán Salinas,Diputado
18320-18,0,1054,Francesca Muñoz González,Diputado
18320-18,0,1119,Sara Concha Smith,Diputado
18320-18,0,1133,Juan Irarrázaval Rossel,Diputado
18320-18,0,1236,Paula Olmos Contreras,Diputado
18321-14,0,1108,Juan Carlos Beltrán Silva,Diputado
18321-14,0,1132,Jorge Guzmán Zepeda,Diputado
18321-14,0,1205,Carlos Cuadrado Prats,Diputado
18321-14,0,1215,Álvaro Jofré Cáceres,Diputado
18321-14,0,1219,Tomás Kast Sommerhoff,Diputado
18321-14,0,1232,Cristian Neira Martínez,Diputado
18321-14,0,1234,Mario Olavarría Rodríguez,Diputado
18321-14,0,1249,Omar Sabat Guzmán,Diputado
18321-14,0,1251,Macarena Santelices Cañas,Diputado
18321-14,0,843,René Manuel García García,Diputado
18322-06,0,1061,Andrea Parra Sauterel,Diputado
18322-06,0,1099,Jaime Araya Guerrero,Diputado
18322-06,0,1110,Carlos Bianchi Chelech,Diputado
18322-06,0,1175,Cristián Tapia Ramos,Diputado
18322-06,0,1178,Héctor Ulloa Aguilera,Diputado
18322-06,0,1195,Carlos Carvajal Gallardo,Diputado
18322-06,0,1205,Carlos Cuadrado Prats,Diputado
18322-06,0,1264,Fernando Zamorano Peralta,Diputado
18323-07,0,1117,Iván Moreira Barros,Senador
18323-07,0,1324,Karim Bianchi Retamales,Senador
18323-07,0,1337,Paulina Núñez Urrutia,Senador
18323-07,0,1339,Gastón Saavedra Chandía,Senador
18323-07,0,911,Carlos Ignacio Kuschel Silva,Senador
18324-07,0,1021,Andrés Celis Montt,Diputado
18324-07,0,1028,Eduardo Durán Salinas,Diputado
18324-07,0,1060,Luis Pardo Sáinz,Diputado
18324-07,0,1062,Joanna Pérez Olea,Diputado
18324-07,0,1075,Diego Schalper Sepúlveda,Diputado
18324-07,0,1131,Mauro González Villarroel,Diputado
18324-07,0,1197,Carlos Chandía Alarcón,Diputado
18324-07,0,1219,Tomás Kast Sommerhoff,Diputado
18324-07,0,1242,Rodrigo Ramírez Parra,Diputado
18325-06,0,1074,Marisela Santibáñez Novoa,Diputado
18325-06,0,1102,Roberto Arroyo Muñoz,Diputado
18325-06,0,1132,Jorge Guzmán Zepeda,Diputado
18325-06,0,1174,Marco Antonio Sulantay Olivares,Diputado
18325-06,0,1175,Cristián Tapia Ramos,Diputado
18325-06,0,1193,Patricio Briones Moller,Diputado
18325-06,0,1195,Carlos Carvajal Gallardo,Diputado
18325-06,0,1197,Carlos Chandía Alarcón,Diputado
18325-06,0,1219,Tomás Kast Sommerhoff,Diputado
18325-06,0,1224,Cristian Mella Andaur,Diputado
18326-18,0,1028,Eduardo Durán Salinas,Diputado
18326-18,0,1082,Cristóbal Urruticoechea Ríos,Diputado
18326-18,0,1133,Juan Irarrázaval Rossel,Diputado
18326-18,0,1184,Roberto Celedón Fernández,Diputado
18326-18,0,1231,Ximena Naranjo Pinto,Diputado
18326-18,0,1236,Paula Olmos Contreras,Diputado
18326-18,0,1238,Álvaro Ortiz Vera,Diputado
18326-18,0,1240,Zandra Parisi Fernández,Diputado
18327-07,0,1105,Héctor Barría Angulo,Diputado
18327-07,0,1116,Felipe Camaño Cárdenas,Diputado
18327-07,0,1196,Priscilla Castillo Gerli,Diputado
18327-07,0,1208,Jorge Díaz Ibarra,Diputado
18327-07,0,1224,Cristian Mella Andaur,Diputado
18327-07,0,1229,Javier Muñoz Riquelme,Diputado
18327-07,0,1238,Álvaro Ortiz Vera,Diputado
18327-07,0,1241,Patricio Pinilla Valencia,Diputado
18328-05,0,1059,Ximena Ossandón Irarrázabal,Diputado
18328-05,0,1108,Juan Carlos Beltrán Silva,Diputado
18328-05,0,1215,Álvaro Jofré Cáceres,Diputado
18328-05,0,1227,Claudia Mora Vega,Diputado
18328-05,0,1235,Javier Olivares Avendaño,Diputado
18328-05,0,1261,Daniel Valenzuela Salazar,Diputado
18329-06,0,1009,Jorge Alessandri Vergara,Diputado
18329-06,0,1062,Joanna Pérez Olea,Diputado
18329-06,0,1182,Sebastián Videla Castillo,Diputado
18329-06,0,1193,Patricio Briones Moller,Diputado
18329-06,0,1199,Jaime Coloma Álamos,Diputado
18329-06,0,1215,Álvaro Jofré Cáceres,Diputado
18329-06,0,1218,José Antonio Kast Adriasola,Diputado
18329-06,0,1228,Paulina Muñoz Minte,Diputado
18329-06,0,1237,Francisco Orrego Gutiérrez,Diputado
18329-06,0,1248,Felipe Ross Correa,Diputado
18330-07,0,1065,Guillermo Ramírez Diez,Diputado
18330-07,0,1140,Daniel Lilayu Vivanco,Diputado
18330-07,0,1166,Natalia Romero Talguia,Diputado
18330-07,0,1174,Marco Antonio Sulantay Olivares,Diputado
18330-07,0,1199,Jaime Coloma Álamos,Diputado
18330-07,0,1202,Eduardo Cretton Rebolledo,Diputado
18330-07,0,1214,Constanza Hube Portus,Diputado
18330-07,0,1231,Ximena Naranjo Pinto,Diputado
