vote_id,fecha,boletin,descripcion,affirmative,against,abstention,no_vote,dispensed,other_missing,binary_votes,missing_for_spatial_model,minority_count,minority_share_binary,binary_participation_share,unanimous_binary,eligible_lop_0025,eligible_lop_0050,eligible_lop_0100
89480,2026-07-21,18216-05,Boletín N°18216-05,83,62,0,10,0,0,145,10,62,0.427586,0.935484,0,1,1,1
89481,2026-07-21,18216-05,Boletín N°18216-05,83,62,0,10,0,0,145,10,62,0.427586,0.935484,0,1,1,1
89482,2026-07-21,18216-05,Boletín N°18216-05,98,47,0,10,0,0,145,10,47,0.324138,0.935484,0,1,1,1
89483,2026-07-21,18216-05,Boletín N°18216-05,95,50,0,10,0,0,145,10,50,0.344828,0.935484,0,1,1,1
89484,2026-07-21,18216-05,Boletín N°18216-05,84,61,0,10,0,0,145,10,61,0.420690,0.935484,0,1,1,1
89485,2026-07-21,18216-05,Boletín N°18216-05,75,70,0,10,0,0,145,10,70,0.482759,0.935484,0,1,1,1
89486,2026-07-21,18216-05,Boletín N°18216-05,75,70,0,10,0,0,145,10,70,0.482759,0.935484,0,1,1,1
89487,2026-07-21,18216-05,Boletín N°18216-05,96,48,0,11,0,0,144,11,48,0.333333,0.929032,0,1,1,1
89488,2026-07-21,18216-05,Boletín N°18216-05,76,69,0,10,0,0,145,10,69,0.475862,0.935484,0,1,1,1
89489,2026-07-21,18216-05,Boletín N°18216-05,85,60,0,10,0,0,145,10,60,0.413793,0.935484,0,1,1,1
89490,2026-07-21,18216-05,Boletín N°18216-05,87,58,0,10,0,0,145,10,58,0.400000,0.935484,0,1,1,1
89491,2026-07-21,18216-05,Boletín N°18216-05,84,61,0,10,0,0,145,10,61,0.420690,0.935484,0,1,1,1
89492,2026-07-21,18216-05,Boletín N°18216-05,85,60,0,10,0,0,145,10,60,0.413793,0.935484,0,1,1,1
89493,2026-07-21,18216-05,Boletín N°18216-05,94,51,0,10,0,0,145,10,51,0.351724,0.935484,0,1,1,1
89494,2026-07-21,18216-05,Boletín N°18216-05,82,63,0,10,0,0,145,10,63,0.434483,0.935484,0,1,1,1
89495,2026-07-21,18216-05,Boletín N°18216-05,82,63,0,10,0,0,145,10,63,0.434483,0.935484,0,1,1,1
89521,2026-07-22,18301-10,Boletín N°18301-10,135,0,0,20,0,0,135,20,0,0.000000,0.870968,1,0,0,0
89522,2026-07-22,18431-31,Boletín N°18431-31,135,0,0,20,0,0,135,20,0,0.000000,0.870968,1,0,0,0
89523,2026-07-22,18431-31,Boletín N°18431-31,66,67,2,20,0,0,133,22,66,0.496241,0.858065,0,1,1,1
89524,2026-07-22,17795-19,Boletín N°17795-19,128,2,5,20,0,0,130,25,2,0.015385,0.838710,0,0,0,0
89542,2026-07-22,18216-05,Boletín N°18216-05,80,48,2,25,0,0,128,27,48,0.375000,0.825806,0,1,1,1
89543,2026-07-22,18384-08,Boletín N°18384-08,117,4,8,26,0,0,121,34,4,0.033058,0.780645,0,1,0,0
89544,2026-07-22,18259-08,Boletín N°18259-08,107,2,20,26,0,0,109,46,2,0.018349,0.703226,0,0,0,0
89545,2026-07-22,18259-08,Boletín N°18259-08,126,0,2,27,0,0,126,29,0,0.000000,0.812903,1,0,0,0
89546,2026-07-22,18259-08,Boletín N°18259-08,124,1,3,27,0,0,125,30,1,0.008000,0.806452,0,0,0,0
89583,2026-08-04,18258-07,Boletín N°18258-07,119,27,0,9,0,0,146,9,27,0.184932,0.941935,0,1,1,1
89584,2026-08-04,18258-07,Boletín N°18258-07,67,77,2,9,0,0,144,11,67,0.465278,0.929032,0,1,1,1
89585,2026-08-04,18258-07,Boletín N°18258-07,90,45,11,9,0,0,135,20,45,0.333333,0.870968,0,1,1,1
89587,2026-08-04,16569-25,Boletín N°16569-25,146,0,0,9,0,0,146,9,0,0.000000,0.941935,1,0,0,0
89630,2026-08-05,18524-05,Boletín N°18524-05,139,0,0,16,0,0,139,16,0,0.000000,0.896774,1,0,0,0
89631,2026-08-05,18389-04,Boletín N°18389-04,111,28,1,15,0,0,139,16,28,0.201439,0.896774,0,1,1,1
89632,2026-08-05,18389-04,Boletín N°18389-04,88,49,3,15,0,0,137,18,49,0.357664,0.883871,0,1,1,1
89633,2026-08-05,18389-04,Boletín N°18389-04,64,75,1,15,0,0,139,16,64,0.460432,0.896774,0,1,1,1
89634,2026-08-05,18389-04,Boletín N°18389-04,79,58,3,15,0,0,137,18,58,0.423358,0.883871,0,1,1,1
89668,2026-08-10,18216-05,Boletín N°18216-05,75,59,12,9,0,0,134,21,59,0.440299,0.864516,0,1,1,1
89669,2026-08-10,18216-05,Boletín N°18216-05,75,58,13,9,0,0,133,22,58,0.436090,0.858065,0,1,1,1
89670,2026-08-10,18216-05,Boletín N°18216-05,74,50,22,9,0,0,124,31,50,0.403226,0.800000,0,1,1,1
89693,2026-08-11,16300-07,Boletín N°16300-07,114,26,2,13,0,0,140,15,26,0.185714,0.903226,0,1,1,1
89694,2026-08-11,16300-07,Boletín N°16300-07,67,75,0,13,0,0,142,13,67,0.471831,0.916129,0,1,1,1
89695,2026-08-11,16300-07,Boletín N°16300-07,106,36,0,13,0,0,142,13,36,0.253521,0.916129,0,1,1,1
89749,2026-08-12,18210-06,Boletín N°18210-06,133,0,1,21,0,0,133,22,0,0.000000,0.858065,1,0,0,0
89750,2026-08-12,16777-07,Boletín N°16777-07,134,0,0,21,0,0,134,21,0,0.000000,0.864516,1,0,0,0
89751,2026-08-12,18030-12,Boletín N°18030-12,74,51,9,21,0,0,125,30,51,0.408000,0.806452,0,1,1,1
89779,2026-08-17,17912-25,Boletín N°17912-25,131,0,0,24,0,0,131,24,0,0.000000,0.845161,1,0,0,0
89780,2026-08-17,17912-25,Boletín N°17912-25,52,60,18,25,0,0,112,43,52,0.464286,0.722581,0,1,1,1
89781,2026-08-17,17912-25,Boletín N°17912-25,130,0,0,25,0,0,130,25,0,0.000000,0.838710,1,0,0,0
89783,2026-08-17,17451-15,Boletín N°17451-15,127,0,3,25,0,0,127,28,0,0.000000,0.819355,1,0,0,0
89784,2026-08-17,17837-13,Boletín N°17837-13,79,45,8,23,0,0,124,31,45,0.362903,0.800000,0,1,1,1
89814,2026-08-18,18525-06,Boletín N°18525-06,134,1,0,20,0,0,135,20,1,0.007407,0.870968,0,0,0,0
89815,2026-08-18,18525-06,Boletín N°18525-06,132,1,2,20,0,0,133,22,1,0.007519,0.858065,0,0,0,0
89816,2026-08-18,18525-06,Boletín N°18525-06,118,15,2,20,0,0,133,22,15,0.112782,0.858065,0,1,1,1
89817,2026-08-18,18525-06,Boletín N°18525-06,77,51,7,20,0,0,128,27,51,0.398438,0.825806,0,1,1,1
89842,2026-08-18,15387-12,Boletín N°15387-12,80,41,7,27,0,0,121,34,41,0.338843,0.780645,0,1,1,1
89843,2026-08-18,12786-12,Boletín N°12786-12,50,68,10,27,0,0,118,37,50,0.423729,0.761290,0,1,1,1
89844,2026-08-18,12786-12,Boletín N°12786-12,54,65,7,29,0,0,119,36,54,0.453782,0.767742,0,1,1,1
89862,2026-08-19,18429-10,Boletín N°18429-10,124,0,0,31,0,0,124,31,0,0.000000,0.800000,1,0,0,0
89863,2026-08-19,18189-14,Boletín N°18189-14,124,0,0,31,0,0,124,31,0,0.000000,0.800000,1,0,0,0
89864,2026-08-19,18189-14,Boletín N°18189-14,64,57,3,31,0,0,121,34,57,0.471074,0.780645,0,1,1,1
89865,2026-08-19,18189-14,Boletín N°18189-14,67,49,8,31,0,0,116,39,49,0.422414,0.748387,0,1,1,1
89866,2026-08-19,16397-15,Boletín N°16397-15,123,0,1,31,0,0,123,32,0,0.000000,0.793548,1,0,0,0
89867,2026-08-19,17324-33,Boletín N°17324-33,62,18,42,31,2,0,80,75,18,0.225000,0.516129,0,1,1,1
89928,2026-09-01,17818-24,Boletín N°17818-24,142,0,1,12,0,0,142,13,0,0.000000,0.916129,1,0,0,0
89929,2026-09-01,17818-24,Boletín N°17818-24,71,68,4,12,0,0,139,16,68,0.489209,0.896774,0,1,1,1
89930,2026-09-01,17818-24,Boletín N°17818-24,64,69,10,12,0,0,133,22,64,0.481203,0.858065,0,1,1,1
89931,2026-09-01,17818-24,Boletín N°17818-24,64,78,1,12,0,0,142,13,64,0.450704,0.916129,0,1,1,1
89932,2026-09-01,17662-07,Boletín N°17662-07,96,34,14,11,0,0,130,25,34,0.261538,0.838710,0,1,1,1
89933,2026-09-01,17662-07,Boletín N°17662-07,49,92,3,11,0,0,141,14,49,0.347518,0.909677,0,1,1,1
89934,2026-09-01,17662-07,Boletín N°17662-07,61,78,5,11,0,0,139,16,61,0.438849,0.896774,0,1,1,1
89935,2026-09-01,17914-13,Boletín N°17914-13,108,18,17,12,0,0,126,29,18,0.142857,0.812903,0,1,1,1
89936,2026-09-01,17914-13,Boletín N°17914-13,73,68,2,12,0,0,141,14,68,0.482270,0.909677,0,1,1,1
89937,2026-09-01,15295-07,Boletín N°15295-07,102,12,30,11,0,0,114,41,12,0.105263,0.735484,0,1,1,1
