vote_id,fecha,boletin,topic_primary,origin_initiative,topic_source_layer,vote_stage,result,binary_votes,missing_for_spatial_model,minority_count,minority_share_binary,binary_participation_share,unanimous_binary
89632,2026-08-05,18389-04,Educación,ejecutivo,period_project,Particular,Aprobado,137,18,49,0.357664,0.883871,0
89633,2026-08-05,18389-04,Educación,ejecutivo,period_project,Particular,Unánime,139,16,64,0.460432,0.896774,0
89634,2026-08-05,18389-04,Educación,ejecutivo,period_project,Particular,Aprobado,137,18,58,0.423358,0.883871,0
89668,2026-08-10,18216-05,Economía y hacienda,ejecutivo,period_project,Única,Aprobado,134,21,59,0.440299,0.864516,0
89669,2026-08-10,18216-05,Economía y hacienda,ejecutivo,period_project,Única,Aprobado,133,22,58,0.436090,0.858065,0
89670,2026-08-10,18216-05,Economía y hacienda,ejecutivo,period_project,Única,Aprobado,124,31,50,0.403226,0.800000,0
89693,2026-08-11,16300-07,Seguridad,parlamentario,inherited_rollcall_project,General,Aprobado,140,15,26,0.185714,0.903226,0
89694,2026-08-11,16300-07,Seguridad,parlamentario,inherited_rollcall_project,Particular,Unánime,142,13,67,0.471831,0.916129,0
89695,2026-08-11,16300-07,Seguridad,parlamentario,inherited_rollcall_project,Particular,Aprobado,142,13,36,0.253521,0.916129,0
89749,2026-08-12,18210-06,Gobierno interior y descentralización,parlamentario,period_project,General,Aprobado,133,22,0,0.000000,0.858065,1
89750,2026-08-12,16777-07,Salud,parlamentario,inherited_rollcall_project,General,Aprobado,134,21,0,0.000000,0.864516,1
89751,2026-08-12,18030-12,Medio ambiente,parlamentario,inherited_rollcall_project,Particular,Aprobado,125,30,51,0.408000,0.806452,0
89779,2026-08-17,17912-25,Seguridad,parlamentario,inherited_rollcall_project,General,Aprobado,131,24,0,0.000000,0.845161,1
89780,2026-08-17,17912-25,Seguridad,parlamentario,inherited_rollcall_project,Particular,Unánime,112,43,52,0.464286,0.722581,0
89781,2026-08-17,17912-25,Seguridad,parlamentario,inherited_rollcall_project,Particular,Aprobado,130,25,0,0.000000,0.838710,1
89783,2026-08-17,17451-15,Transportes y telecomunicaciones,parlamentario,inherited_rollcall_project,Única,Aprobado,127,28,0,0.000000,0.819355,1
89784,2026-08-17,17837-13,Trabajo y seguridad social,parlamentario,inherited_rollcall_project,General,Aprobado,124,31,45,0.362903,0.800000,0
89814,2026-08-18,18525-06,Gobierno interior y descentralización,ejecutivo,period_project,General,Aprobado,135,20,1,0.007407,0.870968,0
89815,2026-08-18,18525-06,Gobierno interior y descentralización,ejecutivo,period_project,General,Aprobado,133,22,1,0.007519,0.858065,0
89816,2026-08-18,18525-06,Gobierno interior y descentralización,ejecutivo,period_project,Particular,Aprobado,133,22,15,0.112782,0.858065,0
89817,2026-08-18,18525-06,Gobierno interior y descentralización,ejecutivo,period_project,Particular,Unánime,128,27,51,0.398438,0.825806,0
89842,2026-08-18,15387-12,Medio ambiente,parlamentario,inherited_rollcall_project,General,Aprobado,121,34,41,0.338843,0.780645,0
89843,2026-08-18,12786-12,Medio ambiente,parlamentario,inherited_rollcall_project,General,Unánime,118,37,50,0.423729,0.761290,0
89844,2026-08-18,12786-12,Medio ambiente,parlamentario,inherited_rollcall_project,General,Unánime,119,36,54,0.453782,0.767742,0
89862,2026-08-19,18429-10,Relaciones exteriores,ejecutivo,period_project,Única,Aprobado,124,31,0,0.000000,0.800000,1
89863,2026-08-19,18189-14,Vivienda y territorio,parlamentario,period_project,General,Aprobado,124,31,0,0.000000,0.800000,1
89864,2026-08-19,18189-14,Vivienda y territorio,parlamentario,period_project,Particular,Aprobado,121,34,57,0.471074,0.780645,0
89865,2026-08-19,18189-14,Vivienda y territorio,parlamentario,period_project,Particular,Aprobado,116,39,49,0.422414,0.748387,0
89866,2026-08-19,16397-15,Transportes y telecomunicaciones,parlamentario,inherited_rollcall_project,General,Aprobado,123,32,0,0.000000,0.793548,1
89867,2026-08-19,17324-33,Agua y recursos hídricos,parlamentario,inherited_rollcall_project,General,Aprobado,80,75,18,0.225000,0.516129,0
89928,2026-09-01,17818-24,Cultura y comunicaciones,parlamentario,inherited_rollcall_project,General,Aprobado,142,13,0,0.000000,0.916129,1
89929,2026-09-01,17818-24,Cultura y comunicaciones,parlamentario,inherited_rollcall_project,Particular,Unánime,139,16,68,0.489209,0.896774,0
89930,2026-09-01,17818-24,Cultura y comunicaciones,parlamentario,inherited_rollcall_project,Particular,Unánime,133,22,64,0.481203,0.858065,0
89931,2026-09-01,17818-24,Cultura y comunicaciones,parlamentario,inherited_rollcall_project,Particular,Unánime,142,13,64,0.450704,0.916129,0
89932,2026-09-01,17662-07,Seguridad,parlamentario,inherited_rollcall_project,General,Aprobado,130,25,34,0.261538,0.838710,0
89933,2026-09-01,17662-07,Seguridad,parlamentario,inherited_rollcall_project,Particular,Unánime,141,14,49,0.347518,0.909677,0
89934,2026-09-01,17662-07,Seguridad,parlamentario,inherited_rollcall_project,Particular,Unánime,139,16,61,0.438849,0.896774,0
89935,2026-09-01,17914-13,Trabajo y seguridad social,parlamentario,inherited_rollcall_project,General,Aprobado,126,29,18,0.142857,0.812903,0
89936,2026-09-01,17914-13,Trabajo y seguridad social,parlamentario,inherited_rollcall_project,Particular,Aprobado,141,14,68,0.482270,0.909677,0
89937,2026-09-01,15295-07,Seguridad,parlamentario,inherited_rollcall_project,General,Aprobado,114,41,12,0.105263,0.735484,0
