vote_id,fecha,boletin,diputado_id,diputado_nombre,opcion,opcion_codigo,party_at_vote,caucus_at_vote,alignment_at_vote,party_confidence,caucus_confidence,affiliation_confidence,party_basis,caucus_basis,affiliation_interval_from,affiliation_interval_to,affiliation_uncertain,uncertain_fields,uncertainty_window_start,uncertainty_window_end
88442,2026-03-18,16944-25,1184,Roberto Celedón Fernández,Afirmativo,1,Independientes,Frente Amplio,oposicion,high,medium,medium,bcn_biografia,independent_electoral_slot_plus_current_caucus_plus_size_closure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1186,Ignacio Achurra Díaz,Afirmativo,1,Frente Amplio,Frente Amplio,oposicion,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1187,Carlo Arqueros Pizarro,Afirmativo,1,Partido Republicano,Comité Partido Republicano,oficialismo,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1188,Marcos Barraza Gómez,Afirmativo,1,Partido Comunista,Comité Comunista e Independientes,oposicion,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1189,Jaime Bassa Mercado,Afirmativo,1,Frente Amplio,Frente Amplio,oposicion,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1190,Enrique Bassaletti Riess,Afirmativo,1,Independientes,Comité Partido Republicano,oficialismo,high,medium,medium,bcn_biografia,independent_electoral_slot_plus_current_caucus_plus_size_closure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1191,Valentina Becerra Peña,Afirmativo,1,Partido Republicano,Comité Partido Republicano,oficialismo,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1192,Lilian Betancurt Delgado,Afirmativo,1,Partido de la Gente,Comité Partido de la Gente,no_alineado,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1193,Patricio Briones Moller,Afirmativo,1,Partido de la Gente,Comité Partido de la Gente,no_alineado,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1194,Daniel Bustos Leal,Afirmativo,1,Partido Republicano,Comité Partido Republicano,oficialismo,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1195,Carlos Carvajal Gallardo,Afirmativo,1,Independientes,Partido Por la Democracia e Independientes,oposicion,high,medium,medium,bcn_biografia,independent_electoral_slot_plus_current_caucus_plus_size_closure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1196,Priscilla Castillo Gerli,Afirmativo,1,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",oposicion,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1197,Carlos Chandía Alarcón,Afirmativo,1,Renovación Nacional,"Renovación Nacional, Evopoli e Independientes",oficialismo,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1198,Paz Charpentier Rajcevich,Afirmativo,1,Partido Republicano,Comité Partido Republicano,oficialismo,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1199,Jaime Coloma Álamos,Afirmativo,1,Unión Demócrata Independiente,Unión Demócrata Independiente,oficialismo,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1200,Cristian Contreras Radovic,Afirmativo,1,Partido de la Gente,Comité Partido de la Gente,no_alineado,medium,high,medium,servel_slot_camara_snapshot_concordance,documented_pre_event_state,2026-03-11,2026-04-02,0,,,
88442,2026-03-18,16944-25,1201,Flor Contreras Vivallo,Afirmativo,1,Partido de la Gente,Comité Partido de la Gente,no_alineado,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1202,Eduardo Cretton Rebolledo,Afirmativo,1,Unión Demócrata Independiente,Unión Demócrata Independiente,oficialismo,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1203,Sebastián Cristoffanini Jaraquemada,Afirmativo,1,Partido Republicano,Comité Partido Republicano,oficialismo,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1204,Francisco Crisóstomo Llanos,Afirmativo,1,Partido Socialista,"Socialista, Liberal, Radical e Independientes",oposicion,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1205,Carlos Cuadrado Prats,Afirmativo,1,Partido Por la Democracia,Partido Por la Democracia e Independientes,oposicion,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1206,Carolina Cucumides Calderón,Afirmativo,1,Independientes,"Socialista, Liberal, Radical e Independientes",oposicion,high,medium,medium,bcn_biografia,independent_electoral_slot_plus_current_caucus_plus_size_closure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1207,Valentina Cáceres Monsálvez,Afirmativo,1,Independientes,Frente Amplio,oposicion,high,medium,medium,bcn_biografia,independent_electoral_slot_plus_current_caucus_plus_size_closure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1208,Jorge Díaz Ibarra,Afirmativo,1,Partido Demócrata Cristiano,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",oposicion,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1209,Matías Fernández Hartwig,Afirmativo,1,Frente Amplio,Frente Amplio,oposicion,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1210,Gustavo Gatica Villarroel,Afirmativo,1,Independientes,Comité Comunista e Independientes,oposicion,high,medium,medium,bcn_biografia,independent_electoral_slot_plus_current_caucus_plus_size_closure,2026-03-11,,0,,,
88442,2026-03-18,16944-25,1211,Sofía González Cortés,Afirmativo,1,Partido Comunista,Comité Comunista e Independientes,oposicion,medium,high,medium,servel_slot_camara_snapshot_concordance,party_to_caucus_plus_official_structure,2026-03-11,,0,,,
