diputado_id,diputado_nombre,group_type,scope,min_chamber_binary_minority_share,comparisons,matches,divergences,agreement_pct,group_names_observed
1258,Guillermo Valdés Carmona,caucus,minority_ge_05,0.05,266,247,19,92.8571,Comité Partido de la Gente
1258,Guillermo Valdés Carmona,caucus,minority_ge_10,0.10,255,237,18,92.9412,Comité Partido de la Gente
1258,Guillermo Valdés Carmona,caucus,minority_ge_20,0.20,236,220,16,93.2203,Comité Partido de la Gente
1258,Guillermo Valdés Carmona,party,all,0.00,355,339,16,95.4930,Partido de la Gente
1258,Guillermo Valdés Carmona,party,minority_ge_05,0.05,260,244,16,93.8462,Partido de la Gente
1258,Guillermo Valdés Carmona,party,minority_ge_10,0.10,249,234,15,93.9759,Partido de la Gente
1258,Guillermo Valdés Carmona,party,minority_ge_20,0.20,230,217,13,94.3478,Partido de la Gente
1259,Juan Marcelo Valenzuela Henríquez,caucus,all,0.00,350,323,27,92.2857,Comité Partido de la Gente
1259,Juan Marcelo Valenzuela Henríquez,caucus,minority_ge_05,0.05,260,233,27,89.6154,Comité Partido de la Gente
1259,Juan Marcelo Valenzuela Henríquez,caucus,minority_ge_10,0.10,249,222,27,89.1566,Comité Partido de la Gente
1259,Juan Marcelo Valenzuela Henríquez,caucus,minority_ge_20,0.20,231,205,26,88.7446,Comité Partido de la Gente
1259,Juan Marcelo Valenzuela Henríquez,party,all,0.00,344,323,21,93.8953,Partido de la Gente
1259,Juan Marcelo Valenzuela Henríquez,party,minority_ge_05,0.05,254,233,21,91.7323,Partido de la Gente
1259,Juan Marcelo Valenzuela Henríquez,party,minority_ge_10,0.10,243,222,21,91.3580,Partido de la Gente
1259,Juan Marcelo Valenzuela Henríquez,party,minority_ge_20,0.20,225,205,20,91.1111,Partido de la Gente
1260,César Valenzuela Maass,caucus,all,0.00,361,349,12,96.6759,"Socialista, Liberal, Radical e Independientes"
1260,César Valenzuela Maass,caucus,minority_ge_05,0.05,266,255,11,95.8647,"Socialista, Liberal, Radical e Independientes"
1260,César Valenzuela Maass,caucus,minority_ge_10,0.10,256,247,9,96.4844,"Socialista, Liberal, Radical e Independientes"
1260,César Valenzuela Maass,caucus,minority_ge_20,0.20,237,231,6,97.4684,"Socialista, Liberal, Radical e Independientes"
1260,César Valenzuela Maass,party,all,0.00,359,352,7,98.0501,Partido Socialista
1260,César Valenzuela Maass,party,minority_ge_05,0.05,264,258,6,97.7273,Partido Socialista
1260,César Valenzuela Maass,party,minority_ge_10,0.10,253,249,4,98.4190,Partido Socialista
1260,César Valenzuela Maass,party,minority_ge_20,0.20,235,232,3,98.7234,Partido Socialista
1261,Daniel Valenzuela Salazar,caucus,all,0.00,327,316,11,96.6361,"Renovación Nacional, Evopoli e Independientes"
1261,Daniel Valenzuela Salazar,caucus,minority_ge_05,0.05,251,240,11,95.6175,"Renovación Nacional, Evopoli e Independientes"
1261,Daniel Valenzuela Salazar,caucus,minority_ge_10,0.10,243,232,11,95.4733,"Renovación Nacional, Evopoli e Independientes"
1261,Daniel Valenzuela Salazar,caucus,minority_ge_20,0.20,225,215,10,95.5556,"Renovación Nacional, Evopoli e Independientes"
1261,Daniel Valenzuela Salazar,party,all,0.00,0,0,0,,Independientes
1261,Daniel Valenzuela Salazar,party,minority_ge_05,0.05,0,0,0,,Independientes
1261,Daniel Valenzuela Salazar,party,minority_ge_10,0.10,0,0,0,,Independientes
1261,Daniel Valenzuela Salazar,party,minority_ge_20,0.20,0,0,0,,Independientes
1262,Diego Vergara Rodríguez,caucus,all,0.00,360,360,0,100.0000,Comité Partido Republicano
1262,Diego Vergara Rodríguez,caucus,minority_ge_05,0.05,268,268,0,100.0000,Comité Partido Republicano
1262,Diego Vergara Rodríguez,caucus,minority_ge_10,0.10,257,257,0,100.0000,Comité Partido Republicano
1262,Diego Vergara Rodríguez,caucus,minority_ge_20,0.20,238,238,0,100.0000,Comité Partido Republicano
1262,Diego Vergara Rodríguez,party,all,0.00,360,360,0,100.0000,Partido Republicano
1262,Diego Vergara Rodríguez,party,minority_ge_05,0.05,268,268,0,100.0000,Partido Republicano
1262,Diego Vergara Rodríguez,party,minority_ge_10,0.10,257,257,0,100.0000,Partido Republicano
1262,Diego Vergara Rodríguez,party,minority_ge_20,0.20,238,238,0,100.0000,Partido Republicano
1263,Sebastián Zamora Soto,caucus,all,0.00,349,348,1,99.7135,Comité Partido Republicano
1263,Sebastián Zamora Soto,caucus,minority_ge_05,0.05,257,256,1,99.6109,Comité Partido Republicano
1263,Sebastián Zamora Soto,caucus,minority_ge_10,0.10,246,245,1,99.5935,Comité Partido Republicano
1263,Sebastián Zamora Soto,caucus,minority_ge_20,0.20,227,226,1,99.5595,Comité Partido Republicano
1263,Sebastián Zamora Soto,party,all,0.00,0,0,0,,Independientes
1263,Sebastián Zamora Soto,party,minority_ge_05,0.05,0,0,0,,Independientes
1263,Sebastián Zamora Soto,party,minority_ge_10,0.10,0,0,0,,Independientes
1263,Sebastián Zamora Soto,party,minority_ge_20,0.20,0,0,0,,Independientes
1264,Fernando Zamorano Peralta,caucus,all,0.00,351,335,16,95.4416,Partido Por la Democracia e Independientes
1264,Fernando Zamorano Peralta,caucus,minority_ge_05,0.05,258,244,14,94.5736,Partido Por la Democracia e Independientes
1264,Fernando Zamorano Peralta,caucus,minority_ge_10,0.10,248,234,14,94.3548,Partido Por la Democracia e Independientes
1264,Fernando Zamorano Peralta,caucus,minority_ge_20,0.20,231,218,13,94.3723,Partido Por la Democracia e Independientes
1264,Fernando Zamorano Peralta,party,all,0.00,350,340,10,97.1429,Partido Por la Democracia
1264,Fernando Zamorano Peralta,party,minority_ge_05,0.05,257,249,8,96.8872,Partido Por la Democracia
1264,Fernando Zamorano Peralta,party,minority_ge_10,0.10,247,239,8,96.7611,Partido Por la Democracia
1264,Fernando Zamorano Peralta,party,minority_ge_20,0.20,230,222,8,96.5217,Partido Por la Democracia
