"spec_id","n_members","r_squared_linear","adjusted_r_squared_linear","r_squared_quadratic","adjusted_r_squared_quadratic","delta_r_squared_quadratic","quadratic_coefficient","quadratic_term_p_value_auxiliary","nested_model_p_value_auxiliary","quadratic_rmse"
"raw_lop025_2d",154,0.0101605981038231,0.00364849677555878,0.0300799294378946,0.0172333059867409,0.0199193313340715,0.182978281332777,0.0802636440279643,0.0802636440279649,0.36821054719478
"raw_lop050_2d",154,0.0133353347016584,0.00684411979837984,0.0242191796905086,0.0112949304148861,0.0108838449888502,0.12919403907987,0.19633942565364,0.196339425653638,0.36637386401266
"cap20_balanced_lop025_2d",154,0.00879656525200969,0.00227549002340455,0.0150779999706142,0.00203267546691366,0.00628143471860449,-0.114333831854595,0.327997611383378,0.327997611383373,0.356475548709786
