"spec_id","diputado_id","diputado_nombre","binary_votes_selected","dimension_1_raw","dimension_2_raw","se_1d","se_2d","gmp","correctly_classified"
"raw_lop050_2d","1028","Eduardo Durán Salinas",248,-0.74542760848999,0.0932610034942627,0,0,0.950155735015869,0.971774193548387
"raw_lop050_2d","1038","Marcos Ilabaca Cerda",222,0.537046909332275,0.179566353559494,0,0,0.888864755630493,0.954954954954955
"raw_lop050_2d","1039","Pamela Jiles Moreno",250,0.184137508273125,0.982900440692902,0,0,0.834153473377228,0.94
"raw_lop050_2d","1044","Raúl Leiva Carvajal",226,0.480719536542892,0.0956216752529144,0,0,0.915985107421875,0.973451327433628
"raw_lop050_2d","1054","Francesca Muñoz González",247,-0.746369421482086,-0.100796595215797,0,0,0.940894782543182,0.97165991902834
"raw_lop050_2d","1056","Emilia Nuyado Ancapichun",265,0.618428230285645,0.074003703892231,0,0,0.91409707069397,0.973584905660377
"raw_lop050_2d","1059","Ximena Ossandón Irarrázabal",246,-0.792964279651642,-0.226265594363213,0,0,0.873315572738647,0.959349593495935
"raw_lop050_2d","1060","Luis Pardo Sáinz",254,-0.782606601715088,-0.106655925512314,0,0,0.94497162103653,0.984251968503937
"raw_lop050_2d","1061","Andrea Parra Sauterel",247,0.364102780818939,-0.185939818620682,0,0,0.881884515285492,0.951417004048583
"raw_lop050_2d","1062","Joanna Pérez Olea",218,-0.710940539836884,0.153302654623985,0,0,0.913779437541962,0.963302752293578
"raw_lop050_2d","1065","Guillermo Ramírez Diez",243,-0.881006598472595,-0.168185919523239,0,0,0.976291358470917,0.995884773662551
"raw_lop050_2d","1073","Juan Santana Castillo",246,0.736829578876495,0.0781161189079285,0,0,0.952305853366852,0.991869918699187
"raw_lop050_2d","1074","Marisela Santibáñez Novoa",233,0.816654086112976,0.56066769361496,0,0,0.953855156898499,0.978540772532189
"raw_lop050_2d","1075","Diego Schalper Sepúlveda",241,-0.831647872924805,-0.328700721263885,0,0,0.944116711616516,0.987551867219917
"raw_lop050_2d","1077","Raúl Soto Mardones",231,0.369484663009644,-0.0799414590001106,0,0,0.88651043176651,0.956709956709957
"raw_lop050_2d","1082","Cristóbal Urruticoechea Ríos",233,-0.946775078773499,-0.32189604640007,0,0,0.949236154556274,0.982832618025751
"raw_lop050_2d","1086","Gonzalo Winter Etcheberry",224,0.693814516067505,-0.0906676203012466,0,0,0.907771646976471,0.973214285714286
"raw_lop050_2d","1087","Gael Yeomans Araya",249,0.716025292873383,-0.00535261351615191,0,0,0.945361912250519,0.991967871485944
"raw_lop050_2d","1099","Jaime Araya Guerrero",223,0.40206852555275,-0.116064682602882,0,0,0.910733163356781,0.986547085201794
"raw_lop050_2d","1100","Cristián Araya Lerdo de Tejada",263,-0.988815009593964,0.149147137999535,0,0,0.979050159454346,0.992395437262357
