"spec_id","diputado_id","diputado_nombre","dimension_1_aligned","dimension_2_aligned","dimension_2_predicted_by_quadratic","dimension_2_residual_after_quadratic","modal_party","modal_caucus","modal_alignment"
"raw_lop025_2d","1119","Sara Concha Smith",-0.724715232849121,-0.118216544389725,-0.0350174385428627,-0.0831991058468623,"Partido Social Cristiano","Por definir","oficialismo"
"raw_lop025_2d","1122","Luis Alberto Cuello Peña y Lillo",0.951443135738373,0.30782476067543,0.19017695627854,0.11764780439689,"Partido Comunista","Comité Comunista e Independientes","oposicion"
"raw_lop025_2d","1127","Lorena Fries Monleón",0.758665859699249,0.0947071388363838,0.11195217391904,-0.0172450350826559,"Frente Amplio","Frente Amplio","oposicion"
"raw_lop025_2d","1128","Ana María Gazmuri Vieira",0.902743875980377,0.4066241979599,0.169132001046448,0.237492196913452,"Partido Acción Humanista","Comité Comunista e Independientes","oposicion"
"raw_lop025_2d","1131","Mauro González Villarroel",-0.742539465427399,0.0402690321207047,-0.0318873157426504,0.0721563478633551,"Renovación Nacional","Renovación Nacional, Evopoli e Independientes","oficialismo"
"raw_lop025_2d","1132","Jorge Guzmán Zepeda",-0.729479849338531,-0.265043050050735,-0.0341921074025336,-0.230850942648201,"Evolución Política","Renovación Nacional, Evopoli e Independientes","oficialismo"
"raw_lop025_2d","1133","Juan Irarrázaval Rossel",-0.987206339836121,0.159447893500328,0.0228301539333069,0.136617739567021,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1140","Daniel Lilayu Vivanco",-0.905197262763977,-0.233091965317726,0.00204876361026024,-0.235140728927986,"Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo"
"raw_lop025_2d","1141","Luis Malla Valenzuela",0.345449596643448,-0.264853000640869,-0.00990297516896149,-0.254950025471907,"Partido Liberal de Chile","Socialista, Liberal, Radical e Independientes","oposicion"
"raw_lop025_2d","1142","Daniel Manouchehri Lobos",0.563271939754486,-0.0673338025808334,0.0465438390442027,-0.113877641625036,"Partido Socialista","Socialista, Liberal, Radical e Independientes","oposicion"
"raw_lop025_2d","1143","Cristóbal Martínez Ramírez",-0.810857474803925,-0.140679448843002,-0.0188131150521013,-0.121866333790901,"Unión Demócrata Independiente","Unión Demócrata Independiente","oficialismo"
"raw_lop025_2d","1146","José Carlos Meza Pereira",-0.96975976228714,0.218484118580818,0.0182030236888451,0.200281094891973,"Partido Republicano","Comité Partido Republicano","oficialismo"
"raw_lop025_2d","1148","Javiera Morales Alvarado",0.638236224651337,0.136533945798874,0.0699863043295977,0.0665476414692764,"Frente Amplio","Frente Amplio","oposicion"
"raw_lop025_2d","1150","Benjamín Moreno Bascur",-0.987426042556763,0.158081755042076,0.0228891330450333,0.135192621997043,"Partido Republicano","Comité Partido Republicano","oficialismo"
