"diputado_id","spec_id","diputado_nombre","binary_votes_selected","dimension_1_raw","dimension_2_raw","se_1d","se_2d","gmp","correctly_classified","dimension_1_aligned","dimension_2_aligned","modal_party","modal_party_share","modal_caucus","modal_caucus_share","modal_alignment","modal_alignment_share"
"1105","cap20_balanced_lop025_2d","Héctor Barría Angulo",141,0.460109084844589,-0.887862324714661,0,0,0.876066744327545,0.943262411347518,0.318145621450344,-0.806236272384477,"Partido Demócrata Cristiano",1,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",1,"oposicion",1
"1107","cap20_balanced_lop025_2d","María Francisca Bello Campos",0,NA,NA,NA,NA,NA,NA,NA,NA,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1107","raw_lop025_2d","María Francisca Bello Campos",0,NA,NA,NA,NA,NA,NA,NA,NA,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1107","raw_lop050_2d","María Francisca Bello Campos",0,NA,NA,NA,NA,NA,NA,NA,NA,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1108","raw_lop025_2d","Juan Carlos Beltrán Silva",251,-0.75373238325119,-0.226712360978127,0,0,0.922250688076019,0.964143426294821,-0.75373238325119,-0.226712360978127,"Renovación Nacional",1,"Renovación Nacional, Evopoli e Independientes",1,"oficialismo",1
"1108","raw_lop050_2d","Juan Carlos Beltrán Silva",244,-0.771246194839478,-0.252871721982956,0,0,0.920901715755463,0.963114754098361,-0.755771452619072,-0.250690452397919,"Renovación Nacional",1,"Renovación Nacional, Evopoli e Independientes",1,"oficialismo",1
"1108","cap20_balanced_lop025_2d","Juan Carlos Beltrán Silva",147,-0.639362633228302,-0.239853978157043,0,0,0.918463408946991,0.952380952380952,-0.723702430559199,-0.22041503102223,"Renovación Nacional",1,"Renovación Nacional, Evopoli e Independientes",1,"oficialismo",1
"1110","cap20_balanced_lop025_2d","Carlos Bianchi Chelech",151,0.410206198692322,-0.0532728545367718,0,0,0.884121537208557,0.966887417218543,0.25551725148962,-0.0257106218619683,"Independientes",1,"Partido Por la Democracia e Independientes",1,"oposicion",1
"1110","raw_lop025_2d","Carlos Bianchi Chelech",251,0.336065381765366,-0.0703259408473969,0,0,0.832471191883087,0.920318725099602,0.336065381765366,-0.0703259408473969,"Independientes",1,"Partido Por la Democracia e Independientes",1,"oposicion",1
"1110","raw_lop050_2d","Carlos Bianchi Chelech",245,0.300658494234085,-0.059797003865242,0,0,0.828362107276917,0.922448979591837,0.322994085618684,-0.0565902202891527,"Independientes",1,"Partido Por la Democracia e Independientes",1,"oposicion",1
"1114","raw_lop025_2d","Félix Bugueño Sotelo",244,0.677100598812103,-0.0793193802237511,0,0,0.940962791442871,0.991803278688525,0.677100598812103,-0.0793193802237511,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1114","raw_lop050_2d","Félix Bugueño Sotelo",240,0.641364634037018,-0.152912333607674,0,0,0.946242213249207,0.991666666666667,0.665851600335571,-0.150363096762458,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1114","cap20_balanced_lop025_2d","Félix Bugueño Sotelo",141,0.821915686130524,-0.120241940021515,0,0,0.932240903377533,0.978723404255319,0.64230161855035,-0.0805735847776225,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1116","cap20_balanced_lop025_2d","Felipe Camaño Cárdenas",149,0.371955066919327,-0.518559157848358,0,0,0.820784330368042,0.906040268456376,0.228565429957354,-0.462115033775327,"Independientes",1,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",1,"oposicion",1
"1116","raw_lop025_2d","Felipe Camaño Cárdenas",255,0.215516358613968,-0.733121335506439,0,0,0.804059267044067,0.905882352941176,0.215516358613968,-0.733121335506439,"Independientes",1,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",1,"oposicion",1
"1116","raw_lop050_2d","Felipe Camaño Cárdenas",249,0.178829506039619,-0.631085515022278,0,0,0.805510282516479,0.903614457831325,0.200280934925815,-0.631492627579428,"Independientes",1,"Comité Democracia Cristiana, Federación Regionalista Verde Social e Independientes",1,"oposicion",1
"1117","raw_lop025_2d","Nathalie Castillo Rojas",231,0.905264675617218,0.424847960472107,0,0,0.971242547035217,0.991341991341991,0.905264675617218,0.424847960472107,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1117","cap20_balanced_lop025_2d","Nathalie Castillo Rojas",127,0.954029202461243,0.299713760614395,0,0,0.960201621055603,0.992125984251969,0.758006126205106,0.315173394469376,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1117","raw_lop050_2d","Nathalie Castillo Rojas",226,0.936025321483612,0.351932615041733,0,0,0.972192347049713,0.986725663716814,0.96248413909626,0.357639902317593,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1119","cap20_balanced_lop025_2d","Sara Concha Smith",156,-0.640489459037781,0.032643023878336,0,0,0.947583496570587,0.987179487179487,-0.729949383751449,0.0347188726729438,"Partido Social Cristiano",0.535714285714286,"Por definir",1,"oficialismo",1
"1119","raw_lop050_2d","Sara Concha Smith",255,-0.740908920764923,-0.0911744087934494,0,0,0.947113037109375,0.980392156862745,-0.725210315201251,-0.0879694755988123,"Partido Social Cristiano",0.535714285714286,"Por definir",1,"oficialismo",1
"1119","raw_lop025_2d","Sara Concha Smith",262,-0.724715232849121,-0.118216544389725,0,0,0.948648929595947,0.980916030534351,-0.724715232849121,-0.118216544389725,"Partido Social Cristiano",0.535714285714286,"Por definir",1,"oficialismo",1
"1122","cap20_balanced_lop025_2d","Luis Alberto Cuello Peña y Lillo",157,0.969113707542419,0.246614336967468,0,0,0.961477816104889,0.993630573248408,0.7731423519504,0.26574060500363,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1122","raw_lop050_2d","Luis Alberto Cuello Peña y Lillo",259,0.938077449798584,0.346425861120224,0,0,0.971965134143829,0.988416988416988,0.964548285709359,0.352097700327192,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1122","raw_lop025_2d","Luis Alberto Cuello Peña y Lillo",263,0.951443135738373,0.30782476067543,0,0,0.97049754858017,0.988593155893536,0.951443135738373,0.30782476067543,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1127","cap20_balanced_lop025_2d","Lorena Fries Monleón",149,0.911338269710541,0.0579979866743088,0,0,0.970074534416199,1,0.722637400699267,0.0880269583853679,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1127","raw_lop025_2d","Lorena Fries Monleón",254,0.758665859699249,0.0947071388363838,0,0,0.961837768554688,0.996062992125984,0.758665859699249,0.0947071388363838,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1127","raw_lop050_2d","Lorena Fries Monleón",250,0.730746984481812,0.0556740090250969,0,0,0.962474644184113,0.992,0.75584262755333,0.0595342040211699,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1128","cap20_balanced_lop025_2d","Ana María Gazmuri Vieira",151,0.97002911567688,0.242988556623459,0,0,0.972576856613159,0.993377483443709,0.774068585145966,0.262363009367949,"Partido Acción Humanista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1128","raw_lop025_2d","Ana María Gazmuri Vieira",234,0.902743875980377,0.4066241979599,0,0,0.938917279243469,0.987179487179487,0.902743875980377,0.4066241979599,"Partido Acción Humanista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1128","raw_lop050_2d","Ana María Gazmuri Vieira",230,0.957105815410614,0.28973862528801,0,0,0.939945340156555,0.982608695652174,0.983687022046364,0.295045955859076,"Partido Acción Humanista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1131","cap20_balanced_lop025_2d","Mauro González Villarroel",140,-0.635253667831421,0.223578810691833,0,0,0.918091535568237,0.971428571428571,-0.72868466327876,0.213603318753669,"Renovación Nacional",1,"Renovación Nacional, Evopoli e Independientes",1,"oficialismo",1
"1131","raw_lop050_2d","Mauro González Villarroel",239,-0.75778716802597,0.0931555777788162,0,0,0.938057720661163,0.96652719665272,-0.74216099103142,0.0975372345142901,"Renovación Nacional",1,"Renovación Nacional, Evopoli e Independientes",1,"oficialismo",1
"1131","raw_lop025_2d","Mauro González Villarroel",244,-0.742539465427399,0.0402690321207047,0,0,0.937783539295197,0.967213114754098,-0.742539465427399,0.0402690321207047,"Renovación Nacional",1,"Renovación Nacional, Evopoli e Independientes",1,"oficialismo",1
"1132","raw_lop025_2d","Jorge Guzmán Zepeda",260,-0.729479849338531,-0.265043050050735,0,0,0.892588794231415,0.961538461538462,-0.729479849338531,-0.265043050050735,"Evolución Política",1,"Renovación Nacional, Evopoli e Independientes",1,"oficialismo",1
"1132","cap20_balanced_lop025_2d","Jorge Guzmán Zepeda",158,-0.655772745609283,0.423192888498306,0,0,0.851153016090393,0.962025316455696,-0.751701125474675,0.400123068875168,"Evolución Política",1,"Renovación Nacional, Evopoli e Independientes",1,"oficialismo",1
"1132","raw_lop050_2d","Jorge Guzmán Zepeda",253,-0.748833835124969,-0.246458888053894,0,0,0.886578857898712,0.960474308300395,-0.733215188579634,-0.244241050490202,"Evolución Política",1,"Renovación Nacional, Evopoli e Independientes",1,"oficialismo",1
"1133","raw_lop025_2d","Juan Irarrázaval Rossel",267,-0.987206339836121,0.159447893500328,0,0,0.983684837818146,0.99625468164794,-0.987206339836121,0.159447893500328,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1133","cap20_balanced_lop025_2d","Juan Irarrázaval Rossel",160,-0.783721327781677,-0.224355667829514,0,0,0.975031197071075,1,-0.859169466843994,-0.208653469846684,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1133","raw_lop050_2d","Juan Irarrázaval Rossel",261,-0.988455832004547,0.151509657502174,0,0,0.979510605335236,0.992337164750958,-0.974287093563485,0.156306648865173,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1140","raw_lop050_2d","Daniel Lilayu Vivanco",257,-0.946094274520874,-0.272838085889816,0,0,0.962126314640045,0.988326848249027,-0.931736477109406,-0.270750706703834,"Unión Demócrata Independiente",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1140","raw_lop025_2d","Daniel Lilayu Vivanco",264,-0.905197262763977,-0.233091965317726,0,0,0.960628628730774,0.992424242424242,-0.905197262763977,-0.233091965317726,"Unión Demócrata Independiente",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1140","cap20_balanced_lop025_2d","Daniel Lilayu Vivanco",158,-0.837129890918732,0.326091140508652,0,0,0.9647096991539,0.993670886075949,-0.919666692548488,0.305745481269151,"Unión Demócrata Independiente",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1141","cap20_balanced_lop025_2d","Luis Malla Valenzuela",149,0.472575485706329,-0.255459815263748,0,0,0.885551989078522,0.966442953020134,0.317769608598876,-0.21384215259331,"Partido Liberal de Chile",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1141","raw_lop050_2d","Luis Malla Valenzuela",235,0.30743819475174,-0.173387780785561,0,0,0.833779811859131,0.936170212765957,0.329795364729387,-0.170905448550942,"Partido Liberal de Chile",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1141","raw_lop025_2d","Luis Malla Valenzuela",241,0.345449596643448,-0.264853000640869,0,0,0.834823071956635,0.937759336099585,0.345449596643448,-0.264853000640869,"Partido Liberal de Chile",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1142","cap20_balanced_lop025_2d","Daniel Manouchehri Lobos",137,0.660083711147308,-0.152709811925888,0,0,0.936184465885162,0.992700729927007,0.49138718764027,-0.114058567483634,"Partido Socialista",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1142","raw_lop025_2d","Daniel Manouchehri Lobos",233,0.563271939754486,-0.0673338025808334,0,0,0.945666074752808,0.995708154506438,0.563271939754486,-0.0673338025808334,"Partido Socialista",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1142","raw_lop050_2d","Daniel Manouchehri Lobos",230,0.522887468338013,-0.0437763184309006,0,0,0.943613350391388,0.991304347826087,0.546640900028269,-0.0405097671238411,"Partido Socialista",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1143","raw_lop025_2d","Cristóbal Martínez Ramírez",267,-0.810857474803925,-0.140679448843002,0,0,0.939580619335175,0.9812734082397,-0.810857474803925,-0.140679448843002,"Unión Demócrata Independiente",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1143","cap20_balanced_lop025_2d","Cristóbal Martínez Ramírez",161,-0.662512958049774,-0.192312598228455,0,0,0.924294769763947,0.962732919254658,-0.746285273201459,-0.176340249674462,"Unión Demócrata Independiente",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1143","raw_lop050_2d","Cristóbal Martínez Ramírez",260,-0.829563736915588,-0.210458666086197,0,0,0.940282642841339,0.984615384615385,-0.814452207882841,-0.207996297434543,"Unión Demócrata Independiente",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1146","raw_lop050_2d","José Carlos Meza Pereira",243,-0.971430838108063,0.192075997591019,0,0,0.941875994205475,0.987654320987654,-0.957146003831714,0.197128015116367,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1146","raw_lop025_2d","José Carlos Meza Pereira",249,-0.96975976228714,0.218484118580818,0,0,0.946360051631927,0.991967871485944,-0.96975976228714,0.218484118580818,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1146","cap20_balanced_lop025_2d","José Carlos Meza Pereira",142,-0.759889841079712,-0.194893881678581,0,0,0.906215846538544,0.992957746478873,-0.837415939267238,-0.180612565913598,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1148","raw_lop025_2d","Javiera Morales Alvarado",87,0.638236224651337,0.136533945798874,0,0,0.9617720246315,0.977011494252874,0.638236224651337,0.136533945798874,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1148","cap20_balanced_lop025_2d","Javiera Morales Alvarado",20,0.970477819442749,0.241190016269684,0,0,0.999765396118164,1,0.774523000814316,0.260687476668938,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1148","raw_lop050_2d","Javiera Morales Alvarado",86,0.626207113265991,0.121038861572742,0,0,0.962513148784637,0.976744186046512,0.650649634922992,0.125335058511136,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1150","cap20_balanced_lop025_2d","Benjamín Moreno Bascur",164,-0.788101494312286,-0.231585532426834,0,0,0.974524915218353,1,-0.863133131504294,-0.215506682541153,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1150","raw_lop050_2d","Benjamín Moreno Bascur",265,-0.988623142242432,0.150414258241653,0,0,0.979103088378906,0.992452830188679,-0.97445567710259,0.155204307657394,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1150","raw_lop025_2d","Benjamín Moreno Bascur",271,-0.987426042556763,0.158081755042076,0,0,0.983334124088287,0.996309963099631,-0.987426042556763,0.158081755042076,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1152","raw_lop025_2d","Gloria Naveillan Arriagada",244,-0.869329452514648,-0.494233191013336,0,0,0.937283158302307,0.983606557377049,-0.869329452514648,-0.494233191013336,"Partido Nacional Libertario",1,"Comité Partido Nacional Libertarios",1,"no_alineado",1
"1152","cap20_balanced_lop025_2d","Gloria Naveillan Arriagada",138,-0.969369888305664,0.245605453848839,0,0,0.984674632549286,0.992753623188406,-1.04195749550054,0.227862334256986,"Partido Nacional Libertario",1,"Comité Partido Nacional Libertarios",1,"no_alineado",1
"1152","raw_lop050_2d","Gloria Naveillan Arriagada",239,-0.867581963539124,-0.497294396162033,0,0,0.925355970859528,0.97489539748954,-0.852766975595928,-0.496650911535113,"Partido Nacional Libertario",1,"Comité Partido Nacional Libertarios",1,"no_alineado",1
"1153","cap20_balanced_lop025_2d","Coca Ericka Ñanco Vásquez",87,0.961999833583832,-0.107572868466377,0,0,0.96604996919632,1,0.773229470401329,-0.066041770181683,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1153","raw_lop050_2d","Coca Ericka Ñanco Vásquez",160,0.727412104606628,-0.11055913567543,0,0,0.955085098743439,0.99375,0.752454930227883,-0.107756611939764,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1153","raw_lop025_2d","Coca Ericka Ñanco Vásquez",163,0.752974689006805,-0.0481886751949787,0,0,0.951318800449371,0.993865030674847,0.752974689006805,-0.0481886751949787,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1157","raw_lop025_2d","Marlene Pérez Cartes",218,-0.767032265663147,-0.114372260868549,0,0,0.952117443084717,0.981651376146789,-0.767032265663147,-0.114372260868549,"Independientes",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1157","cap20_balanced_lop025_2d","Marlene Pérez Cartes",119,-0.641358017921448,-0.0710758119821548,0,0,0.945858955383301,0.983193277310924,-0.728786530763572,-0.0624158754584129,"Independientes",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1157","raw_lop050_2d","Marlene Pérez Cartes",212,-0.787027060985565,-0.166248813271523,0,0,0.951323747634888,0.985849056603774,-0.771636326504385,-0.163513069964673,"Independientes",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1159","cap20_balanced_lop025_2d","Lorena Pizarro Sierra",151,0.972616076469421,0.232417821884155,0,0,0.926417410373688,0.986754966887417,0.776692314894548,0.252514281997242,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1159","raw_lop050_2d","Lorena Pizarro Sierra",253,0.946401119232178,0.322993874549866,0,0,0.950127899646759,0.984189723320158,0.972920494503056,0.328514955008474,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1159","raw_lop025_2d","Lorena Pizarro Sierra",257,0.912493646144867,0.409091085195541,0,0,0.949257135391235,0.988326848249027,0.912493646144867,0.409091085195541,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1165","raw_lop025_2d","Agustín Romero Leiva",270,-0.987456500530243,0.157891467213631,0,0,0.983271718025208,0.996296296296296,-0.987456500530243,0.157891467213631,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1165","cap20_balanced_lop025_2d","Agustín Romero Leiva",163,-0.787940740585327,-0.232230395078659,0,0,0.974368214607239,1,-0.86297032164071,-0.216107443510385,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1165","raw_lop050_2d","Agustín Romero Leiva",264,-0.988669574260712,0.150108307600021,0,0,0.979024708271027,0.992424242424242,-0.974502462859498,0.154896418037489,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1166","raw_lop025_2d","Natalia Romero Talguia",265,-0.616777241230011,-0.430466026067734,0,0,0.869378566741943,0.943396226415094,-0.616777241230011,-0.430466026067734,"Independientes",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1166","cap20_balanced_lop025_2d","Natalia Romero Talguia",158,-0.534754633903503,-0.398675501346588,0,0,0.830253303050995,0.911392405063291,-0.622725654557203,-0.367136121036319,"Independientes",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1166","raw_lop050_2d","Natalia Romero Talguia",258,-0.63274347782135,-0.451394617557526,0,0,0.869755625724792,0.945736434108527,-0.616424695122815,-0.450503539217632,"Independientes",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1170","raw_lop050_2d","Luis Sánchez Ossa",253,-0.988242030143738,0.152897611260414,0,0,0.979546725749969,0.992094861660079,-0.974071666828791,0.157703398252549,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1170","raw_lop025_2d","Luis Sánchez Ossa",259,-0.985438585281372,0.170031979680061,0,0,0.98382180929184,0.996138996138996,-0.985438585281372,0.170031979680061,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1170","cap20_balanced_lop025_2d","Luis Sánchez Ossa",152,-0.783603608608246,-0.219395115971565,0,0,0.974557995796204,1,-0.859153751820688,-0.204006363168025,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1171","cap20_balanced_lop025_2d","Emilia Schneider Videla",162,0.928620040416718,0.0658194646239281,0,0,0.962535381317139,1,0.738670343330299,0.0956799463650428,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1171","raw_lop050_2d","Emilia Schneider Videla",263,0.739587724208832,0.0461831614375114,0,0,0.959124684333801,0.992395437262357,0.764737847496166,0.0499812541548578,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1171","raw_lop025_2d","Emilia Schneider Videla",267,0.766381621360779,0.0747629925608635,0,0,0.958246886730194,0.99250936329588,0.766381621360779,0.0747629925608635,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1172","cap20_balanced_lop025_2d","Stephan Schubert Rubio",125,-0.764925003051758,-0.199734792113304,0,0,0.971360385417938,1,-0.842038431982029,-0.185241336301117,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1172","raw_lop025_2d","Stephan Schubert Rubio",224,-0.973643600940704,0.218965113162994,0,0,0.983318269252777,0.995535714285714,-0.973643600940704,0.218965113162994,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1172","raw_lop050_2d","Stephan Schubert Rubio",218,-0.974379360675812,0.194980829954147,0,0,0.978488802909851,0.990825688073395,-0.960112745888986,0.200051901028338,"Partido Republicano",1,"Comité Partido Republicano",1,"oficialismo",1
"1173","raw_lop025_2d","Daniela Serrano Salazar",267,0.948211789131165,0.317638695240021,0,0,0.971037566661835,0.98501872659176,0.948211789131165,0.317638695240021,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1173","cap20_balanced_lop025_2d","Daniela Serrano Salazar",160,0.9692103266716,0.246234387159348,0,0,0.962178349494934,0.99375,0.77324006138457,0.265386675957188,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1173","raw_lop050_2d","Daniela Serrano Salazar",263,0.943687796592712,0.330837547779083,0,0,0.972099661827087,0.988593155893536,0.970191388187844,0.336409079679771,"Partido Comunista",1,"Comité Comunista e Independientes",1,"oposicion",1
"1174","raw_lop050_2d","Marco Antonio Sulantay Olivares",255,-0.875036239624023,-0.0462231040000916,0,0,0.96228563785553,0.992156862745098,-0.86018299950825,-0.0427065074842532,"Unión Demócrata Independiente",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1174","raw_lop025_2d","Marco Antonio Sulantay Olivares",261,-0.853472411632538,0.00291553279384971,0,0,0.964231133460999,0.992337164750958,-0.853472411632538,0.00291553279384971,"Unión Demócrata Independiente",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1174","cap20_balanced_lop025_2d","Marco Antonio Sulantay Olivares",155,-0.694914817810059,0.00455913366749883,0,0,0.955716133117676,0.987096774193548,-0.780376051184481,0.00738527603453836,"Unión Demócrata Independiente",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1175","raw_lop025_2d","Cristián Tapia Ramos",224,0.328374922275543,-0.142319470643997,0,0,0.783797562122345,0.90625,0.328374922275543,-0.142319470643997,"Independientes",1,"Partido Por la Democracia e Independientes",1,"oposicion",1
"1175","cap20_balanced_lop025_2d","Cristián Tapia Ramos",147,0.406154870986938,-0.0891699865460396,0,0,0.81199848651886,0.938775510204082,0.25240769093579,-0.0594004601863083,"Independientes",1,"Partido Por la Democracia e Independientes",1,"oposicion",1
"1175","raw_lop050_2d","Cristián Tapia Ramos",219,0.292723119258881,-0.137489214539528,0,0,0.779503285884857,0.91324200913242,0.31499342849753,-0.134775542011642,"Independientes",1,"Partido Por la Democracia e Independientes",1,"oposicion",1
"1176","raw_lop025_2d","Hotuiti Teao Drago",220,-0.805324971675873,0.00971344113349915,0,0,0.938921809196472,0.972727272727273,-0.805324971675873,0.00971344113349915,"Independientes",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1176","raw_lop050_2d","Hotuiti Teao Drago",214,-0.825747549533844,-0.0604536347091198,0,0,0.935871481895447,0.97196261682243,-0.810583222397482,-0.0570370007397049,"Independientes",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1176","cap20_balanced_lop025_2d","Hotuiti Teao Drago",139,-0.638266146183014,0.0907654389739037,0,0,0.926426947116852,0.971223021582734,-0.728974958194741,0.0891847547491997,"Independientes",1,"Unión Demócrata Independiente",1,"oficialismo",1
"1177","raw_lop050_2d","Carolina Tello Rojas",259,0.735243856906891,-0.0571157783269882,0,0,0.945111513137817,0.992277992277992,0.760346697396618,-0.0539745014959753,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1177","cap20_balanced_lop025_2d","Carolina Tello Rojas",156,0.930884718894958,-0.0981448218226433,0,0,0.927778840065002,0.987179487179487,0.743914881524618,-0.0578065525536656,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1177","raw_lop025_2d","Carolina Tello Rojas",263,0.759190440177917,0.006430275272578,0,0,0.943183660507202,0.988593155893536,0.759190440177917,0.006430275272578,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1178","raw_lop050_2d","Héctor Ulloa Aguilera",235,0.322040766477585,-0.075690008699894,0,0,0.844253301620483,0.927659574468085,0.34450946587024,-0.0725884690712141,"Independientes",1,"Partido Por la Democracia e Independientes",1,"oposicion",1
"1178","cap20_balanced_lop025_2d","Héctor Ulloa Aguilera",142,0.420217633247375,-0.124475941061974,0,0,0.898355066776276,0.964788732394366,0.266248181383542,-0.0921916187563104,"Independientes",1,"Partido Por la Democracia e Independientes",1,"oposicion",1
"1178","raw_lop025_2d","Héctor Ulloa Aguilera",241,0.357114404439926,-0.0799247398972511,0,0,0.848581850528717,0.929460580912863,0.357114404439926,-0.0799247398972511,"Independientes",1,"Partido Por la Democracia e Independientes",1,"oposicion",1
"1180","cap20_balanced_lop025_2d","Consuelo Veloso Ávila",157,0.877537548542023,-0.130774885416031,0,0,0.948734760284424,0.993630573248408,0.694584404371909,-0.0893764628992114,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1180","raw_lop025_2d","Consuelo Veloso Ávila",262,0.731102645397186,-0.0258744861930609,0,0,0.945405662059784,0.988549618320611,0.731102645397186,-0.0258744861930609,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1180","raw_lop050_2d","Consuelo Veloso Ávila",258,0.700587689876556,-0.0959496721625328,0,0,0.949404180049896,0.988372093023256,0.725462516803233,-0.0930490419304632,"Frente Amplio",1,"Frente Amplio",1,"oposicion",1
"1181","raw_lop025_2d","Nelson Venegas Salazar",258,0.630893766880035,-0.0678210556507111,0,0,0.895667374134064,0.972868217054264,0.630893766880035,-0.0678210556507111,"Partido Socialista",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1181","raw_lop050_2d","Nelson Venegas Salazar",253,0.580844342708588,0.21204274892807,0,0,0.920170485973358,0.980237154150198,0.605015359143013,0.216926931523548,"Partido Socialista",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1181","cap20_balanced_lop025_2d","Nelson Venegas Salazar",153,0.716500103473663,-0.288028866052628,0,0,0.913087606430054,0.980392156862745,0.5467914678719,-0.239691065011189,"Partido Socialista",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1182","raw_lop050_2d","Sebastián Videla Castillo",249,0.251368552446365,-0.279901057481766,0,0,0.796917021274567,0.91566265060241,0.273348522438621,-0.278086176331645,"Independientes",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
"1182","cap20_balanced_lop025_2d","Sebastián Videla Castillo",155,0.434505045413971,-0.341614812612534,0,0,0.858963370323181,0.961290322580645,0.283763456200163,-0.295239620745543,"Independientes",1,"Socialista, Liberal, Radical e Independientes",1,"oposicion",1
